                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9999423305776218E+000          1.7999480975198594E+000          4.5156646454994137E+002                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260320" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                              10          2.5958682111999997E+003          4.5156647376483102E+002          3.8652353328438051E+002          2.0513099776051543E+001          2.2792332642645558E+001          1.5000000087717552E+002          1.4295024689952979E+002         -2.2073721571771227E-001         -1.0000000000000000E+000          1.9999422918063892E+000          1.7999480975198592E+000         -2.0432907629084319E+001         -1.0824688889497514E+001         -2.0458483890308010E+001         -9.8999999999999986E+001         -2.1675580254479705E+001         -1.0824688889604559E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.3238334521481916E-010          2.1935756236426442E+053         -2.4650814052471374E+034          0.0000000000000000E+000         -3.5450365396519178E+027         -2.4650810507434832E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          1.0991923631831831E+004          4.5156650389580830E+002          3.8652354617985833E+002          2.0513099776051636E+001          2.2792331197858150E+001          1.5000000374537626E+002          1.4295025377265020E+002         -2.2226702823080075E-001         -1.0000000000000000E+000          1.9999421650316676E+000          1.7999480975198592E+000         -2.0329723661217180E+001         -1.0823393241859158E+001         -2.0355299922440871E+001         -9.8999999999999986E+001         -2.1572396286612570E+001         -1.0823393241994507E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.9382809499015097E-010          2.1935755577773243E+053         -2.4724467232675196E+034          0.0000000000000000E+000         -3.5450356357373916E+027         -2.4724463687639558E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          1.5414891506793425E+004          4.5156651908964506E+002          3.8652355268252757E+002          2.0513099776051675E+001          2.2792330469310194E+001          1.5000000519169419E+002          1.4295025723848767E+002         -2.5372188145791297E-001         -1.0000000000000000E+000          1.9999421011042939E+000          1.7999480975198592E+000         -2.4008922585498308E+001         -1.0865904773933874E+001         -2.4034498846721998E+001         -9.8999999999999986E+001         -2.5251595210893697E+001         -1.0865904773933904E+001         -9.8999999999999986E+001          1.0000000000000000E+000          6.7827518299064507E-014          2.1935755245641013E+053         -2.2418958403566232E+034          0.0000000000000000E+000         -3.5450351298489580E+027         -2.2418954858531102E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.6423016325025495E+004          4.5156652222920036E+002          3.8652355402619662E+002          2.0513099776051686E+001          2.2792330318767792E+001          1.5000000549055181E+002          1.4295025795464568E+002         -2.7791947885165308E-001         -1.0000000000000000E+000          1.9999420878947576E+000          1.7999480975198592E+000         -2.7616663178661423E+001         -1.0901369790202281E+001         -2.7642239439885113E+001         -9.8999999999999986E+001         -2.8859335804056812E+001         -1.0901369790202281E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.8160606583250552E-017          2.1935755177011372E+053         -2.0660956521015221E+034          0.0000000000000000E+000         -3.5450350225332515E+027         -2.0660952975980199E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              50          1.6556577626872440E+004          4.5156652262326884E+002          3.8652355419485036E+002          2.0513099776051689E+001          2.2792330299872127E+001          1.5000000552806370E+002          1.4295025804453587E+002         -2.8322501808408251E-001         -1.0000000000000000E+000          1.9999420862367332E+000          1.7999480975198592E+000         -2.8564977645834031E+001         -1.0909835640250192E+001         -2.8590553907057721E+001         -9.8999999999999986E+001         -2.9807650271229420E+001         -1.0909835640250192E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.0858435615729664E-018          2.1935755168397171E+053         -2.0262105652998542E+034          0.0000000000000000E+000         -3.5450350087456297E+027         -2.0262102107963534E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              60          1.6586790151144181E+004          4.5156652271143076E+002          3.8652355423258200E+002          2.0513099776051689E+001          2.2792330295644742E+001          1.5000000553645592E+002          1.4295025806464631E+002         -2.8448118112643944E-001         -1.0000000000000000E+000          1.9999420858657961E+000          1.7999480975198592E+000         -2.8781451546761630E+001         -1.0911720827913147E+001         -2.8807027807985321E+001         -9.8999999999999986E+001         -3.0024124172157020E+001         -1.0911720827913147E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.2726032263120534E-018          2.1935755166469981E+053         -2.0174342441898438E+034          0.0000000000000000E+000         -3.5450350058248820E+027         -2.0174338896863432E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              70          1.6596407827199531E+004          4.5156652273942149E+002          3.8652355424456152E+002          2.0513099776051682E+001          2.2792330294302584E+001          1.5000000553912039E+002          1.4295025807103124E+002         -2.8487018133857761E-001         -1.0000000000000000E+000          1.9999420857480270E+000          1.7999480975198592E+000         -2.8847155318298952E+001         -1.0912290283466957E+001         -2.8872731579522643E+001         -9.8999999999999986E+001         -3.0089827943694338E+001         -1.0912290283466957E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0953646067002386E-018          2.1935755165858115E+053         -2.0147906784403275E+034          0.0000000000000000E+000         -3.5450350049119278E+027         -2.0147903239368269E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              80          1.6601034567539493E+004          4.5156652275287394E+002          3.8652355425031880E+002          2.0513099776051693E+001          2.2792330293657518E+001          1.5000000554040088E+002          1.4295025807409982E+002         -2.8505495015835802E-001         -1.0000000000000000E+000          1.9999420856914241E+000          1.7999480975198592E+000         -2.8877040828275657E+001         -1.0912548827223299E+001         -2.8902617089499348E+001         -9.8999999999999986E+001         -3.0119713453671046E+001         -1.0912548827223299E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0231321640357867E-018          2.1935755165564035E+053         -2.0135915924957471E+034          0.0000000000000000E+000         -3.5450350044851865E+027         -2.0135912379922467E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              90          1.6604060468323303E+004          4.5156652276166773E+002          3.8652355425408240E+002          2.0513099776051700E+001          2.2792330293235853E+001          1.5000000554123795E+002          1.4295025807610583E+002         -2.8517614554678949E-001         -1.0000000000000000E+000          1.9999420856544237E+000          1.7999480975198592E+000         -2.8896234389663579E+001         -1.0912714716761991E+001         -2.8921810650887270E+001         -9.8999999999999986E+001         -3.0138907015058969E+001         -1.0912714716761991E+001         -9.8999999999999986E+001          1.0000000000000000E+000          9.7927364340756004E-019          2.1935755165371797E+053         -2.0128225983445998E+034          0.0000000000000000E+000         -3.5450350042098864E+027         -2.0128222438410994E+034          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
