                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9513585326213818E+000          4.8783963315534545E-001          3.0702415817014867E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260316" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          3.3615999999999997E+002          3.0816808520901322E+003          1.1988808646298055E+003          3.9437936886823719E+000          1.5738535801723028E+001          6.0087298366865343E+002          3.2102402511963334E+002         -3.4358018650124467E-001         -1.0000000000000000E+000          1.9468263778212571E+000          4.8783963632571670E-001         -1.4198728189239155E+001         -5.0078471981190518E+000         -1.4224304450815618E+001         -9.8999999999999986E+001         -1.5441400808819001E+001         -5.0078471983988875E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.0749505523613444E-010          1.2733428433989560E+053         -4.0785393563096131E+039          0.0000000000000000E+000         -3.7610858008388262E+024         -4.0785393563096095E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          4.6450862858364178E+002          3.0833498487588704E+003          1.1992054669386544E+003          3.9437937056349486E+000          1.5733208064712722E+001          6.0100017993114193E+002          3.2114039384058111E+002         -3.6379788294120963E-001         -1.0000000000000000E+000          1.9461673387130891E+000          4.8783963632588911E-001         -1.5266883219330953E+001         -5.4556489982742820E+000         -1.5292459480907462E+001         -9.8999999999999986E+001         -1.6509555838910057E+001         -5.4556489983413545E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.4560943522169680E-010          1.2732564437277875E+053         -1.4552513221394296E+039          0.0000000000000000E+000         -3.7523590603820896E+024         -1.4552513221394259E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          5.7850986642756823E+002          3.0840378837419207E+003          1.1993392576116566E+003          3.9437937081801997E+000          1.5731013008081689E+001          6.0105260273930662E+002          3.2118836047061058E+002         -3.7982443850392600E-001         -1.0000000000000000E+000          1.9458958132071758E+000          4.8783963632590505E-001         -1.6389960714810396E+001         -5.7438162910768602E+000         -1.6415536976386907E+001         -9.8999999999999986E+001         -1.7632633334389450E+001         -5.7438162910866701E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.1295081899923674E-011          1.2732208347037588E+053         -7.4966564726501475E+038          0.0000000000000000E+000         -3.7493847008423902E+024         -7.4966564726501097E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          6.8845348146808465E+002          3.0843856969479730E+003          1.1994068854545214E+003          3.9437937088337063E+000          1.5729903651909888E+001          6.0107910037698730E+002          3.2121260712756475E+002         -3.9585275819153526E-001         -1.0000000000000000E+000          1.9457585876768870E+000          4.8783963632590616E-001         -1.7601766401219319E+001         -6.0239522517464330E+000         -1.7627342662795829E+001         -9.8999999999999986E+001         -1.8844439020798369E+001         -6.0239522517475805E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.4923532070454941E-012          1.2732028355384875E+053         -3.9335133270854412E+038          0.0000000000000000E+000         -3.7478759306684881E+024         -3.9335133270854034E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          7.9794630404276359E+002          3.0845721411274571E+003          1.1994431356031478E+003          3.9437937090186512E+000          1.5729309062837185E+001          6.0109330353055259E+002          3.2122560411885803E+002         -4.1074964513247197E-001         -1.0000000000000000E+000          1.9456850380700230E+000          4.8783963632590616E-001         -1.8821030642405926E+001         -6.2766967126524102E+000         -1.8846606903982437E+001         -9.8999999999999986E+001         -2.0063703261984976E+001         -6.2766967126525346E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.6920914496268856E-013          1.2731931876335902E+053         -2.1981757698474855E+038          0.0000000000000000E+000         -3.7470830621812270E+024         -2.1981757698474481E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          9.1297535235681300E+002          3.0846834249712047E+003          1.1994647718902818E+003          3.9437937090842587E+000          1.5728954193414081E+001          6.0110178076115722E+002          3.2123336157876514E+002         -4.2502640887886872E-001         -1.0000000000000000E+000          1.9456411413779719E+000          4.8783963632590616E-001         -2.0099877543815644E+001         -6.5174909043192288E+000         -2.0125453805392155E+001         -9.8999999999999986E+001         -2.1342550163394694E+001         -6.5174909043192404E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.4662500037867353E-014          1.2731874292005441E+053         -1.2626526447573305E+038          0.0000000000000000E+000         -3.7466133214578137E+024         -1.2626526447572931E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          1.0364855234154904E+003          3.0847542874490987E+003          1.1994785490792531E+003          3.9437937091107127E+000          1.5728728232428246E+001          6.0110717872017631E+002          3.2123830126920535E+002         -4.3842527643838047E-001         -1.0000000000000000E+000          1.9456131904290241E+000          4.8783963632590616E-001         -2.1376209123584157E+001         -6.7337629115825965E+000         -2.1401785385160668E+001         -9.8999999999999986E+001         -2.2618881743163207E+001         -6.7337629115825983E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.1477193325227770E-015          1.2731837624503730E+053         -7.6740011888924643E+037          0.0000000000000000E+000         -3.7463174289145649E+024         -7.6740011888920893E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.1669123245139133E+003          3.0848001005749720E+003          1.1994874560524220E+003          3.9437937091217772E+000          1.5728582151113518E+001          6.0111066849688871E+002          3.2124149479734456E+002         -4.5127778785384276E-001         -1.0000000000000000E+000          1.9455951204481288E+000          4.8783963632590616E-001         -2.2728992548746742E+001         -6.9427827680166869E+000         -2.2754568810323253E+001         -9.8999999999999986E+001         -2.3971665168325792E+001         -6.9427827680166869E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.5424601677361049E-016          1.2731813918938575E+053         -4.7425121869088693E+037          0.0000000000000000E+000         -3.7461257391342557E+024         -4.7425121869084943E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          1.3036720775008705E+003          3.0848304492221109E+003          1.1994933563905770E+003          3.9437937091266271E+000          1.5728485382170110E+001          6.0111298026056886E+002          3.2124361032387566E+002         -4.6403569036019437E-001         -1.0000000000000000E+000          1.9455831503150345E+000          4.8783963632590616E-001         -2.4117255416953743E+001         -7.1370726021332773E+000         -2.4142831678530253E+001         -9.8999999999999986E+001         -2.5359928036532793E+001         -7.1370726021332773E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.8682677310159545E-018          1.2731798215428436E+053         -3.0319559971678039E+037          0.0000000000000000E+000         -3.7459993513682509E+024         -3.0319559971674294E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
