                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9986325976443591E+000          1.5989060781154874E+000          2.7645235194116240E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260331" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33 
                              12          5.0948227892309887E+002          2.7633531254792601E+003          1.2697630847385778E+003          1.0332738719017243E+001          1.2914664034722126E+001          5.0583717326757335E+002          4.5683612730062811E+002         -3.8708508902045541E-001         -1.0000000000000000E+000          1.9984377218683018E+000          1.5989060784528188E+000         -1.8756676218585042E+001         -7.5416826414773963E+000         -1.8782252479820187E+001         -9.8999999999999986E+001         -1.9999348843791619E+001         -7.5416826414800440E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.7468539698746817E-012          3.6270761776821646E+053          9.5929483791696451E+039          0.0000000000000000E+000         -4.2300657340268003E+025         -1.3888549957890306E+038          9.7318338787485901E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.2526537906494401E-008          2.6316597577017198E-008 
                              13          5.3480157174563999E+002          2.7635338319794132E+003          1.2698183613828458E+003          1.0332514786238994E+001          1.2914379791938805E+001          5.0585915631568429E+002          4.5685605115461385E+002         -3.8982600463967282E-001         -1.0000000000000000E+000          1.9984370480920781E+000          1.5989060784528188E+000         -1.9002290394905998E+001         -7.5749358899943928E+000         -1.9027866656141139E+001         -9.8999999999999986E+001         -2.0244963020112575E+001         -7.5749358899960164E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.5242704937046904E-012          3.6271542424241506E+053          9.7701085751981583E+039          0.0000000000000000E+000         -4.2294561583748986E+025         -1.2844058933542788E+038          9.8985491645336283E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.2836294551281889E-008          2.6314876744006564E-008 
                              14          5.6106034780154266E+002          2.7637240462816453E+003          1.2698765522850383E+003          1.0332278975153327E+001          1.2914080869778690E+001          5.0588230175735333E+002          4.5687702211077442E+002         -3.9250840085817512E-001         -1.0000000000000000E+000          1.9984364001373665E+000          1.5989060784528188E+000         -1.9249052945700129E+001         -7.6077298270703020E+000         -1.9274629206935273E+001         -9.8999999999999986E+001         -2.0491725570906706E+001         -7.6077298270712932E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.1532805628075426E-012          3.6272365013590880E+053          9.9266940250061113E+039          0.0000000000000000E+000         -4.2288086351992872E+025         -1.1890987545485039E+038          1.0045603900461004E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.3141253551800576E-008          2.6313065613143145E-008 
                              15          5.8794691462470382E+002          2.7639210416059532E+003          1.2699368226713386E+003          1.0332034675776026E+001          1.2913771542373418E+001          5.0590627736229135E+002          4.5689873952417025E+002         -3.9521497788979254E-001         -1.0000000000000000E+000          1.9984357837340554E+000          1.5989060784528188E+000         -1.9495017628586346E+001         -7.6396703872471123E+000         -1.9520593889821491E+001         -9.8999999999999986E+001         -2.0737690253792923E+001         -7.6396703872477190E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.3154565187077711E-012          3.6273217695293904E+053          1.0049573402416660E+040          0.0000000000000000E+000         -4.2281274211540664E+025         -1.1030018192763795E+038          1.0159873584344340E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.3451817728848364E-008          2.6311190179360498E-008 
                              16          6.1519082994250743E+002          2.7641223370744219E+003          1.2699984130460198E+003          1.0331784972452466E+001          1.2913455695420646E+001          5.0593078083397489E+002          4.5692092988658413E+002         -3.9805747151887455E-001         -1.0000000000000000E+000          1.9984352036256277E+000          1.5989060784528188E+000         -1.9746789102184099E+001         -7.6717603467772095E+000         -1.9772365363419244E+001         -9.8999999999999986E+001         -2.0989461727390676E+001         -7.6717603467775755E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.9322242466487736E-013          3.6274089682957093E+053          1.0142309327268452E+040          0.0000000000000000E+000         -4.2274222874801723E+025         -1.0226910732885674E+038          1.0244578434597351E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.3782079857759752E-008          2.6309274083505374E-008 
                              17          6.4244826154541124E+002          2.7643255464602512E+003          1.2700605931933480E+003          1.0331532826922375E+001          1.2913137073310423E+001          5.0595552164343593E+002          4.5694333012419821E+002         -4.0088583464595129E-001         -1.0000000000000000E+000          1.9984346664037951E+000          1.5989060784528188E+000         -2.0013265078476181E+001         -7.7053312768826840E+000         -2.0038841339711325E+001         -9.8999999999999986E+001         -2.1255937703682761E+001         -7.7053312768828981E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.6397003943085989E-013          3.6274970633583824E+053          1.0241478810726239E+040          0.0000000000000000E+000         -4.2267021254633560E+025         -9.4499668441476157E+037          1.0335978479167757E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.4116146532632144E-008          2.6307340052459369E-008 
                              18          6.6946827898823130E+002          2.7645284551175018E+003          1.2701226848699675E+003          1.0331280996650289E+001          1.2912819129298128E+001          5.0598022965698351E+002          4.5696569616108121E+002         -4.0371797316020314E-001         -1.0000000000000000E+000          1.9984341731185897E+000          1.5989060784528188E+000         -2.0284249660338229E+001         -7.7385875347245570E+000         -2.0309825921573374E+001         -9.8999999999999986E+001         -2.1526922285544806E+001         -7.7385875347246813E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.6838708484384476E-013          3.6275850874739722E+053          1.0323146202478348E+040          0.0000000000000000E+000         -4.2259754625391117E+025         -8.7382494974977952E+037          1.0410528697453368E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.4455693029804819E-008          2.6305409167271336E-008 
                              19          6.9627094578841275E+002          2.7647305268016198E+003          1.2701845233703284E+003          1.0331030157117327E+001          1.2912502681789526E+001          5.0600483903792031E+002          4.5698796895504518E+002         -4.0671108153332092E-001         -1.0000000000000000E+000          1.9984337197707327E+000          1.5989060784528188E+000         -2.0560001421997150E+001         -7.7717464405235095E+000         -2.0585577683232291E+001         -9.8999999999999986E+001         -2.1802674047203727E+001         -7.7717464405235805E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.5352134171057944E-013          3.6276728002117998E+053          1.0370046232392328E+040          0.0000000000000000E+000         -4.2252501885165864E+025         -8.0810326185031188E+037          1.0450856558577402E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.4820210125522498E-008          2.6303486528417272E-008 
                              20          7.2267182376733399E+002          2.7649306786258144E+003          1.2702457772110513E+003          1.0330781654124484E+001          1.2912189421559292E+001          5.0602921780840950E+002          4.5701002917156865E+002         -4.0964487778306202E-001         -1.0000000000000000E+000          1.9984333077084089E+000          1.5989060784528188E+000         -2.0853273234771791E+001         -7.8066554621154687E+000         -2.0878849496006932E+001         -9.8999999999999986E+001         -2.2095945859978368E+001         -7.8066554621155078E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.4684897480689686E-014          3.6277597300198967E+053          1.0433893125926512E+040          0.0000000000000000E+000         -4.2245282181853224E+025         -7.4433639925541055E+037          1.0508326765852095E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.5184407276796470E-008          2.6301582433369960E-008 
                              21          7.4860648317556627E+002          2.7651280327586965E+003          1.2703061771744735E+003          1.0330536586833340E+001          1.2911880699933446E+001          5.0605325852625043E+002          4.5703178013883172E+002         -4.1255648228087138E-001         -1.0000000000000000E+000          1.9984329334541935E+000          1.5989060784528188E+000         -2.1147817596405044E+001         -7.8407138483292593E+000         -2.1173393857640185E+001         -9.8999999999999986E+001         -2.2390490221611621E+001         -7.8407138483292815E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.6485765888697776E-014          3.6278454879768227E+053          1.0478277840669213E+040          0.0000000000000000E+000         -4.2238133979462184E+025         -6.8694574373553215E+037          1.0546972415042809E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.5551535782917086E-008          2.6299705223369890E-008 
                              22          7.7422811002098911E+002          2.7653245129311490E+003          1.2703663118125096E+003          1.0330292569744639E+001          1.2911573498334420E+001          5.0607719533444509E+002          4.5705343391547217E+002         -4.1510530658833167E-001         -1.0000000000000000E+000          1.9984325912840577E+000          1.5989060784528188E+000         -2.1444765486845927E+001         -7.8743645992194198E+000         -2.1470341748081072E+001         -9.8999999999999986E+001         -2.2687438112052508E+001         -7.8743645992194313E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.5352620240858056E-014          3.6279309070664833E+053          1.0564386213609765E+040          0.0000000000000000E+000         -4.2231088316307334E+025         -6.3471385349000009E+037          1.0627857598958807E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.5881801781613472E-008          2.6297836592547873E-008 
                              23          7.9976733892614402E+002          2.7655207203585069E+003          1.2704263642408839E+003          1.0330048870700850E+001          1.2911266845200114E+001          5.0610110069376316E+002          4.5707505685481175E+002         -4.1760052209611920E-001         -1.0000000000000000E+000          1.9984322724618642E+000          1.5989060784528188E+000         -2.1716132436411460E+001         -7.9036592353768587E+000         -2.1741708697646601E+001         -9.8999999999999986E+001         -2.2958805061618037E+001         -7.9036592353768658E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.4519462444375452E-014          3.6280162373306236E+053          1.0587449266029175E+040          0.0000000000000000E+000         -4.2224076285304177E+025         -5.9237962944865735E+037          1.0646687228974083E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.6206542239534413E-008          2.6295970820642815E-008 
                              24          8.2546093899701089E+002          2.7657179150524835E+003          1.2704867197679368E+003          1.0329803930217649E+001          1.2910958759958765E+001          5.0612512782884124E+002          4.5709678784587300E+002         -4.2021834459358837E-001         -1.0000000000000000E+000          1.9984319721271591E+000          1.5989060784528188E+000         -2.1984324751448806E+001         -7.9322194398546761E+000         -2.2009901012683947E+001         -9.8999999999999986E+001         -2.3226997376655383E+001         -7.9322194398546806E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.3621591175185950E-015          3.6281020225653854E+053          1.0579950045065321E+040          0.0000000000000000E+000         -4.2217076274978977E+025         -5.5375549285600834E+037          1.0635325594350965E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.6550723414198822E-008          2.6294095927368061E-008 
                              25          8.5126267143301129E+002          2.7659154271986445E+003          1.2705471732829792E+003          1.0329558581921498E+001          1.2910650286386067E+001          5.0614919504568275E+002          4.5711855307810669E+002         -4.2296932473927823E-001         -1.0000000000000000E+000          1.9984316905671033E+000          1.5989060784528188E+000         -2.2266225719173338E+001         -7.9620778248874506E+000         -2.2291801980408479E+001         -9.8999999999999986E+001         -2.3508898344379915E+001         -7.9620778248874524E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.6803232014844750E-015          3.6281879702600849E+053          1.0555562901863136E+040          0.0000000000000000E+000         -4.2210043409061275E+025         -5.1605439926409001E+037          1.0607168341789587E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.6915133163053911E-008          2.6292218283797725E-008 
                              26          8.7703941612944891E+002          2.7661121689655256E+003          1.2706073917726292E+003          1.0329314178017523E+001          1.2910343121238437E+001          5.0617316973924858E+002          4.5714023268365833E+002         -4.2579201226086300E-001         -1.0000000000000000E+000          1.9984314288154919E+000          1.5989060784528188E+000         -2.2564868032662755E+001         -7.9933387061571288E+000         -2.2590444293897900E+001         -9.8999999999999986E+001         -2.3807540657869332E+001         -7.9933387061571306E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.5286831362299940E-015          3.6282736062952501E+053          1.0527482171688062E+040          0.0000000000000000E+000         -4.2203001593315494E+025         -4.7934119839307116E+037          1.0575416291527411E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.7294329118231544E-008          2.6290348230392655E-008 
                              27          9.0273354216447399E+002          2.7663077101569565E+003          1.2706672434625189E+003          1.0329071254559853E+001          1.2910037931489734E+001          5.0619699938855211E+002          4.5716177927770713E+002         -4.2860814336916936E-001         -1.0000000000000000E+000          1.9984311864053452E+000          1.5989060784528188E+000         -2.2875019127718396E+001         -8.0252830554201644E+000         -2.2900595388953537E+001         -9.8999999999999986E+001         -2.4117691752924973E+001         -8.0252830554201662E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.3325627422774462E-015          3.6283587419452696E+053          1.0499621393014025E+040          0.0000000000000000E+000         -4.2195989541612501E+025         -4.4453589215015851E+037          1.0544074982229083E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.7678462643661022E-008          2.6288489852166245E-008 
                              28          9.2839295927906198E+002          2.7665020949254103E+003          1.2707267416687832E+003          1.0328829759925348E+001          1.2909734639957163E+001          5.0622068918921116E+002          4.5718319775682869E+002         -4.3148453864615427E-001         -1.0000000000000000E+000          1.9984309613783007E+000          1.5989060784528188E+000         -2.3189591932198329E+001         -8.0570120694800025E+000         -2.3215168193433470E+001         -9.8999999999999986E+001         -2.4432264557404906E+001         -8.0570120694800043E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.9477450911314603E-016          3.6284433936926790E+053          1.0454064461151877E+040          0.0000000000000000E+000         -4.2189022477380340E+025         -4.1244044548419921E+037          1.0495308505700339E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.8076006344470523E-008          2.6286642724697124E-008 
                              29          9.5405487745428195E+002          2.7666957210224955E+003          1.2707860080605572E+003          1.0328589201215950E+001          1.2909432622243061E+001          5.0624428753885888E+002          4.5720453196479951E+002         -4.3429815078631839E-001         -1.0000000000000000E+000          1.9984307524450244E+000          1.5989060784528188E+000         -2.3513847448495664E+001         -8.0892815012341668E+000         -2.3539423709730809E+001         -9.8999999999999986E+001         -2.4756520073702241E+001         -8.0892815012341668E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.5469722561511955E-016          3.6285277335874719E+053          1.0414537113594637E+040          0.0000000000000000E+000         -4.2182098753363838E+025         -3.8219729995511343E+037          1.0452756843590191E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.8471054143941859E-008          2.6284803064485277E-008 
                              30          9.7976602689311028E+002          2.7668888602487787E+003          1.2708451256585442E+003          1.0328349243581027E+001          1.2909131447632445E+001          5.0626782740535725E+002          4.5722581187272760E+002         -4.3702656602538387E-001         -1.0000000000000000E+000          1.9984305577189720E+000          1.5989060784528188E+000         -2.3837628715382991E+001         -8.1206974328252315E+000         -2.3863204976618135E+001         -9.8999999999999986E+001         -2.5080301340589571E+001         -8.1206974328252333E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.8092244833443748E-016          3.6286118777039696E+053          1.0370466551701437E+040          0.0000000000000000E+000         -4.2175204128252684E+025         -3.5488428439664396E+037          1.0405954980141143E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.8858908203084872E-008          2.6282968286587322E-008 
                              31          1.0056639858755003E+003          2.7670819489951796E+003          1.2709042278125996E+003          1.0328109348492724E+001          1.2908830427554085E+001          5.0629136177781385E+002          4.5724708558671637E+002         -4.3986326458176694E-001         -1.0000000000000000E+000          1.9984303748047663E+000          1.5989060784528188E+000         -2.4157517256760674E+001         -8.1510181034052653E+000         -2.4183093517995818E+001         -9.8999999999999986E+001         -2.5400189881967254E+001         -8.1510181034052653E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.2880508715430007E-017          3.6286960132879461E+053          1.0294617329261306E+040          0.0000000000000000E+000         -4.2168328835397369E+025         -3.3032695491499098E+037          1.0327650024752848E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.9266574180067611E-008          2.6281134244267042E-008 
                              32          1.0317659579567821E+003          2.7672754507814548E+003          1.2709634564020262E+003          1.0327868940049598E+001          1.2908528839637416E+001          5.0631494715478004E+002          4.5726840417357801E+002         -4.4258157623157179E-001         -1.0000000000000000E+000          1.9984302033058776E+000          1.5989060784528188E+000         -2.4490841349563546E+001         -8.1824120103686315E+000         -2.4516417610798690E+001         -9.8999999999999986E+001         -2.5733513974770126E+001         -8.1824120103686315E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.6344094341047095E-017          3.6287803423648733E+053          1.0237644828600109E+040          0.0000000000000000E+000         -4.2161457330459073E+025         -3.0673079657545096E+037          1.0268317908257696E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.9663453884608955E-008          2.6279296535476552E-008 
                              33          1.0580991670948640E+003          2.7674693466957265E+003          1.2710228054617003E+003          1.0327628044617850E+001          1.2908226707721310E+001          5.0633858108126412E+002          4.5728976556334180E+002         -4.4523568035649502E-001         -1.0000000000000000E+000          1.9984300418118246E+000          1.5989060784528188E+000         -2.4818990618242026E+001         -8.2123472552054970E+000         -2.4844566879477171E+001         -9.8999999999999986E+001         -2.6061663243448606E+001         -8.2123472552054970E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.3322783225235363E-017          3.6288648545580391E+053          1.0169781375136017E+040          0.0000000000000000E+000         -4.2154573089151315E+025         -2.8578753738667109E+037          1.0198360128874727E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.0055040454056720E-008          2.6277455341378323E-008 
                              34          1.0847520651977229E+003          2.7676641844737114E+003          1.2710824425242997E+003          1.0327385983681246E+001          1.2907923174864063E+001          5.0636233022075328E+002          4.5731123010530740E+002         -4.4781535598262878E-001         -1.0000000000000000E+000          1.9984298889480883E+000          1.5989060784528188E+000         -2.5144257115017407E+001         -8.2414399679722372E+000         -2.5169833376252548E+001         -9.8999999999999986E+001         -2.6386929740223984E+001         -8.2414399679722372E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1792519191974813E-017          3.6289497872072630E+053          1.0097788377456738E+040          0.0000000000000000E+000         -4.2147676745844069E+025         -2.6680196779446017E+037          1.0124468574236226E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.0439706031942641E-008          2.6275605463405941E-008 
