# Initial mass = 5.000, Z =  0.0006, Y =  0.240, M_mix = 0.00E+00
# Final mass = 0.940, Mass expelled =   4.0600
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -6.1054635E-01  2.4707899E+00  3.0813363E+00  6.0856891E-01  7.5899678E-01 -9.5930196E-02
      d      2  -7.9275451E-06  1.8217367E-11  7.9275633E-06  4.4870357E-12  1.9527226E-06 -5.6386814E+00
    he3      3  -5.0403203E-05  2.1313495E-08  5.0424518E-05  5.2496292E-09  1.2420602E-05 -3.3740141E+00
    he4      4   5.3577530E-01  1.5095977E+00  9.7382236E-01  3.7182206E-01  2.3987257E-01  1.9035456E-01
    li7      7  -5.5715872E-09  3.0424164E-12  5.5746296E-09  7.4936362E-13  1.3731466E-09 -3.2630243E+00
    be7      7   2.6668190E-11  2.6668190E-11  0.0000000E+00  6.5685196E-12  0.0000000E+00  0.0000000E+00
     b8      8   5.5951628E-27  5.5951628E-27  0.0000000E+00  1.3781188E-27  0.0000000E+00  0.0000000E+00
    c12     12   2.5354007E-03  2.9522162E-03  4.1681546E-04  7.2714681E-04  1.0267026E-04  8.5017741E-01
    c13     13   6.7643519E-04  6.8148389E-04  5.0486847E-06  1.6785317E-04  1.2435953E-06  2.1302507E+00
    c14     14   4.5883688E-09  4.5883688E-09  0.0000000E+00  1.1301401E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.9355272E-02  6.9478452E-02  1.2317879E-04  1.7112918E-02  3.0341484E-05  2.7512872E+00
    n15     15   1.6982808E-06  1.9931299E-06  2.9484906E-07  4.9091869E-07  7.2627415E-08  8.2990897E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.5755629E-03  9.7377441E-04  2.5493372E-03  2.3984590E-04  6.2795443E-04 -4.1799587E-01
    o17     17   2.9712364E-06  3.3828485E-06  4.1161201E-07  8.3321385E-07  1.0138854E-07  9.1476756E-01
    o18     18  -2.2992665E-06  6.0004240E-10  2.2998665E-06  1.4779369E-10  5.6650470E-07 -3.5835476E+00
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   1.0438540E-37  1.0438540E-37  0.0000000E+00  2.5710688E-38  0.0000000E+00  0.0000000E+00
    f19     19   1.9217524E-08  7.8669544E-08  5.9452020E-08  1.9376733E-08  1.4644261E-08  1.2161309E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   8.6225569E-05  6.0215662E-04  5.1593105E-04  1.4831443E-04  1.2708448E-04  6.7090839E-02
   ne21     21  -1.6240526E-07  3.5703155E-07  5.1943681E-07  8.7938801E-08  1.2794803E-07 -1.6285309E-01
   ne22     22   2.6411980E-03  2.6578899E-03  1.6691865E-05  6.5465266E-04  4.1115518E-06  2.2020054E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.0591925E-10  2.0591925E-10  0.0000000E+00  5.0719026E-11  0.0000000E+00  0.0000000E+00
   na23     23   7.4986950E-05  7.9741658E-05  4.7547037E-06  1.9640802E-05  1.1711818E-06  1.2245350E+00
   na24     24   4.4664010E-35  4.4664010E-35  0.0000000E+00  1.1000987E-35  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -2.2965341E-04  2.0883825E-05  2.5053724E-04  5.1437987E-06  6.1712497E-05 -1.0790893E+00
   mg25     25   4.9616297E-04  5.0914485E-04  1.2981863E-05  1.2540513E-04  3.1977013E-06  1.5934775E+00
   mg26     26   5.9137028E-04  6.0623529E-04  1.4865009E-05  1.4931904E-04  3.6615588E-06  1.6104493E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.2088065E-04  1.2993296E-04  9.0523117E-06  3.2003190E-05  2.2297716E-06  1.1569330E+00
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.9580056E-05  3.0225032E-04  2.7267027E-04  7.4445888E-05  6.7164321E-05  4.4702072E-02
   si29     29   7.2438461E-06  1.2976267E-05  5.7324214E-06  3.1961249E-06  1.4120138E-06  3.5478482E-01
   si30     30   1.2808125E-05  1.6717340E-05  3.9092151E-06  4.1175713E-06  9.6292047E-07  6.3105071E-01
    p31     31   4.2942684E-06  5.2421869E-06  9.4791869E-07  1.2911789E-06  2.3349197E-07  7.4271452E-01
    p32     32  -1.7403138E-27 -1.7403138E-27  0.0000000E+00 -4.2864869E-28  0.0000000E+00  0.0000000E+00
    p33     33   8.4239818E-26  8.4239818E-26  0.0000000E+00  2.0748723E-26  0.0000000E+00  0.0000000E+00
    s32     32  -1.2091950E-06  5.1024039E-05  5.2233234E-05  1.2567497E-05  1.2866125E-05 -1.0199002E-02
    s33     33   2.2755415E-08  4.5400631E-07  4.3125090E-07  1.1182421E-07  1.0622601E-07  2.2304986E-02
    s34     34   5.9846298E-07  3.1065424E-06  2.5080794E-06  7.6515818E-07  6.1779178E-07  9.2909098E-02
    s35     35   1.7262280E-20  1.7262280E-20  0.0000000E+00  4.2517932E-21  0.0000000E+00  0.0000000E+00
    s36     36   9.1912618E-08  1.0429321E-07  1.2380593E-08  2.5687983E-08  3.0495961E-09  9.2548776E-01
   cl35     35  -4.3575028E-09  5.3147369E-07  5.3583119E-07  1.3090484E-07  1.3198628E-07 -3.5730728E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   9.9473411E-08  2.8051332E-07  1.8103991E-07  6.9091946E-08  4.4593872E-08  1.9015226E-01
   ar36     36  -5.3324038E-07  9.4447378E-06  9.9779782E-06  2.3262899E-06  2.4577823E-06 -2.3879629E-02
   ar37     37   1.6572852E-22  1.6572852E-22  0.0000000E+00  4.0819832E-23  0.0000000E+00  0.0000000E+00
   ar38     38   1.6926629E-07  2.0842263E-06  1.9149600E-06  5.1335621E-07  4.7169422E-07  3.6758237E-02
   ar39     39   1.1021142E-10  1.1021142E-10  0.0000000E+00  2.7145669E-11  0.0000000E+00  0.0000000E+00
   ar40     40   1.2221138E-07  1.2543538E-07  3.2240013E-09  3.0895411E-08  7.9413814E-10  1.5899980E+00
    k39     39   5.4510792E-08  5.7398853E-07  5.1947774E-07  1.4137647E-07  1.2795810E-07  4.3309338E-02
    k40     40  -8.4099248E-11  0.0000000E+00  8.4099248E-11  0.0000000E+00  2.0715383E-11  0.0000000E+00
    k41     41   1.3423580E-08  5.2834576E-08  3.9410995E-08  1.3013442E-08  9.7077431E-09  1.2727389E-01
   ca40     40  -4.5206980E-07  8.5421525E-06  8.9942223E-06  2.1039784E-06  2.2154629E-06 -2.2423239E-02
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca42     42   1.7091971E-08  8.0123108E-08  6.3031138E-08  1.9734754E-08  1.5525872E-08  1.0417570E-01
   ca43     43   5.2291336E-09  1.8693834E-08  1.3464700E-08  4.6043924E-09  3.3166341E-09  1.4247477E-01
   ca44     44   1.8042797E-08  2.3094113E-07  2.1289833E-07  5.6882048E-08  5.2441262E-08  3.5302047E-02
   ca45     45  -8.6235332E-18 -8.6235332E-18  0.0000000E+00 -2.1240228E-18  0.0000000E+00  0.0000000E+00
   ca46     46   3.0818036E-08  3.1244834E-08  4.2679973E-10  7.6957720E-09  1.0512959E-10  1.8645272E+00
   ca47     47  -1.5344837E-31 -1.5344837E-31  0.0000000E+00 -3.7795164E-32  0.0000000E+00  0.0000000E+00
   ca48     48   3.6251944E-09  2.4445516E-08  2.0820321E-08  6.0210628E-09  5.1284754E-09  6.9684863E-02
   sc45     45   8.8150021E-09  1.4821393E-08  6.0063905E-09  3.6505892E-09  1.4794981E-09  3.9224857E-01
   sc46     46   1.1017325E-24  1.1017325E-24  0.0000000E+00  2.7136268E-25  0.0000000E+00  0.0000000E+00
