                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9984370886443881E+000          1.4988278164832911E+000          2.7776319703427303E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260316" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          3.3615999999999997E+002          2.7781760317404105E+003          1.2623301747098697E+003          9.8529681498125239E+000          1.3135039487715636E+001          5.1003089248914944E+002          4.4726589177555053E+002         -3.5410395644952536E-001         -1.0000000000000000E+000          1.9980946112169047E+000          1.4988278172322471E+000         -1.5517763322851529E+001         -6.9587809098275928E+000         -1.5543339584102347E+001         -9.8999999999999986E+001         -1.6760435947799731E+001         -6.9587809110265457E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.6028031623777499E-009          3.4378268950852974E+053         -2.5695011980241811E+038          0.0000000000000000E+000         -3.7391418987887268E+025         -2.5695011980238071E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          4.6261036302760715E+002          2.7781882505470135E+003          1.2623329506585890E+003          9.8529681498207395E+000          1.3134988935628838E+001          5.1003158626213065E+002          4.4726728578637523E+002         -3.7671185639989141E-001         -1.0000000000000000E+000          1.9980869212610302E+000          1.4988278172322489E+000         -1.7853159065012822E+001         -7.3460043297359210E+000         -1.7878735326263637E+001         -9.8999999999999986E+001         -1.9095831689961013E+001         -7.3460043297494302E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.9327092127983722E-011          3.4378212240973498E+053         -1.0534824758894270E+038          0.0000000000000000E+000         -3.7390625351954599E+025         -1.0534824758890531E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          5.9289442917411509E+002          2.7781955647357877E+003          1.2623346123412530E+003          9.8529681498233046E+000          1.3134958675268239E+001          5.1003200155391880E+002          4.4726812024187484E+002         -3.9017028984903246E-001         -1.0000000000000000E+000          1.9980823180719542E+000          1.4988278172322489E+000         -1.9048719925198686E+001         -7.5170372130195791E+000         -1.9074296186449502E+001         -9.8999999999999986E+001         -2.0291392550146877E+001         -7.5170372130208554E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.7716668436662936E-012          3.4378178294464978E+053         -7.1055152496050696E+037          0.0000000000000000E+000         -3.7390247994182499E+025         -7.1055152496013304E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          7.3603983864551014E+002          2.7782010712210185E+003          1.2623358633372266E+003          9.8529681498247772E+000          1.3134935893843002E+001          5.1003231420553368E+002          4.4726874846117613E+002         -4.0460221057627782E-001         -1.0000000000000000E+000          1.9980788525744222E+000          1.4988278172322489E+000         -2.0374533166420211E+001         -7.6895325040959666E+000         -2.0400109427671030E+001         -9.8999999999999986E+001         -2.1617205791368406E+001         -7.6895325040960563E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.9472561154000509E-013          3.4378152737877221E+053         -4.7764050139473295E+037          0.0000000000000000E+000         -3.7389955596845977E+025         -4.7764050139435903E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          8.7047602798905712E+002          2.7782045135839503E+003          1.2623366453930462E+003          9.8529681498253527E+000          1.3134921652137642E+001          5.1003250965846416E+002          4.4726914119047206E+002         -4.1945877290669659E-001         -1.0000000000000000E+000          1.9980766861343224E+000          1.4988278172322489E+000         -2.1879934879322345E+001         -7.8664298720142307E+000         -2.1905511140573161E+001         -9.8999999999999986E+001         -2.3122607504270540E+001         -7.8664298720142352E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.1394220149938155E-015          3.4378136761267506E+053         -3.1783689967507071E+037          0.0000000000000000E+000         -3.7389770917787696E+025         -3.1783689967469680E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          1.0030189492971139E+003          2.7782067961046541E+003          1.2623371639489756E+003          9.8529681498256014E+000          1.3134912208933439E+001          5.1003263925691988E+002          4.4726940159664184E+002         -4.3350795098878792E-001         -1.0000000000000000E+000          1.9980752496395091E+000          1.4988278172322489E+000         -2.3446993613965990E+001         -8.0322546467434055E+000         -2.3472569875216809E+001         -9.8999999999999986E+001         -2.4689666238914185E+001         -8.0322546467434073E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.6281461367515621E-016          3.4378126167695290E+053         -2.1696011273036869E+037          0.0000000000000000E+000         -3.7389650175133813E+025         -2.1696011272999478E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          1.1429267905055876E+003          2.7782084708589628E+003          1.2623375444289748E+003          9.8529681498257400E+000          1.3134905280177103E+001          5.1003273434715101E+002          4.4726959266447540E+002         -4.4662365510027702E-001         -1.0000000000000000E+000          1.9980741956410739E+000          1.4988278172322489E+000         -2.5029909336642184E+001         -8.1833461383884138E+000         -2.5055485597893004E+001         -9.8999999999999986E+001         -2.6272581961590380E+001         -8.1833461383884138E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.3423338451996104E-017          3.4378118394874861E+053         -1.5321054872164403E+037          0.0000000000000000E+000         -3.7389562589227542E+025         -1.5321054872127014E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.2935141293830909E+003          2.7782097650440710E+003          1.2623378384490691E+003          9.8529681498258146E+000          1.3134899925907558E+001          5.1003280782915164E+002          4.4726974031426215E+002         -4.5899905158653437E-001         -1.0000000000000000E+000          1.9980733811526719E+000          1.4988278172322489E+000         -2.6633064454359211E+001         -8.3222479630207484E+000         -2.6658640715610030E+001         -9.8999999999999986E+001         -2.7875737079307406E+001         -8.3222479630207484E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.6090057232401766E-019          3.4378112388342805E+053         -1.1127229504519424E+037          0.0000000000000000E+000         -3.7389495158499673E+025         -1.1127229504482035E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          1.4534252532776366E+003          2.7782107768158389E+003          1.2623380683088994E+003          9.8529681498258661E+000          1.3134895740033889E+001          5.1003286527609805E+002          4.4726985574432769E+002         -4.7096443523998577E-001         -1.0000000000000000E+000          1.9980727443999799E+000          1.4988278172322489E+000         -2.8287058361697802E+001         -8.4530794967012817E+000         -2.8312634622948622E+001         -9.8999999999999986E+001         -2.9529730986645998E+001         -8.4530794967012817E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.3817989990489651E-020          3.4378107692539893E+053         -8.2329536449998669E+036          0.0000000000000000E+000         -3.7389442416268078E+025         -8.2329536449624776E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
