# Initial mass = 1.700, Z =  0.0006, Y =  0.240, M_mix = 1.00E-03
# Final mass = 0.662, Mass expelled =   1.0380
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   9.1224530E-43  9.1224530E-43  0.0000000E+00  8.7861414E-43  0.0000000E+00  0.0000000E+00
      p      1  -5.5655360E-02  7.3211843E-01  7.8777379E-01  7.0531631E-01  7.5899678E-01 -3.1856008E-02
      d      2  -1.8431273E-06  1.8363188E-07  2.0267591E-06  1.7690931E-07  1.9527226E-06 -1.0428898E+00
    he3      3   1.9558925E-04  2.0848078E-04  1.2891523E-05  2.0084852E-04  1.2420602E-05  1.2087260E+00
    he4      4   6.0654491E-02  3.0962172E-01  2.4896723E-01  2.9828680E-01  2.3987257E-01  9.4653450E-02
    li7      7  -8.1723450E-10  6.0797423E-10  1.4252087E-09  5.8571692E-10  1.3731466E-09 -3.7002915E-01
    be7      7   5.0204139E-13  5.0204139E-13  0.0000000E+00  4.8366216E-13  0.0000000E+00  0.0000000E+00
     b8      8   1.3963895E-27  1.3963895E-27  0.0000000E+00  1.3452692E-27  0.0000000E+00  0.0000000E+00
    c12     12   1.3422247E-02  1.3528810E-02  1.0656295E-04  1.3033534E-02  1.0267026E-04  2.1036177E+00
    c13     13   2.2977576E-06  3.5885032E-06  1.2907456E-06  3.4571319E-06  1.2435953E-06  4.4403690E-01
    c14     14   2.0355155E-09  2.0355155E-09  0.0000000E+00  1.9609974E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   8.3745210E-05  1.1523708E-04  3.1491865E-05  1.1101837E-04  3.0341484E-05  5.6335807E-01
    n15     15   1.0638871E-08  8.6019917E-08  7.5381045E-08  8.2870820E-08  7.2627415E-08  5.7301037E-02
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   3.1431066E-04  9.6607365E-04  6.5176300E-04  9.3070668E-04  6.2795443E-04  1.7088471E-01
    o17     17   6.0799039E-06  6.1851365E-06  1.0523264E-07  5.9587051E-06  1.0138854E-07  1.7691630E+00
