# Initial mass = 1.750, Z =  0.0140, Y =  0.280, M_mix = 1.00E-03
# Final mass = 0.638, Mass expelled =   1.1120
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.88280E-01 -2.58130E-02  7.65367E-01
 he   2  11.039408  0.109407  0.089846  2.99294E-01  2.12893E-02  3.32815E-01
  c   6   8.780638  0.310637  0.291076  4.94905E-03  2.68411E-03  5.50334E-03
  n   7   8.249865  0.379865  0.360303  1.70026E-03  1.06483E-03  1.89069E-03
  o   8   8.753517  0.023518  0.003956  6.19320E-03  1.45022E-04  6.88683E-03
  f   9   4.830444  0.370444  0.350883  8.77924E-07  5.40479E-07  9.76251E-07
 ne  10   8.091166  0.121166  0.101604  1.69977E-03  3.92268E-04  1.89015E-03
 na  11   6.436017  0.126017  0.106455  4.28411E-05  1.03048E-05  4.76393E-05
 mg  12   7.660296  0.020297  0.000735  7.59097E-04  2.95055E-07  8.44116E-04
 al  13   6.500582  0.030582  0.011021  5.83393E-05  1.53961E-06  6.48733E-05
 si  14   7.570318  0.020318  0.000756  7.13038E-04  3.03786E-07  7.92898E-04
  p  15   5.505159  0.035159  0.015597  6.76801E-06  2.55641E-07  7.52603E-06
  s  16   7.179858  0.019858  0.000297  3.31279E-04 -2.46975E-07  3.68383E-04
 cl  17   5.258325  0.028325  0.008763  4.38816E-06  9.10086E-08  4.87964E-06
 ar  18   6.459521  0.019521 -0.000041  7.85815E-05 -1.25336E-07  8.73826E-05
  k  19   5.102809  0.022810  0.003248  3.38274E-06  2.79088E-08  3.76161E-06
 ca  20   6.309243  0.019243 -0.000319  5.57768E-05 -1.27468E-07  6.20238E-05
 sc  21   3.089457  0.039457  0.019895  3.77181E-08  1.82386E-09  4.19425E-08
 ti  22   4.932854  0.022854  0.003293  2.80024E-06  1.93304E-08  3.11387E-06
  v  23   3.977227  0.017227 -0.002335  3.30072E-07 -1.55293E-09  3.67040E-07
 cr  24   5.640476  0.000476 -0.019085  1.55150E-05 -1.51995E-08  1.72526E-05
 mn  25   5.501721  0.021721  0.002160  1.19097E-05  4.76803E-08  1.32435E-05
 fe  26   7.559562  0.019562  0.000000  1.38309E-03 -2.08034E-06  1.53800E-03
 co  27   4.928575  0.058575  0.039013  3.41380E-06  3.21466E-07  3.79615E-06
 ni  28   6.223891  0.023891  0.004329  6.71092E-05  6.39637E-07  7.46254E-05
 cu  29   4.331325  0.081325  0.061763  9.30503E-07  1.35952E-07  1.03472E-06
 zn  30   4.678181  0.048181  0.028619  2.12874E-06  1.47937E-07  2.36716E-06
 ga  31   3.234577  0.154577  0.135015  8.17067E-08  2.41871E-08  9.08579E-08
 ge  32   3.706578  0.126578  0.107017  2.52382E-07  7.77130E-08  2.80649E-07
 as  33   2.406088  0.106088  0.086526  1.30317E-08  2.60174E-09  1.44913E-08
 se  34   3.527000  0.187001  0.167439  1.81432E-07  7.75757E-08  2.01752E-07
 br  35   2.731339  0.191339  0.171778  2.93909E-08  1.06466E-08  3.26827E-08
 kr  36   3.540151  0.290151  0.270589  1.98468E-07  1.02604E-07  2.20696E-07
 rb  37   2.609516  0.249516  0.229954  2.37479E-08  1.08346E-08  2.64077E-08
 sr  38   3.654892  0.774892  0.755330  2.70272E-07  2.47973E-07  3.00542E-07
  y  39   3.012323  0.842323  0.822762  6.24539E-08  5.89892E-08  6.94487E-08
 zr  40   3.428062  0.898062  0.878501  1.66908E-07  1.61017E-07  1.85602E-07
 nb  41   2.222378  0.812378  0.792816  1.05859E-08  9.87210E-09  1.17715E-08
 mo  42   2.632928  0.692928  0.673366  2.81341E-08  2.62573E-08  3.12851E-08
 ru  44   2.385252  0.625252  0.605690  1.67564E-08  1.52114E-08  1.86331E-08
 rh  45   1.440951  0.380951  0.361390  1.93953E-09  1.21704E-09  2.15676E-09
 pd  46   2.373786  0.723786  0.704224  1.71836E-08  1.58090E-08  1.91082E-08
 ag  47   1.665401  0.465401  0.445840  3.40879E-09  2.43085E-09  3.79057E-09
 cd  48   2.521626  0.811625  0.792064  2.55117E-08  2.41844E-08  2.83690E-08
 in  49   1.415487  0.655487  0.635926  2.04081E-09  1.76643E-09  2.26938E-09
 sn  50   2.934579  0.864579  0.845017  6.97222E-08  6.79235E-08  7.75311E-08
 sb  51   1.463894  0.453894  0.434332  2.41938E-09  2.12342E-09  2.69035E-09
 te  52   2.545035  0.365035  0.345474  3.05626E-08  2.87492E-08  3.39856E-08
  i  53   1.740374  0.190374  0.170812  4.76601E-09  1.71860E-09  5.29980E-09
 xe  54   2.722501  0.482501  0.462939  4.73203E-08  3.59585E-08  5.26202E-08
 cs  55   1.540682  0.460682  0.441120  3.15158E-09  2.23369E-09  3.50456E-09
 ba  56   3.253503  1.073503  1.053941  1.68098E-07  1.70428E-07  1.86925E-07
 la  57   2.186847  1.016847  0.997285  1.45839E-08  1.45846E-08  1.62173E-08
 ce  58   2.578794  0.998794  0.979233  3.62733E-08  3.61175E-08  4.03359E-08
 pr  59   1.520718  0.760718  0.741156  3.19123E-09  2.90375E-09  3.54865E-09
 nd  60   2.291049  0.841049  0.821487  1.92504E-08  1.83540E-08  2.14064E-08
 sm  62   1.516096  0.576096  0.556534  3.36926E-09  2.97397E-09  3.74662E-09
 eu  63   0.707270  0.197270  0.177708  5.28829E-10  1.96945E-10  5.88058E-10
 gd  64   1.446177  0.396177  0.376615  2.99967E-09  1.93233E-09  3.33563E-09
 tb  65   0.580540  0.260540  0.240978  4.13083E-10  1.95255E-10  4.59348E-10
 dy  66   1.555066  0.425066  0.405504  3.98314E-09  2.68841E-09  4.42925E-09
 ho  67   0.700271  0.230271  0.210709  5.64775E-10  2.40897E-10  6.28030E-10
 er  68   1.336663  0.416663  0.397101  2.47947E-09  1.66992E-09  2.75717E-09
 tm  69   0.476813  0.356813  0.337252  3.45808E-10  2.07415E-10  3.84539E-10
 yb  70   1.569284  0.649284  0.629723  4.38264E-09  3.87883E-09  4.87350E-09
 lu  71   0.661120  0.571120  0.551559  5.47497E-10  4.37612E-10  6.08817E-10
 hf  72   1.479694  0.769694  0.750133  3.67802E-09  3.36308E-09  4.08996E-09
 ta  73   0.558343  0.678343  0.658781  4.46891E-10  3.87784E-10  4.96943E-10
  w  74   1.426506  0.776506  0.756944  3.35160E-09  3.07463E-09  3.72698E-09
 re  75   0.579433  0.319433  0.299872  4.82763E-10  2.67336E-10  5.36833E-10
 os  76   1.609327  0.259327  0.239766  5.28338E-09  2.48860E-09  5.87512E-09
 ir  77   1.385947  0.065947  0.046385  3.19186E-09  3.55218E-10  3.54935E-09
 pt  78   1.774289  0.154289  0.134727  7.92142E-09  2.80478E-09  8.80862E-09
