# Initial mass = 1.500, Z =  0.0140, Y =  0.280, M_mix = 1.00E-03
# Final mass = 0.616, Mass expelled =   0.8840
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.85581E-01 -2.29065E-02  6.06054E-01
 he   2  11.045344  0.115344  0.093723  3.02223E-01  1.95136E-02  2.67165E-01
  c   6   8.781730  0.311729  0.290108  4.94205E-03  2.12758E-03  4.36877E-03
  n   7   8.228218  0.358218  0.336597  1.61124E-03  7.67810E-04  1.42434E-03
  o   8   8.757105  0.027105  0.005484  6.22008E-03  1.39053E-04  5.49855E-03
  f   9   4.672750  0.212750  0.191129  6.08214E-07  1.91238E-07  5.37661E-07
 ne  10   8.047859  0.077859  0.056238  1.53242E-03  1.63899E-04  1.35466E-03
 na  11   6.391499  0.081499  0.059877  3.85155E-05  4.36814E-06  3.40477E-05
 mg  12   7.661422  0.021422 -0.000199  7.58083E-04 -6.62054E-07  6.70145E-04
 al  13   6.500267  0.030267  0.008646  5.80683E-05  9.84437E-07  5.13324E-05
 si  14   7.571932  0.021932  0.000310  7.12886E-04  1.07451E-07  6.30191E-04
  p  15   5.496878  0.026878  0.005257  6.61415E-06  6.72098E-08  5.84691E-06
  s  16   7.181669  0.021669  0.000048  3.31359E-04 -1.25816E-07  2.92921E-04
 cl  17   5.257119  0.027119  0.005498  4.35884E-06  4.64252E-08  3.85321E-06
 ar  18   6.461444  0.021444 -0.000177  7.86208E-05 -6.49452E-08  6.95007E-05
  k  19   5.102909  0.022909  0.001287  3.37025E-06  1.11384E-08  2.97930E-06
 ca  20   6.311354  0.021354 -0.000267  5.58289E-05 -5.53518E-08  4.93527E-05
 sc  21   3.082849  0.032849  0.011227  3.70028E-08  8.17618E-10  3.27105E-08
 ti  22   4.932657  0.022657  0.001036  2.78799E-06  4.54111E-09  2.46459E-06
  v  23   3.979038  0.019038 -0.002583  3.30151E-07 -1.16455E-09  2.91854E-07
 cr  24   5.642405  0.002405 -0.019216  1.55229E-05 -5.05406E-09  1.37223E-05
 mn  25   5.503674  0.023674  0.002053  1.19164E-05  4.38731E-08  1.05341E-05
 fe  26   7.561621  0.021621  0.000000  1.38422E-03 -6.59376E-07  1.22365E-03
 co  27   4.915118  0.045118  0.023497  3.29666E-06  1.52004E-07  2.91425E-06
 ni  28   6.222454  0.022454  0.000833  6.66252E-05  8.06722E-08  5.88967E-05
 cu  29   4.302439  0.052439  0.030818  8.67213E-07  5.21292E-08  7.66617E-07
 zn  30   4.659399  0.029398  0.007777  2.03065E-06  3.08877E-08  1.79509E-06
 ga  31   3.147767  0.067767  0.046146  6.66410E-08  5.90980E-09  5.89107E-08
 ge  32   3.616320  0.036320  0.014699  2.04218E-07  1.92018E-08  1.80529E-07
 as  33   2.349796  0.049796  0.028175  1.14026E-08  6.28141E-10  1.00799E-08
 se  34   3.396383  0.056383  0.034762  1.33779E-07  1.95451E-08  1.18261E-07
 br  35   2.623378  0.083378  0.061757  2.28320E-08  2.66558E-09  2.01835E-08
 kr  36   3.374995  0.124995  0.103374  1.35153E-07  2.55968E-08  1.19476E-07
 rb  37   2.487522  0.127522  0.105901  1.78618E-08  3.40977E-09  1.57898E-08
 sr  38   3.282378  0.402378  0.380757  1.14177E-07  5.91423E-08  1.00933E-07
  y  39   2.635629  0.465629  0.444007  2.61311E-08  1.47850E-08  2.30999E-08
 zr  40   3.023919  0.493919  0.472298  6.55581E-08  3.84092E-08  5.79534E-08
 nb  41   1.847536  0.437536  0.415915  4.44814E-09  2.42222E-09  3.93216E-09
 mo  42   2.264426  0.324426  0.302805  1.19957E-08  6.60726E-09  1.06042E-08
 ru  44   2.015044  0.255044  0.233423  7.11648E-09  3.57089E-09  6.29097E-09
 rh  45   1.223440  0.163440  0.141819  1.17079E-09  2.87931E-10  1.03498E-09
 pd  46   1.999408  0.349408  0.327787  7.22820E-09  3.76705E-09  6.38973E-09
 ag  47   1.410001  0.210001  0.188380  1.88579E-09  5.86102E-10  1.66703E-09
 cd  48   2.136825  0.426825  0.405203  1.04769E-08  5.93502E-09  9.26157E-09
 in  49   1.085796  0.325796  0.304175  9.51491E-10  4.41288E-10  8.41118E-10
 sn  50   2.542389  0.472389  0.450768  2.81497E-08  1.72467E-08  2.48844E-08
 sb  51   1.131991  0.121991  0.100370  1.12226E-09  5.41387E-10  9.92079E-10
 te  52   2.170659 -0.009341 -0.030962  1.28561E-08  7.20198E-09  1.13648E-08
  i  53   1.631579  0.081579  0.059958  3.69534E-09  4.19753E-10  3.26668E-09
 xe  54   2.452460  0.212460  0.190839  2.53105E-08  9.12902E-09  2.23744E-08
 cs  55   1.296269  0.216269  0.194648  1.78817E-09  5.70449E-10  1.58074E-09
 ba  56   2.830722  0.650722  0.629101  6.32523E-08  4.28002E-08  5.59151E-08
 la  57   1.766848  0.596848  0.575226  5.52291E-09  3.58437E-09  4.88225E-09
 ce  58   2.145822  0.565822  0.544200  1.33324E-08  8.43238E-09  1.17858E-08
 pr  59   1.151631  0.391631  0.370010  1.35883E-09  6.88531E-10  1.20121E-09
 nd  60   1.876244  0.426244  0.404622  7.37783E-09  4.09545E-09  6.52200E-09
 sm  62   1.131222  0.191222  0.169601  1.38342E-09  6.08711E-10  1.22294E-09
 eu  63   0.588449  0.078449  0.056828  4.00672E-10  4.32732E-11  3.54194E-10
 gd  64   1.207812  0.157812  0.136191  1.72584E-09  4.10069E-10  1.52564E-09
 tb  65   0.415792  0.095792  0.074171  2.81568E-10  3.89618E-11  2.48906E-10
 dy  66   1.300364  0.170364  0.148743  2.20707E-09  5.67144E-10  1.95105E-09
 ho  67   0.557043  0.087043  0.065422  4.04522E-10  4.98404E-11  3.57597E-10
 er  68   1.089328  0.169328  0.147707  1.39739E-09  3.70970E-10  1.23529E-09
 tm  69   0.257670  0.137670  0.116049  2.07963E-10  4.30325E-11  1.83839E-10
 yb  70   1.187191  0.267191  0.245570  1.81107E-09  8.10262E-10  1.60099E-09
 lu  71   0.328781  0.238781  0.217160  2.53709E-10  8.81774E-11  2.24279E-10
 hf  72   1.082867  0.372867  0.351245  1.46919E-09  7.20922E-10  1.29877E-09
 ta  73   0.185266  0.305266  0.283645  1.88547E-10  7.98977E-11  1.66675E-10
  w  74   1.003789  0.353789  0.332168  1.26133E-09  5.96421E-10  1.11501E-09
 re  75   0.374599  0.114599  0.092977  3.00050E-10  5.10037E-11  2.65244E-10
 os  76   1.456744  0.106744  0.085123  3.70359E-09  5.81808E-10  3.27397E-09
 ir  77   1.350690  0.030690  0.009069  2.93144E-09  5.21683E-11  2.59139E-09
 pt  78   1.652408  0.032408  0.010786  5.95956E-09  4.95421E-10  5.26825E-09
 au  79   0.860750  0.060750  0.039129  9.72169E-10  7.36135E-11  8.59398E-10
 hg  80   1.426080  0.256080  0.234459  3.63905E-09  1.47270E-09  3.21692E-09
 tl  81   1.027775  0.257775  0.236154  1.48190E-09  5.49053E-10  1.31000E-09
 pb  82   2.179468  0.139468  0.117847  2.13038E-08  4.46796E-09  1.88326E-08
 bi  83   0.677871  0.027871  0.006250  6.76977E-10  8.22631E-12  5.98448E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.3664   0.4324   0.5828   0.1505  -0.4650
