# Initial mass = 3.000, Z =  0.0300, Y =  0.300, M_mix = 1.00E-03
# Final mass = 0.691, Mass expelled =   2.3090
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -7.4633241E-02  1.4733430E+00  1.5479763E+00  6.3808703E-01  6.7046791E-01 -2.1498065E-02
      d      2  -2.1610495E-04  4.1882381E-06  2.2029319E-04  1.8138752E-06  9.5414587E-05 -1.7210073E+00
    he3      3  -4.6990882E-04  9.3131000E-04  1.4012188E-03  4.0333907E-04  6.0690352E-04 -1.7744938E-01
    he4      4   5.8738768E-02  7.5186253E-01  6.9312376E-01  3.2562256E-01  3.0020952E-01  3.5290018E-02
    li7      7  -2.8521198E-08  1.0390766E-08  3.8911963E-08  4.5001145E-09  1.6853761E-08 -5.7347333E-01
    be7      7   3.9393051E-17  3.9393051E-17  0.0000000E+00  1.7060653E-17  0.0000000E+00  0.0000000E+00
     b8      8   3.7552555E-28  3.7552555E-28  0.0000000E+00  1.6263556E-28  0.0000000E+00  0.0000000E+00
    c12     12   9.3461629E-03  2.0923825E-02  1.1577662E-02  9.0618553E-03  5.0145797E-03  2.5698256E-01
    c13     13   2.0918046E-04  3.4947562E-04  1.4029516E-04  1.5135366E-04  6.0765407E-05  3.9633650E-01
    c14     14   3.3938498E-08  3.3938498E-08  0.0000000E+00  1.4698353E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.0656651E-03  8.4884949E-03  3.4228298E-03  3.6762643E-03  1.4825147E-03  3.9440775E-01
    n15     15  -3.8850953E-06  4.3083196E-06  8.1934149E-06  1.8658810E-06  3.5487767E-06 -2.7919480E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.3257973E-03  2.7011318E-02  2.8337115E-02  1.1698275E-02  1.2273526E-02 -2.0847505E-02
    o17     17   6.0112045E-05  7.1550297E-05  1.1438252E-05  3.0987569E-05  4.9541977E-06  7.9621416E-01
    o18     18  -1.8845465E-05  4.5066081E-05  6.3911546E-05  1.9517574E-05  2.7681719E-05 -1.5176725E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.9708789E-06  5.7823231E-06  1.8114442E-06  2.5042541E-06  7.8458260E-07  5.0403976E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.4472753E-06  5.7363529E-03  5.7349056E-03  2.4843449E-03  2.4839337E-03  7.1853508E-05
   ne21     21   9.8271903E-07  1.5417021E-05  1.4434302E-05  6.6769253E-06  6.2518634E-06  2.8567020E-02
   ne22     22   3.1251174E-03  3.5889633E-03  4.6384582E-04  1.5543365E-03  2.0090342E-04  8.8855767E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.6736895E-21  1.6736895E-21  0.0000000E+00  7.2485462E-22  0.0000000E+00  0.0000000E+00
   na23     23   8.2352752E-05  2.3758913E-04  1.5523638E-04  1.0289698E-04  6.7236826E-05  1.8479541E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   3.6454294E-06  2.7392660E-03  2.7356206E-03  1.1863429E-03  1.1848669E-03  5.4068002E-04
