# Initial mass = 2.500, Z =  0.0070, Y =  0.260, M_mix = 1.00E-03
# Final mass = 0.668, Mass expelled =   1.8320
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.92437E-01 -8.49072E-02  1.26854E+00
 he   2  11.031960  0.101959  0.386613  2.95982E-01  6.56135E-02  5.42239E-01
  c   6   9.069141  0.599141  0.883795  9.67475E-03  1.54016E-02  1.77242E-02
  n   7   8.020390  0.150390  0.435043  1.00845E-03  1.16711E-03  1.84748E-03
  o   8   8.448846 -0.281154  0.003500  3.08929E-03  1.05462E-04  5.65957E-03
  f   9   5.133087  0.673087  0.957741  1.77303E-06  2.88918E-06  3.24818E-06
 ne  10   8.073761  0.103761  0.388415  1.64286E-03  1.77573E-03  3.00973E-03
 na  11   6.326521  0.016521  0.301175  3.34950E-05  3.06055E-05  6.13628E-05
 mg  12   7.364970 -0.275030  0.009624  3.86888E-04  1.36139E-05  7.08779E-04
 al  13   6.231633 -0.238367  0.046287  3.15956E-05  5.70697E-06  5.78832E-05
 si  14   7.267215 -0.282785  0.001868  3.56964E-04  9.95293E-07  6.53958E-04
  p  15   5.220997 -0.249002  0.035651  3.53928E-06  4.94392E-07  6.48396E-06
  s  16   6.875842 -0.284158  0.000495  1.65498E-04 -4.95638E-07  3.03193E-04
 cl  17   4.969401 -0.260599  0.024055  2.26973E-06  2.13128E-07  4.15815E-06
 ar  18   6.154892 -0.285108 -0.000454  3.92019E-05 -2.73882E-07  7.18179E-05
  k  19   4.803910 -0.276090  0.008564  1.70995E-06  5.66988E-08  3.13264E-06
 ca  20   6.004756 -0.285244 -0.000590  2.78344E-05 -2.09442E-07  5.09927E-05
 sc  21   2.824759 -0.225240  0.059413  2.06285E-08  4.74041E-09  3.77913E-08
 ti  22   4.636408 -0.273592  0.011062  1.42352E-06  5.85183E-08  2.60789E-06
  v  23   3.669700 -0.290300 -0.005647  1.63567E-07 -4.00343E-09  2.99655E-07
 cr  24   5.336782 -0.303218 -0.018564  7.75661E-06 -1.56679E-08  1.42101E-05
 mn  25   5.211992 -0.268008  0.016646  6.14873E-06  3.93321E-07  1.12645E-05
 fe  26   7.255346 -0.284654  0.000000  6.90638E-04 -3.51272E-06  1.26525E-03
 co  27   4.662342 -0.207658  0.076995  1.86046E-06  5.45812E-07  3.40836E-06
 ni  28   5.917317 -0.282683  0.001971  3.33291E-05  1.07146E-07  6.10589E-05
 cu  29   4.045168 -0.204832  0.079822  4.84369E-07  1.46932E-07  8.87364E-07
 zn  30   4.397589 -0.232411  0.052243  1.12240E-06  2.27967E-07  2.05623E-06
 ga  31   3.048042 -0.031958  0.252696  5.34980E-08  4.30830E-08  9.80084E-08
 ge  32   3.538058 -0.041942  0.242712  1.72248E-07  1.48374E-07  3.15559E-07
 as  33   2.197622 -0.102378  0.182276  8.11245E-09  5.06704E-09  1.48620E-08
 se  34   3.410246  0.070246  0.354900  1.39500E-07  1.53263E-07  2.55563E-07
 br  35   2.595593  0.055593  0.340247  2.16313E-08  2.14744E-08  3.96285E-08
 kr  36   3.458739  0.208739  0.493393  1.65536E-07  2.05975E-07  3.03263E-07
 rb  37   2.505600  0.145600  0.430254  1.88072E-08  2.16252E-08  3.44548E-08
 sr  38   3.716373  0.836373  1.121027  3.13254E-07  5.30574E-07  5.73882E-07
  y  39   3.086754  0.916754  1.201407  7.45770E-08  1.28008E-07  1.36625E-07
 zr  40   3.515776  0.985776  1.270429  2.05497E-07  3.56217E-07  3.76470E-07
 nb  41   2.306172  0.896172  1.180826  1.29162E-08  2.20978E-08  2.36626E-08
 mo  42   2.771554  0.831554  1.116208  3.89470E-08  6.72088E-08  7.13508E-08
 ru  44   2.512946  0.752946  1.037600  2.26198E-08  3.86206E-08  4.14394E-08
 rh  45   1.475825  0.415825  0.700479  2.11440E-09  3.09941E-09  3.87358E-09
 pd  46   2.513925  0.863925  1.148578  2.38708E-08  4.10135E-08  4.37314E-08
 ag  47   1.735757  0.535757  0.820410  4.03246E-09  6.26729E-09  7.38747E-09
 cd  48   2.687930  0.977930  1.262584  3.76408E-08  6.55105E-08  6.89579E-08
 in  49   1.553696  0.793696  1.078349  2.82245E-09  4.75639E-09  5.17073E-09
 sn  50   3.128036  1.058037  1.342690  1.09507E-07  1.92703E-07  2.00618E-07
 sb  51   1.622209  0.612209  0.896862  3.50456E-09  5.95330E-09  6.42036E-09
 te  52   2.748043  0.568043  0.852697  4.90698E-08  8.55818E-08  8.98958E-08
  i  53   1.709640  0.159640  0.444293  4.46720E-09  5.23360E-09  8.18390E-09
 xe  54   2.886218  0.646218  0.930872  6.94032E-08  1.13420E-07  1.27147E-07
 cs  55   1.704111  0.624111  0.908765  4.61927E-09  7.41552E-09  8.46250E-09
 ba  56   3.647257  1.467257  1.751910  4.18729E-07  7.53521E-07  7.67112E-07
 la  57   2.628944  1.458944  1.743598  4.06056E-08  7.30444E-08  7.43894E-08
 ce  58   3.103932  1.523932  1.808586  1.22276E-07  2.20534E-07  2.24009E-07
 pr  59   2.044647  1.284647  1.569301  1.07276E-08  1.91217E-08  1.96530E-08
 nd  60   2.843482  1.393482  1.678136  6.91015E-08  1.24079E-07  1.26594E-07
 sm  62   2.056759  1.116759  1.401412  1.17709E-08  2.09278E-08  2.15644E-08
 eu  63   1.003136  0.493136  0.777789  1.05147E-09  1.60408E-09  1.92629E-09
 gd  64   1.883548  0.833548  1.118201  8.26150E-09  1.39790E-08  1.51351E-08
 tb  65   0.900288  0.580288  0.864941  8.67761E-10  1.37217E-09  1.58974E-09
 dy  66   2.026535  0.896535  1.181189  1.18661E-08  2.03046E-08  2.17387E-08
 ho  67   1.024398  0.554398  0.839051  1.19844E-09  1.87662E-09  2.19555E-09
 er  68   1.844466  0.924466  1.209120  8.03112E-09  1.38173E-08  1.47130E-08
 tm  69   0.924708  0.804708  1.089362  9.75765E-10  1.64168E-09  1.78760E-09
 yb  70   2.156582  1.236582  1.521235  1.70470E-08  3.04107E-08  3.12301E-08
 lu  71   1.222979  1.132979  1.417632  2.00842E-09  3.53838E-09  3.67942E-09
 hf  72   2.121976  1.411976  1.696630  1.62372E-08  2.91477E-08  2.97465E-08
 ta  73   1.226777  1.346777  1.631431  2.09532E-09  3.74870E-09  3.83863E-09
  w  74   2.052623  1.402623  1.687276  1.42555E-08  2.55787E-08  2.61161E-08
 re  75   1.113398  0.853398  1.138051  1.66078E-09  2.82054E-09  3.04256E-09
 os  76   2.080116  0.730116  1.014770  1.57150E-08  2.60000E-08  2.87900E-08
 ir  77   1.406683  0.086683  0.371337  3.36818E-09  3.53908E-09  6.17051E-09
 pt  78   2.081638  0.461638  0.746292  1.61721E-08  2.46812E-08  2.96274E-08
 au  79   1.296304  0.496304  0.780957  2.67681E-09  4.08960E-09  4.90392E-09
 hg  80   2.513459  1.343459  1.628113  4.49458E-08  8.05331E-08  8.23406E-08
 tl  81   2.129901  1.359901  1.644555  1.89350E-08  3.39004E-08  3.46889E-08
 pb  82   3.420886  1.380886  1.665540  3.75142E-07  6.72374E-07  6.87260E-07
 bi  83   1.113770  0.463771  0.748424  1.86550E-09  2.80594E-09  3.41760E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.8402   1.1976   1.7680   0.5704  -0.1025
