# Initial mass = 2.250, Z =  0.0140, Y =  0.280, M_mix = 1.00E-03
# Final mass = 0.675, Mass expelled =   1.5750
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.89845E-01 -3.40956E-02  1.08651E+00
 he   2  11.035284  0.105284  0.086647  2.97140E-01  2.67609E-02  4.67996E-01
  c   6   8.829535  0.359534  0.340897  5.55143E-03  4.75045E-03  8.74351E-03
  n   7   8.247681  0.377681  0.359044  1.69557E-03  1.50081E-03  2.67053E-03
  o   8   8.742384  0.012384 -0.006253  6.05017E-03 -1.98632E-05  9.52902E-03
  f   9   4.873070  0.413070  0.394433  9.70665E-07  9.11584E-07  1.52880E-06
 ne  10   8.119006  0.149006  0.130369  1.81643E-03  7.39325E-04  2.86088E-03
 na  11   6.468407  0.158407  0.139770  4.62633E-05  1.99854E-05  7.28647E-05
 mg  12   7.660022  0.020022  0.001385  7.60342E-04  2.37976E-06  1.19754E-03
 al  13   6.506159  0.036160  0.017522  5.92277E-05  3.57989E-06  9.32836E-05
 si  14   7.569336  0.019336  0.000699  7.13046E-04  4.43077E-07  1.12305E-03
  p  15   5.503638  0.033638  0.015001  6.75969E-06  3.48976E-07  1.06465E-05
  s  16   7.178895  0.018895  0.000258  3.31297E-04 -3.22121E-07  5.21793E-04
 cl  17   5.258014  0.028014  0.009377  4.39499E-06  1.39657E-07  6.92211E-06
 ar  18   6.458597  0.018597 -0.000040  7.85930E-05 -1.59460E-07  1.23784E-04
  k  19   5.101861  0.021861  0.003224  3.38304E-06  3.99964E-08  5.32829E-06
 ca  20   6.308536  0.018536 -0.000102  5.58127E-05 -1.24048E-07  8.79050E-05
 sc  21   3.089972  0.039973  0.021335  3.78487E-08  2.78906E-09  5.96117E-08
 ti  22   4.932847  0.022847  0.004210  2.80656E-06  3.73398E-08  4.42034E-06
  v  23   3.976163  0.016163 -0.002474  3.30013E-07 -2.29312E-09  5.19770E-07
 cr  24   5.639581 -0.000419 -0.019056  1.55182E-05 -1.63836E-08  2.44412E-05
 mn  25   5.504188  0.024188  0.005550  1.20047E-05  2.17264E-07  1.89074E-05
 fe  26   7.558637  0.018637  0.000000  1.38329E-03 -2.63494E-06  2.17868E-03
 co  27   4.912869  0.042869  0.024232  3.30004E-06  2.76133E-07  5.19756E-06
 ni  28   6.219995  0.019995  0.001358  6.66611E-05  2.00234E-07  1.04991E-04
 cu  29   4.307829  0.057829  0.039192  8.83505E-07  1.18536E-07  1.39152E-06
 zn  30   4.679201  0.049201  0.030564  2.13860E-06  2.25061E-07  3.36830E-06
 ga  31   3.264134  0.184134  0.165497  8.76601E-08  4.36344E-08  1.38065E-07
 ge  32   3.744249  0.164249  0.145612  2.75878E-07  1.47076E-07  4.34508E-07
 as  33   2.432724  0.132724  0.114087  1.38875E-08  5.03288E-09  2.18728E-08
 se  34   3.586981  0.246981  0.228344  2.08776E-07  1.52942E-07  3.28822E-07
 br  35   2.784257  0.244257  0.225620  3.32749E-08  2.11967E-08  5.24080E-08
 kr  36   3.599955  0.349955  0.331317  2.28287E-07  1.92290E-07  3.59551E-07
 rb  37   2.619643  0.259643  0.241006  2.43634E-08  1.63152E-08  3.83724E-08
 sr  38   3.810483  0.930483  0.911846  3.87595E-07  5.36005E-07  6.10462E-07
  y  39   3.163061  0.993061  0.974424  8.85692E-08  1.24682E-07  1.39497E-07
 zr  40   3.573923  1.043923  1.025286  2.34058E-07  3.33820E-07  3.68642E-07
 nb  41   2.357889  0.947889  0.929252  1.44952E-08  2.01397E-08  2.28299E-08
 mo  42   2.806824  0.866824  0.848186  4.20838E-08  5.91609E-08  6.62820E-08
 ru  44   2.555987  0.795987  0.777350  2.48829E-08  3.43443E-08  3.91905E-08
 rh  45   1.563514  0.503514  0.484877  2.57778E-09  2.72901E-09  4.06001E-09
 pd  46   2.548154  0.898154  0.879517  2.57317E-08  3.58547E-08  4.05274E-08
 ag  47   1.802818  0.602818  0.584181  4.68816E-09  5.45799E-09  7.38386E-09
 cd  48   2.701328  0.991328  0.972691  3.86749E-08  5.49861E-08  6.09129E-08
 in  49   1.577404  0.817404  0.798767  2.96965E-09  3.96484E-09  4.67721E-09
 sn  50   3.113840  1.043840  1.025203  1.05589E-07  1.52695E-07  1.66303E-07
 sb  51   1.621723  0.611723  0.593086  3.48754E-09  4.68989E-09  5.49288E-09
 te  52   2.721940  0.541940  0.523303  4.60344E-08  6.50874E-08  7.25042E-08
  i  53   1.816813  0.266813  0.248175  5.69613E-09  3.89910E-09  8.97140E-09
 xe  54   2.869232  0.629232  0.610595  6.64913E-08  8.11248E-08  1.04724E-07
