# Minitial =  1.90 msun, Z = 0.0001, Mfinal = 0.681 msun, c13 pocket is included (pmz = 2e-3msun)
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.4466363E-01  7.9377097E-01  9.3843460E-01  6.5116566E-01  7.6990002E-01 -7.2742827E-02
      d      2  -3.9526242E-07  1.6453562E-09  3.9690778E-07  1.3497590E-09  3.2562664E-07 -2.3824637E+00
    he3      3   1.9176654E-04  1.9429113E-04  2.5245949E-06  1.5938567E-04  2.0712000E-06  1.8862273E+00
    he4      4   1.0921237E-01  3.8956040E-01  2.8034803E-01  3.1957376E-01  2.2999999E-01  1.4284328E-01
    li7      7   5.3403726E-11  1.2351105E-10  7.0107323E-11  1.0132162E-10  5.7516662E-11  2.4590847E-01
    be7      7   4.6546344E-13  4.6546344E-13  0.0000000E+00  3.8184039E-13  0.0000000E+00  0.0000000E+00
     b8      8   1.7201647E-28  1.7201647E-28  0.0000000E+00  1.4111277E-28  0.0000000E+00  0.0000000E+00
    c12     12   2.7967155E-02  2.7988024E-02  2.0868618E-05  2.2959823E-02  1.7120798E-05  3.1274445E+00
    c13     13   1.3957253E-06  1.6484969E-06  2.5277151E-07  1.3523354E-06  2.0737599E-07  8.1432593E-01
    c14     14   2.2304695E-08  2.2304695E-08  0.0000000E+00  1.8297536E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.5648637E-05  7.1815804E-05  6.1671690E-06  5.8913705E-05  5.0595995E-06  1.0661002E+00
    n15     15   4.9636441E-08  6.4398591E-08  1.4762152E-08  5.2829034E-08  1.2110999E-08  6.3969266E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   8.9380052E-04  9.4485539E-04  5.1054871E-05  7.7510695E-04  4.1885865E-05  1.2672942E+00
    o17     17   9.1916866E-07  9.3977673E-07  2.0608097E-08  7.7094074E-07  1.6907064E-08  1.6589528E+00
    o18     18  -4.5528594E-08  6.9618380E-08  1.1514697E-07  5.7111059E-08  9.4467595E-08 -2.1856263E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   9.5304649E-06  9.5334417E-06  2.9765728E-09  7.8207067E-06  2.4420066E-09  3.5054991E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.0783848E-04  1.1817089E-04  1.0332409E-05  9.6940850E-05  8.4767998E-06  1.0582749E+00
   ne21     21   2.9160931E-06  2.9420996E-06  2.6006546E-08  2.4135354E-06  2.1336000E-08  2.0535407E+00
   ne22     22   5.8721947E-03  5.8730305E-03  8.3570848E-07  4.8179086E-03  6.8562258E-07  3.8467734E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
