# Minitial =  1.50 msun, Z = 0.0001, Mfinal = 0.661 msun, c13 pocket included (pmz = 2e-3msun)
# Initial abundances up to Ge from Kobayashi, Karakas, Umeda (2010) 
# [r/Fe] = 1.0, [s/Fe] = 0.4 rom Sneden, Cowan & Gallino (2008)
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -5.9813499E-02  5.8599746E-01  6.4581096E-01  6.9844753E-01  7.6980817E-01 -4.2248748E-02
      d      2  -3.3786921E-05  8.3187115E-06  4.2105632E-05  9.9150320E-06  5.0190014E-05 -7.0432317E-01
    he3      3   1.6341168E-04  1.8241609E-04  1.9004408E-05  2.1742085E-04  2.2653297E-05  9.8216975E-01
    he4      4   4.6818197E-02  2.3974782E-01  1.9292963E-01  2.8575426E-01  2.2997257E-01  9.4316676E-02
    li7      7  -2.3566091E-10  2.9797739E-10  5.3363830E-10  3.5515779E-10  6.3609812E-10 -2.5310278E-01
    be7      7   5.6553639E-13  5.6553639E-13  0.0000000E+00  6.7406009E-13  0.0000000E+00  0.0000000E+00
     b8      8   4.0205964E-27  4.0205964E-27  0.0000000E+00  4.7921293E-27  0.0000000E+00  0.0000000E+00
    c12     12   1.0760594E-02  1.0769497E-02  8.9024779E-06  1.2836111E-02  1.0611775E-05  3.0826454E+00
    c13     13   8.6323115E-07  8.6855289E-07  5.3217204E-09  1.0352239E-06  6.3435031E-09  2.2127051E+00
    c14     14   3.2521374E-09  3.2521374E-09  0.0000000E+00  3.8762069E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.1909036E-05  4.2298863E-05  3.8982694E-07  5.0415809E-05  4.6467460E-07  2.0354178E+00
    n15     15   8.7032099E-08  8.7150546E-08  1.1844914E-10  1.0387431E-07  1.4119166E-10  2.8666992E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.4911428E-04  5.1750330E-04  6.8389025E-05  6.1680964E-04  8.1519880E-05  8.7888765E-01
    o17     17   6.1009411E-07  6.1126451E-07  1.1703908E-09  7.2856318E-07  1.3951086E-09  2.7178593E+00
    o18     18   1.9939115E-08  3.6579547E-08  1.6640431E-08  4.3598984E-08  1.9835433E-08  3.4203470E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.9732345E-06  1.9732911E-06  5.6722148E-11  2.3519560E-06  6.7612936E-11  4.5413995E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.8312388E-05  3.3168137E-05  1.4855749E-05  3.9532941E-05  1.7708087E-05  3.4878746E-01
   ne21     21   6.8015152E-07  6.8658358E-07  6.4320553E-09  8.1833565E-07  7.6670252E-09  2.0283046E+00
   ne22     22   1.5318738E-03  1.5319048E-03  3.0977116E-08  1.8258699E-03  3.6924796E-08  4.6941519E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   7.2699628E-28  7.2699628E-28  0.0000000E+00  8.6650333E-28  0.0000000E+00  0.0000000E+00
   na23     23   2.9741164E-05  2.9844075E-05  1.0291060E-07  3.5571007E-05  1.2266968E-07  2.4623590E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.6068785E-05  2.4406969E-05  8.3381838E-06  2.9090548E-05  9.9391345E-06  4.6640337E-01
   mg25     25   5.9466229E-06  6.0016182E-06  5.4995425E-08  7.1532995E-06  6.5554680E-08  2.0379026E+00
   mg26     26   7.2510811E-06  7.3014194E-06  5.0338361E-08  8.7025264E-06  6.0003444E-08  2.1614692E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
