# Initial mass = 3.000, Z =  0.0007, Y =  0.250, M_mix = 5.00E-04
# Final mass = 0.822, Mass expelled =   2.1778
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>         
  X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -6.1550975E-02  1.5705059E+00  1.6320568E+00  7.2115850E-01  7.4949098E-01 -1.6735703E-02
      d      2   1.3404540E-17  1.3404540E-17  0.0000000E+00  6.1552131E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.2307945E-04  2.2307945E-04  0.0000000E+00  1.0243556E-04  0.0000000E+00  0.0000000E+00
    he4      4   4.8460245E-02  5.9295833E-01  5.4449809E-01  2.7227974E-01  2.5005037E-01  3.6987841E-02
    li7      7   4.0252864E-08  4.0564323E-08  3.1145941E-10  1.8626677E-08  1.4303181E-10  2.1147029E+00
    be7      7   1.5795920E-12  1.5795920E-12  0.0000000E+00  7.2533077E-13  0.0000000E+00  0.0000000E+00
     b8      8   3.4211185E-20  3.4211185E-20  0.0000000E+00  1.5709389E-20  0.0000000E+00  0.0000000E+00
    c12     12   1.1308331E-02  1.1439915E-02  1.3158385E-04  5.2530793E-03  6.0427374E-05  1.9391803E+00
    c13     13   2.3990203E-04  2.4094118E-04  1.0391484E-06  1.1063746E-04  4.7720908E-07  2.3651936E+00
    c14     14   2.1208683E-07  2.1208683E-07  0.0000000E+00  9.7387868E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.3340169E-04  2.3082328E-04  9.7421602E-05  1.0599144E-04  4.4739012E-05  3.7458438E-01
    n15     15  -4.8358739E-08  1.4089746E-08  6.2448485E-08  6.4698518E-09  2.8678276E-08 -6.4665878E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
