# Initial mass = 1.700, Z =  0.0006, Y =  0.300, M_mix = 4.00E-03
# Final mass = 0.683, Mass expelled =   1.0170
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -4.8858643E-02  6.6237122E-01  7.1122986E-01  6.5129912E-01  6.9939989E-01 -3.0945066E-02
      d      2  -1.9752492E-06  1.1557447E-08  1.9868066E-06  1.1364254E-08  1.9537597E-06 -2.2353303E+00
    he3      3   1.5679632E-04  1.6943371E-04  1.2637397E-05  1.6660147E-04  1.2427197E-05  1.1273057E+00
    he4      4   3.7923366E-02  3.4299770E-01  3.0507433E-01  3.3726418E-01  2.9999998E-01  5.0848965E-02
    li7      7  -8.4976781E-10  5.4734639E-10  1.3971142E-09  5.3819699E-10  1.3738758E-09 -4.0700623E-01
    be7      7   6.1129248E-13  6.1129248E-13  0.0000000E+00  6.0107420E-13  0.0000000E+00  0.0000000E+00
     b8      8   4.3319206E-28  4.3319206E-28  0.0000000E+00  4.2595085E-28  0.0000000E+00  0.0000000E+00
    c12     12   9.0693980E-03  9.1738608E-03  1.0446233E-04  9.0205120E-03  1.0272479E-04  1.9435560E+00
    c13     13   2.0473594E-06  3.3126612E-06  1.2653018E-06  3.2572871E-06  1.2442558E-06  4.1794634E-01
    c14     14   7.5263333E-09  7.5263333E-09  0.0000000E+00  7.4005242E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.3655916E-05  1.0452700E-04  3.0871081E-05  1.0277973E-04  3.0357596E-05  5.2964014E-01
    n15     15  -5.0147619E-09  6.8880333E-08  7.3895094E-08  6.7728934E-08  7.2665983E-08 -3.0556934E-02
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.3631508E-04  6.9188111E-04  2.5556603E-04  6.8031572E-04  2.5131516E-04  4.3249184E-01
    o17     17   2.8700968E-06  2.9732551E-06  1.0315824E-07  2.9235546E-06  1.0144239E-07  1.4596919E+00
    o18     18  -2.2381778E-07  3.5257494E-07  5.7639272E-07  3.4668133E-07  5.6680551E-07 -2.1350360E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.8436870E-06  1.8585869E-06  1.4899869E-08  1.8275190E-06  1.4652037E-08  2.0959642E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.5480422E-05  6.7201494E-05  5.1721072E-05  6.6078159E-05  5.0860792E-05  1.1367480E-01
   ne21     21   8.9707498E-07  1.0272563E-06  1.3018131E-07  1.0100848E-06  1.2801597E-07  8.9709371E-01
   ne22     22   1.1328839E-03  1.1370672E-03  4.1833173E-06  1.1180601E-03  4.1137355E-06  2.4342289E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   6.0707461E-25  6.0707461E-25  0.0000000E+00  5.9692681E-25  0.0000000E+00  0.0000000E+00
   na23     23   1.2119805E-05  1.3311430E-05  1.1916243E-06  1.3088918E-05  1.1718038E-06  1.0480489E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.9481013E-05  4.4152494E-05  2.4671481E-05  4.3414446E-05  2.4261117E-05  2.5272349E-01
   mg25     25   5.4336638E-06  8.6871796E-06  3.2535158E-06  8.5419661E-06  3.1993995E-06  4.2648935E-01
   mg26     26   5.9373961E-06  9.6628655E-06  3.7254697E-06  9.5013420E-06  3.6635033E-06  4.1388839E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   7.8106746E-07  3.0497586E-06  2.2686911E-06  2.9987791E-06  2.2309555E-06  1.2845354E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.1121136E-07  2.7928783E-05  2.7317572E-05  2.7461929E-05  2.6863196E-05  9.5733497E-03
   si29     29   4.6351488E-08  1.4830115E-06  1.4366600E-06  1.4582216E-06  1.4127638E-06  1.3753965E-02
   si30     30   8.2602583E-08  1.0623305E-06  9.7972793E-07  1.0445727E-06  9.6343194E-07  3.5117630E-02
    p31     31   2.3753114E-07  4.7509860E-07  2.3756746E-07  4.6715692E-07  2.3361595E-07  3.0096030E-01
    p32     32   3.6433065E-31  3.6433065E-31  0.0000000E+00  3.5824053E-31  0.0000000E+00  0.0000000E+00
    p33     33   7.1102746E-30  7.1102746E-30  0.0000000E+00  6.9914199E-30  0.0000000E+00  0.0000000E+00
    s32     32  -4.0908162E-08  1.3049789E-05  1.3090697E-05  1.2831651E-05  1.2872958E-05 -1.3958637E-03
    s33     33   4.7310849E-09  1.1281122E-07  1.0808014E-07  1.1092548E-07  1.0628242E-07  1.8569872E-02
    s34     34   2.3166763E-08  6.5174186E-07  6.2857509E-07  6.4084742E-07  6.1811994E-07  1.5681867E-02
    s35     35   4.8493809E-25  4.8493809E-25  0.0000000E+00  4.7683190E-25  0.0000000E+00  0.0000000E+00
    s36     36   6.8730177E-09  9.9758433E-09  3.1028253E-09  9.8090887E-09  3.0512155E-09  5.0715578E-01
   cl35     35  -2.3836293E-09  1.3190642E-07  1.3429005E-07  1.2970149E-07  1.3205637E-07 -7.8143962E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   1.9671166E-08  6.5043402E-08  4.5372236E-08  6.3956143E-08  4.4617554E-08  1.5637648E-01
   ar36     36  -5.0846438E-08  2.4498354E-06  2.5006818E-06  2.4088843E-06  2.4590877E-06 -8.9580882E-03
   ar37     37   1.7838072E-24  1.7838072E-24  0.0000000E+00  1.7539892E-24  0.0000000E+00  0.0000000E+00
   ar38     38   1.4186185E-08  4.9411358E-07  4.7992739E-07  4.8585406E-07  4.7194470E-07  1.2614737E-02
   ar39     39   1.0645150E-12  1.0645150E-12  0.0000000E+00  1.0467207E-12  0.0000000E+00  0.0000000E+00
   ar40     40   5.0524451E-09  5.8604446E-09  8.0799950E-10  5.7624820E-09  7.9455992E-10  8.6048293E-01
