# Initial mass = 2.500, Z =  0.0010, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.718, Mass expelled =   1.7820
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.96579E-01 -1.04072E-01  1.24130E+00
 he   2  11.025372  0.095371  1.231447  2.93269E-01  7.67791E-02  5.22606E-01
  c   6   9.198938  0.728938  1.865014  1.31228E-02  2.30621E-02  2.33849E-02
  n   7   7.198972 -0.671028  0.465047  1.53048E-04  1.78179E-04  2.72731E-04
  o   8   7.796479 -0.933521  0.202555  6.91961E-04  4.61213E-04  1.23307E-03
  f   9   5.393260  0.933259  2.069335  3.24696E-06  5.73620E-06  5.78609E-06
 ne  10   8.030525  0.060525  1.196601  1.49609E-03  2.49454E-03  2.66603E-03
 na  11   5.969051 -0.340949  0.795126  1.47945E-05  2.20894E-05  2.63638E-05
 mg  12   6.748856 -0.891144  0.244931  9.42023E-05  7.12606E-05  1.67868E-04
 al  13   5.572591 -0.897408  0.238667  6.96907E-06  5.16790E-06  1.24189E-05
 si  14   6.432218 -1.117783  0.018293  5.25070E-05  2.82443E-06  9.35675E-05
  p  15   4.472441 -0.997559  0.138516  6.35255E-07  2.99647E-07  1.13202E-06
  s  16   6.025522 -1.134478  0.001597  2.34997E-05 -3.27356E-07  4.18766E-05
 cl  17   4.149501 -1.080499  0.055576  3.45672E-07  6.77435E-08  6.15987E-07
 ar  18   5.302235 -1.137765 -0.001689  5.53656E-06 -1.52523E-07  9.86615E-06
  k  19   3.965898 -1.114102  0.021973  2.49783E-07  1.76462E-08  4.45113E-07
 ca  20   5.150405 -1.139595 -0.003520  3.91580E-06 -1.37657E-07  6.97796E-06
 sc  21   2.119761 -0.930239  0.205836  4.09316E-09  2.70088E-09  7.29400E-09
 ti  22   3.795509 -1.114491  0.021585  2.06564E-07  1.38083E-08  3.68098E-07
  v  23   2.815519 -1.144481 -0.008405  2.30200E-08 -1.17810E-09  4.10216E-08
 cr  24   4.487469 -1.152531 -0.016456  1.10395E-06 -9.73682E-09  1.96724E-06
 mn  25   4.348116 -1.131884  0.004192  8.46251E-07 -2.75600E-09  1.50802E-06
 fe  26   6.403924 -1.136075  0.000000  9.78180E-05 -2.00971E-06  1.74312E-04
 co  27   4.153375 -0.716625  0.419450  5.79754E-07  6.35309E-07  1.03312E-06
 ni  28   5.098622 -1.101378  0.034698  5.09000E-06  5.99855E-07  9.07039E-06
 cu  29   3.518988 -0.731012  0.405063  1.45073E-07  1.55621E-07  2.58520E-07
 zn  30   3.589061 -1.040939  0.095136  1.75472E-07  5.86158E-08  3.12692E-07
 ga  31   2.287304 -0.792696  0.343379  9.33663E-09  9.00482E-09  1.66379E-08
 ge  32   2.745405 -0.834595  0.301481  2.79313E-08  2.65397E-08  4.97736E-08
 as  33   1.387007 -0.912993  0.223082  1.26220E-09  8.88013E-10  2.24923E-09
 se  34   2.620009 -0.719990  0.416085  2.27471E-08  2.63186E-08  4.05354E-08
 br  35   1.800762 -0.739238  0.396838  3.49012E-09  3.69651E-09  6.21940E-09
 kr  36   2.833879 -0.416121  0.719955  3.95024E-08  5.68731E-08  7.03932E-08
 rb  37   2.168340 -0.191660  0.944415  8.70269E-09  1.37253E-08  1.55082E-08
 sr  38   2.876102 -0.003898  1.132178  4.55213E-08  7.51005E-08  8.11190E-08
  y  39   2.342380  0.172379  1.308455  1.35151E-08  2.28865E-08  2.40840E-08
 zr  40   2.769956  0.239956  1.376031  3.71172E-08  6.33281E-08  6.61428E-08
 nb  41   1.641652  0.231652  1.367728  2.81323E-09  4.79573E-09  5.01318E-09
 mo  42   2.085551  0.145551  1.281627  8.07348E-09  1.38113E-08  1.43870E-08
 ru  44   1.549857 -0.210143  0.925933  2.47736E-09  4.02293E-09  4.41466E-09
 rh  45   0.507810 -0.552190  0.583885  2.28960E-10  3.00420E-10  4.08007E-10
 pd  46   1.544586 -0.105414  1.030662  2.57703E-09  4.21456E-09  4.59227E-09
 ag  47   0.791615 -0.408386  0.727690  4.61336E-10  6.66428E-10  8.22101E-10
 cd  48   1.810484  0.100484  1.236559  5.02115E-09  8.46861E-09  8.94769E-09
 in  49   0.714625 -0.045375  1.090701  4.11288E-10  6.75332E-10  7.32914E-10
 sn  50   2.343204  0.273205  1.409280  1.80802E-08  3.11189E-08  3.22188E-08
 sb  51   0.843917 -0.166083  0.969992  5.87397E-10  9.81834E-10  1.04674E-09
 te  52   1.947745 -0.232255  0.903821  7.81820E-09  1.33325E-08  1.39320E-08
  i  53   0.891148 -0.658852  0.477223  6.82548E-10  8.06293E-10  1.21630E-09
 xe  54   2.159639 -0.080361  1.055715  1.31036E-08  2.14431E-08  2.33507E-08
 cs  55   0.892626 -0.187374  0.948701  7.17261E-10  1.13266E-09  1.27816E-09
 ba  56   2.910127  0.730127  1.866202  7.71600E-08  1.35610E-07  1.37499E-07
 la  57   1.912012  0.742012  1.878088  7.83869E-09  1.37816E-08  1.39686E-08
 ce  58   2.448388  0.868388  2.004464  2.71885E-08  4.79670E-08  4.84500E-08
 pr  59   1.424002  0.664002  1.800077  2.58492E-09  4.53250E-09  4.60633E-09
 nd  60   2.123291  0.673291  1.809366  1.32400E-08  2.32442E-08  2.35936E-08
 sm  62   1.355806  0.415806  1.551882  2.35749E-09  4.11258E-09  4.20104E-09
 eu  63   0.327099 -0.182901  0.953174  2.23023E-10  3.52649E-10  3.97427E-10
 gd  64   1.253611  0.203611  1.339686  1.94855E-09  3.31165E-09  3.47231E-09
 tb  65   0.233480 -0.086520  1.049556  1.88011E-10  3.04800E-10  3.35035E-10
 dy  66   1.371232  0.241232  1.377308  2.63995E-09  4.50509E-09  4.70440E-09
 ho  67   0.353959 -0.116041  1.020035  2.57495E-10  4.14534E-10  4.58856E-10
 er  68   1.229470  0.309470  1.445546  1.96051E-09  3.36915E-09  3.49363E-09
 tm  69   0.256403  0.136403  1.272478  2.10683E-10  3.55159E-10  3.75438E-10
 yb  70   1.559403  0.639403  1.775479  4.33572E-09  7.61237E-09  7.72625E-09
 lu  71   0.596804  0.506804  1.642879  4.77826E-10  8.31885E-10  8.51486E-10
 hf  72   1.534747  0.824747  1.960823  4.22544E-09  7.44651E-09  7.52973E-09
 ta  73   0.556462  0.676462  1.812538  4.50325E-10  7.89982E-10  8.02479E-10
  w  74   1.476023  0.826023  1.962098  3.80166E-09  6.69988E-09  6.77456E-09
 re  75   0.561707  0.301707  1.437782  4.69043E-10  8.04981E-10  8.35835E-10
 os  76   1.477370  0.127370  1.263446  3.94602E-09  6.64410E-09  7.03182E-09
 ir  77   0.711742 -0.608258  0.527818  6.83981E-10  8.53162E-10  1.21885E-09
 pt  78   1.426401 -0.193599  0.942477  3.59849E-09  5.72514E-09  6.41251E-09
 au  79   0.627978 -0.172022  0.964054  5.77939E-10  9.16720E-10  1.02989E-09
 hg  80   1.898877  0.728877  1.864953  1.09824E-08  1.93194E-08  1.95706E-08
 tl  81   1.736951  0.966951  2.103026  7.70736E-09  1.36249E-08  1.37345E-08
 pb  82   3.661565  1.621565  2.757640  6.56848E-07  1.16843E-06  1.17050E-06
 bi  83   1.970180  1.320180  2.456255  1.34833E-08  2.39422E-08  2.40272E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.4316   1.2722   1.9163   0.6440   0.8414
