# Initial mass = 1.850, Z =  0.0010, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.648, Mass expelled =   1.2020
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.85918E-01 -8.30126E-02  8.24474E-01
 he   2  11.046641  0.116641  1.244781  3.03277E-01  6.38177E-02  3.64538E-01
  c   6   9.225094  0.755094  1.883234  1.37241E-02  1.62787E-02  1.64964E-02
  n   7   7.246583 -0.623417  0.504723  1.68167E-04  1.38359E-04  2.02136E-04
  o   8   7.871770 -0.858230  0.269910  8.10355E-04  4.53408E-04  9.74046E-04
  f   9   5.318648  0.858648  1.986788  2.69257E-06  3.20282E-06  3.23647E-06
 ne  10   7.999748  0.029748  1.157888  1.37240E-03  1.53395E-03  1.64963E-03
 na  11   6.080400 -0.229600  0.898540  1.88257E-05  1.97453E-05  2.26285E-05
 mg  12   6.615401 -1.024599  0.103541  6.82195E-05  1.68356E-05  8.19999E-05
 al  13   5.430258 -1.039742  0.088398  4.94475E-06  1.05263E-06  5.94359E-06
 si  14   6.428675 -1.121325  0.006815  5.12835E-05  4.34462E-07  6.16427E-05
  p  15   4.461016 -1.008984  0.119156  6.09292E-07  1.70912E-07  7.32369E-07
  s  16   6.033682 -1.126318  0.001822  2.35790E-05 -1.25570E-07  2.83419E-05
 cl  17   4.148941 -1.081059  0.047081  3.39943E-07  3.88084E-08  4.08611E-07
 ar  18   5.311207 -1.128793 -0.000653  5.56563E-06 -6.79406E-08  6.68988E-06
  k  19   3.970038 -1.109962  0.018178  2.48316E-07  1.01403E-08  2.98476E-07
 ca  20   5.160138 -1.129862 -0.001722  3.94327E-06 -5.98452E-08  4.73980E-06
 sc  21   2.040339 -1.009661  0.118479  3.35690E-09  9.36828E-10  4.03500E-09
 ti  22   3.802774 -1.107225  0.020915  2.06835E-07  9.63880E-09  2.48615E-07
  v  23   2.823023 -1.136977 -0.008837  2.30627E-08 -7.43281E-10  2.77214E-08
 cr  24   4.494432 -1.145568 -0.017428  1.10462E-06 -5.75653E-09  1.32776E-06
 mn  25   4.376339 -1.103661  0.024479  8.89250E-07  4.98254E-08  1.06888E-06
 fe  26   6.411860 -1.128140  0.000000  9.80971E-05 -1.02007E-06  1.17913E-04
 co  27   3.937575 -0.932425  0.195715  3.47333E-07  1.49161E-07  4.17495E-07
 ni  28   5.094462 -1.105538  0.022602  4.96433E-06  2.53555E-07  5.96712E-06
 cu  29   3.451385 -0.798615  0.329525  1.22261E-07  7.75497E-08  1.46957E-07
 zn  30   3.681083 -0.948917  0.179223  2.13566E-07  8.53265E-08  2.56707E-07
 ga  31   2.494842 -0.585158  0.542982  1.48262E-08  1.26724E-08  1.78211E-08
 ge  32   2.963611 -0.616389  0.511751  4.54567E-08  3.89672E-08  5.46390E-08
 as  33   1.552933 -0.747067  0.381073  1.82119E-09  1.27089E-09  2.18907E-09
 se  34   2.824522 -0.515478  0.612662  3.58708E-08  3.35272E-08  4.31167E-08
 br  35   1.986806 -0.553194  0.574946  5.27456E-09  4.63828E-09  6.34002E-09
 kr  36   2.925873 -0.324127  0.804013  4.80749E-08  4.86663E-08  5.77860E-08
 rb  37   2.087547 -0.272453  0.855687  7.11481E-09  7.34937E-09  8.55200E-09
 sr  38   2.942378  0.062378  1.190518  5.22147E-08  5.87025E-08  6.27621E-08
  y  39   2.285040  0.115040  1.243180  1.16623E-08  1.32103E-08  1.40181E-08
 zr  40   2.657395  0.127395  1.255535  2.82044E-08  3.20031E-08  3.39017E-08
 nb  41   1.458884  0.048884  1.177024  1.81861E-09  2.03929E-09  2.18597E-09
 mo  42   1.894349 -0.045651  1.082489  5.11872E-09  5.76443E-09  6.15270E-09
 ru  44   1.617512 -0.142488  0.985652  2.85067E-09  3.16226E-09  3.42650E-09
 rh  45   0.590548 -0.469452  0.658688  2.72773E-10  2.55302E-10  3.27873E-10
 pd  46   1.614944 -0.035056  1.093084  2.98387E-09  3.33183E-09  3.58661E-09
 ag  47   0.843678 -0.356323  0.771817  5.12132E-10  5.10578E-10  6.15583E-10
 cd  48   1.792273  0.082273  1.210413  4.74126E-09  5.37584E-09  5.69899E-09
 in  49   0.663245 -0.096755  1.031385  3.59805E-10  3.93645E-10  4.32486E-10
 sn  50   2.225648  0.155648  1.283788  1.35815E-08  1.55830E-08  1.63249E-08
 sb  51   0.711349 -0.298651  0.829489  4.26251E-10  4.68572E-10  5.12353E-10
 te  52   1.820439 -0.359561  0.768579  5.74252E-09  6.49813E-09  6.90251E-09
  i  53   0.807951 -0.742049  0.386091  5.54930E-10  3.90467E-10  6.67026E-10
 xe  54   1.966467 -0.273533  0.854607  8.27030E-09  8.65419E-09  9.94090E-09
