                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9999493732091467E+000          4.9998734330228667E-001          3.7908936171960670E+002                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260315" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          7.4415999999999997E+002          3.7908936509994152E+002          2.9916344735595811E+002          7.9851863360400746E+000          3.1940745166150794E+001          1.5000000052305083E+002          8.0056475992341959E+001         -2.2038604035765760E-001         -1.0000000000000000E+000          1.9999493620631952E+000          4.9998734330228667E-001         -2.0084289797654261E+001         -1.0824006215443223E+001         -2.0109866058877952E+001         -9.8999999999999986E+001         -2.1326962423049647E+001         -1.0824006215681729E+001         -9.8999999999999986E+001          1.0000000000000000E+000          5.1777390223609994E-010          6.6090722167964248E+052         -3.1408079968706312E+033          0.0000000000000000E+000         -5.4392216245233855E+026         -3.1408074529484689E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          2.5958682111999997E+003          3.7908937358285857E+002          2.9916345070316186E+002          7.9851863360400799E+000          3.1940744719437692E+001          1.5000000183564174E+002          8.0056477191400973E+001         -2.1560802754789063E-001         -1.0000000000000000E+000          1.9999493340925383E+000          4.9998734330228667E-001         -1.9669214172477172E+001         -1.0818624929972497E+001         -1.9694790433700863E+001         -9.8999999999999986E+001         -2.0911886797872558E+001         -1.0818624930585122E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.3299474964665241E-009          6.6090721983099440E+052         -3.1799675061229619E+033          0.0000000000000000E+000         -5.4392212726419905E+026         -3.1799669622008348E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          6.1368702071959024E+003          3.7908939020496484E+002          2.9916345726194027E+002          7.9851863360400941E+000          3.1940743844112340E+001          1.5000000440763719E+002          8.0056479540933054E+001         -2.0482987351548662E-001         -1.0000000000000000E+000          1.9999492792845974E+000          4.9998734330228695E-001         -1.8577901537966518E+001         -1.0803915432557524E+001         -1.8603477799190209E+001         -9.8999999999999986E+001         -1.9820574163361908E+001         -1.0803915439865520E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.5864910753684151E-008          6.6090721620860556E+052         -3.2895174584437165E+033          0.0000000000000000E+000         -5.4392205261503061E+026         -3.2895169145216638E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          9.6028375238664521E+003          3.7908940705860635E+002          2.9916346391207719E+002          7.9851863360402318E+000          3.1940742956594065E+001          1.5000000701545775E+002          8.0056481923192834E+001         -1.9498589413652415E-001         -1.0000000000000000E+000          1.9999492237131915E+000          4.9998734330229144E-001         -1.7547443271597185E+001         -1.0789221049478911E+001         -1.7573019532820876E+001         -9.8999999999999986E+001         -1.8790115896992567E+001         -1.0789221125260223E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.6451349039572814E-007          6.6090721253575719E+052         -3.4027229469386941E+033          0.0000000000000000E+000         -5.4392197444036589E+026         -3.4027224030167198E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          1.3194755993408720E+004          3.7908942510561519E+002          2.9916347103308590E+002          7.9851863360414423E+000          3.1940742006230497E+001          1.5000000980792223E+002          8.0056484474136894E+001         -1.8568831356726578E-001         -1.0000000000000000E+000          1.9999491642066485E+000          4.9998734330233341E-001         -1.6619648208946138E+001         -1.0775266145500712E+001         -1.6645224470169833E+001         -9.8999999999999986E+001         -1.7862320834341471E+001         -1.0775266766945514E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.3490923366241035E-006          6.6090720860282634E+052         -3.5138358219531786E+033          0.0000000000000000E+000         -5.4392189109435192E+026         -3.5138352780312872E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          1.6914661233756768E+004          3.7908944437275414E+002          2.9916347863547509E+002          7.9851863360499209E+000          3.1940740991599284E+001          1.5000001278911495E+002          8.0056487197560145E+001         -1.7769012180298083E-001         -1.0000000000000000E+000          1.9999491006752210E+000          4.9998734330262889E-001         -1.5821934737277795E+001         -1.0762678682054238E+001         -1.5847510998501511E+001         -9.8999999999999986E+001         -1.7064607362672756E+001         -1.0762682471102618E+001         -9.8999999999999986E+001          1.0000000000000000E+000          8.2256018377579880E-006          6.6090720440388251E+052         -3.6171680031060862E+033          0.0000000000000000E+000         -5.4392180153599657E+026         -3.6171674591842848E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          2.0346800563192344E+004          3.7908946257886618E+002          2.9916348581900559E+002          7.9851863360821040E+000          3.1940740032792167E+001          1.5000001560591400E+002          8.0056489771052995E+001         -1.7249105342019067E-001         -1.0000000000000000E+000          1.9999490406365532E+000          4.9998734330375094E-001         -1.5289106015728496E+001         -1.0753939663383253E+001         -1.5314682276952309E+001         -9.8999999999999986E+001         -1.6531778641121843E+001         -1.0753952328940194E+001         -9.8999999999999986E+001          1.0000000000000000E+000          2.7495231866798795E-005          6.6090720043578837E+052         -3.6906848723255162E+033          0.0000000000000000E+000         -5.4392171592141633E+026         -3.6906843284038001E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          2.3672666472090346E+004          3.7908948047809201E+002          2.9916349288110530E+002          7.9851863361551283E+000          3.1940739090059761E+001          1.5000001837485337E+002          8.0056492301246209E+001         -1.7002618061768604E-001         -1.0000000000000000E+000          1.9999489815998619E+000          4.9998734330629735E-001         -1.4991695815711694E+001         -1.0749262878149995E+001         -1.5017272076935750E+001         -9.8999999999999986E+001         -1.6234368441101044E+001         -1.0749287730290471E+001         -9.8999999999999986E+001          1.0000000000000000E+000          5.3949919526869206E-005          6.6090719653392551E+052         -3.7306347788931492E+033          0.0000000000000000E+000         -5.4392163247713172E+026         -3.7306342349715167E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          2.6939540872760641E+004          3.7908949811945092E+002          2.9916349984135815E+002          7.9851863362398614E+000          3.1940738160882084E+001          1.5000002110378472E+002          8.0056494795012497E+001         -1.7184246341578860E-001         -1.0000000000000000E+000          1.9999489234105918E+000          4.9998734330925204E-001         -1.5076476771688430E+001         -1.0750361869587476E+001         -1.5102053032912824E+001         -9.8999999999999986E+001         -1.6319149397072248E+001         -1.0750382366085139E+001         -9.8999999999999986E+001          1.0000000000000000E+000          4.4494756731753694E-005          6.6090719268807313E+052         -3.7212096073649652E+033          0.0000000000000000E+000         -5.4392154967578041E+026         -3.7212090634434157E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
