 #pulse    Mcore         M_csh         t_csh         Ddredge       lambda        DMh           THeshell       Tbce       THshell     interpulse       Mtot         MaxL          MaxLHe       maxR	   Mbol		Teff
   1   9.399024E-01  1.597226E-03  2.557263E+01  0.000000E+00  0.000000E+00  2.779663E-03  2.338414E+08  3.813584E+07  8.339199E+07  0.000000E+00  5.999983E+00  2.435039E+04  9.502962E+04  4.048586E+02 -6.246265E+00  3.627339E+03
   2   9.406162E-01  1.916707E-03  2.097001E+01  0.000000E+00  0.000000E+00  6.654859E-04  2.454292E+08  4.673750E+07  8.465414E+07  2.477323E+03  5.999981E+00  2.537408E+04  2.080281E+05  4.171274E+02 -6.290976E+00  3.611594E+03
   3   9.413790E-01  1.995802E-03  1.937056E+01  1.342297E-04  1.812913E-01  7.404089E-04  2.533409E+08  5.533164E+07  8.578960E+07  2.604064E+03  5.999978E+00  2.646087E+04  3.235780E+05  4.299868E+02 -6.336510E+00  3.594874E+03
   4   9.420645E-01  2.037466E-03  1.814485E+01  3.067851E-04  3.742456E-01  8.197427E-04  2.612247E+08  6.306779E+07  8.684859E+07  2.624652E+03  5.999973E+00  2.796942E+04  4.801570E+05  4.475735E+02 -6.396709E+00  3.573483E+03
   5   9.426587E-01  2.083838E-03  1.698978E+01  4.650950E-04  5.162080E-01  9.009838E-04  2.685461E+08  6.794452E+07  8.775958E+07  2.669104E+03  5.999965E+00  2.965035E+04  7.040950E+05  4.677713E+02 -6.460075E+00  3.549380E+03
   6   9.431725E-01  2.116978E-03  1.593798E+01  5.954504E-04  6.083303E-01  9.788275E-04  2.752674E+08  7.119923E+07  8.856214E+07  2.728684E+03  5.999951E+00  3.118938E+04  1.033337E+06  4.860256E+02 -6.515017E+00  3.527936E+03
   7   9.436286E-01  2.142787E-03  1.477908E+01  7.141232E-04  6.790795E-01  1.051605E-03  2.815414E+08  7.372802E+07  8.928990E+07  2.812184E+03  5.999925E+00  3.252444E+04  1.505478E+06  5.022192E+02 -6.560525E+00  3.508355E+03
   8   9.440371E-01  2.162874E-03  1.420745E+01  8.603930E-04  7.664331E-01  1.122594E-03  2.873858E+08  7.624689E+07  9.000513E+07  2.905261E+03  5.999884E+00  3.369386E+04  2.146221E+06  5.151882E+02 -6.598876E+00  3.494515E+03
   9   9.443942E-01  2.197802E-03  1.416688E+01  9.744763E-04  8.004014E-01  1.217484E-03  2.935968E+08  7.886428E+07  9.077608E+07  3.047883E+03  5.999819E+00  3.461561E+04  3.200509E+06  5.257513E+02 -6.628180E+00  3.483653E+03
  10   9.447114E-01  2.216935E-03  1.363478E+01  1.101255E-03  8.525680E-01  1.291692E-03  2.988070E+08  8.155678E+07  9.162111E+07  3.166070E+03  5.999732E+00  3.520385E+04  4.458769E+06  5.323069E+02 -6.646476E+00  3.476800E+03
