                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9984370886443881E+000          1.9984370886443881E+000          2.8609887858785787E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260316" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          3.3615999999999997E+002          2.8614791137409011E+003          1.3460440262623733E+003          1.1900467784813351E+001          1.1898428366321646E+001          5.1002372950722486E+002          5.1006367112883618E+002         -3.5409506510457722E-001         -1.0000000000000000E+000          1.9980946112797688E+000          1.9984370893762835E+000         -1.5545018378356161E+001         -6.9587825215568992E+000         -1.5570594639599733E+001         -9.8999999999999986E+001         -1.6787691003423799E+001         -6.9587825226829256E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.4444878441158059E-009          4.4275885968708818E+053         -3.8607523201480176E+038          0.0000000000000000E+000         -5.6760444450638189E+025         -3.8607523201474502E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          4.6286595211243781E+002          2.8614901421209001E+003          1.3460466201424692E+003          1.1900467784823491E+001          1.1898382504965126E+001          5.1002426321549046E+002          5.1006510318061180E+002         -3.7673429366607980E-001         -1.0000000000000000E+000          1.9980869098130916E+000          1.9984370893762853E+000         -1.7891922712293223E+001         -7.3463516568791301E+000         -1.7917498973536794E+001         -9.8999999999999986E+001         -1.9134595337360857E+001         -7.3463516568914953E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.6844337067529985E-011          4.4275800632587389E+053         -1.5816284946809518E+038          0.0000000000000000E+000         -5.6759322137167800E+025         -1.5816284946803842E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          5.9326833225357359E+002          2.8614967339565251E+003          1.3460481705430450E+003          1.1900467784826658E+001          1.1898355093045712E+001          5.1002458222017708E+002          5.1006595913995505E+002         -3.9019870046991673E-001         -1.0000000000000000E+000          1.9980823065484332E+000          1.9984370893762853E+000         -1.9092924043722494E+001         -7.5174506065185005E+000         -1.9118500304966066E+001         -9.8999999999999986E+001         -2.0335596668790128E+001         -7.5174506065196542E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.5058224830676021E-012          4.4275749625955143E+053         -1.0666121621727136E+038          0.0000000000000000E+000         -5.6758787483537683E+025         -1.0666121621721460E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          7.3637255445961159E+002          2.8615016898276717E+003          1.3460493361634244E+003          1.1900467784828464E+001          1.1898334484291258E+001          5.1002482205355869E+002          5.1006660266673919E+002         -4.0462559265323167E-001         -1.0000000000000000E+000          1.9980788457346554E+000          1.9984370893762853E+000         -2.0424392303891263E+001         -7.6899565229459421E+000         -2.0449968565134835E+001         -9.8999999999999986E+001         -2.1667064928958897E+001         -7.6899565229460221E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.7377526433899381E-013          4.4275711278213881E+053         -7.1697063267538419E+037          0.0000000000000000E+000         -5.6758373975930054E+025         -7.1697063267481656E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          8.7066388985633773E+002          2.8615047869370496E+003          1.3460500646027399E+003          1.1900467784829173E+001          1.1898321605137237E+001          5.1002497193416701E+002          5.1006700483061775E+002         -4.1948021276191433E-001         -1.0000000000000000E+000          1.9980766829473633E+000          1.9984370893762853E+000         -2.1934426497462642E+001         -7.8666863778820675E+000         -2.1960002758706214E+001         -9.8999999999999986E+001         -2.3177099122530276E+001         -7.8666863778820719E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.0664717870795691E-015          4.4275687313295777E+053         -4.7727862221722174E+037          0.0000000000000000E+000         -5.6758112972605018E+025         -4.7727862221665421E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          1.0030345016536163E+003          2.8615068405928350E+003          1.3460505476218352E+003          1.1900467784829480E+001          1.1898313065137765E+001          5.1002507131808028E+002          5.1006727150058316E+002         -4.3346840988523644E-001         -1.0000000000000000E+000          1.9980752488312759E+000          1.9984370893762853E+000         -2.3504097957312027E+001         -8.0320697367034057E+000         -2.3529674218555598E+001         -9.8999999999999986E+001         -2.4746770582379657E+001         -8.0320697367034075E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.1797686127996573E-016          4.4275671422456985E+053         -3.2612863683560193E+037          0.0000000000000000E+000         -5.6757942306896774E+025         -3.2612863683503435E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          1.1427928742333454E+003          2.8615083494801083E+003          1.3460509025114673E+003          1.1900467784829646E+001          1.1898306790530155E+001          5.1002514433859795E+002          5.1006746743160420E+002         -4.4659573005157788E-001         -1.0000000000000000E+000          1.9980741951408558E+000          1.9984370893762853E+000         -2.5092574500984824E+001         -8.1831671958570240E+000         -2.5118150762228396E+001         -9.8999999999999986E+001         -2.6335247126052458E+001         -8.1831671958570240E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1614925636879869E-017          4.4275659746948395E+053         -2.3029881591534504E+037          0.0000000000000000E+000         -5.6757818297558850E+025         -2.3029881591477746E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.2929558034687736E+003          2.8615095135298302E+003          1.3460511762953950E+003          1.1900467784829738E+001          1.1898301949910074E+001          5.1002520067114597E+002          5.1006761858499823E+002         -4.5889587659211345E-001         -1.0000000000000000E+000          1.9980733822589538E+000          1.9984370893762853E+000         -2.6697938937304237E+001         -8.3217384201116165E+000         -2.6723515198547808E+001         -9.8999999999999986E+001         -2.7940611562371870E+001         -8.3217384201116165E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.9648176822663981E-019          4.4275650739735496E+053         -1.6738658824511792E+037          0.0000000000000000E+000         -5.6757722987613957E+025         -1.6738658824455034E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          1.4526579033970588E+003          2.8615104252832029E+003          1.3460513907393058E+003          1.1900467784829800E+001          1.1898298158448956E+001          5.1002524479414751E+002          5.1006773697737106E+002         -4.7090044488930349E-001         -1.0000000000000000E+000          1.9980727455615743E+000          1.9984370893762853E+000         -2.8355565862428001E+001         -8.4524065359303204E+000         -2.8381142123671573E+001         -9.8999999999999986E+001         -2.9598238487495632E+001         -8.4524065359303204E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1783231556969829E-020          4.4275643684748941E+053         -1.2389468619345389E+037          0.0000000000000000E+000         -5.6757648345930057E+025         -1.2389468619288631E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
