q,R,e_init,age,a,e,spin1,type1,m1,m2,amloss
0.8,550,0.626734693877551,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24606915e+09
 1.24606915e+09 1.24606915e+09]","[1380.59187541 1380.59187541 1380.59187541 ... 1139.46758469 1139.46758469
 1139.41516774]",[0.62673469 0.62673469 0.62673469 ... 0.53118402 0.53118402 0.53116152],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 4.31131662e-08
 4.31131662e-08 4.30993614e-08]",[1 1 1 ... 6 6 6],[2.        2.        2.        ... 1.9999387 1.9999387 1.9999387],[1.6        1.6        1.6        ... 1.60000123 1.60000123 1.60000123],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.92631494e-07
 -4.92631494e-07 -4.92634508e-07]"
0.8,550,0.6448979591836734,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24606910e+09
 1.24606910e+09 1.24606910e+09]","[1380.59187541 1380.59187541 1380.59187541 ... 1082.21629843 1082.21629843
 1082.1795942 ]",[0.64489796 0.64489796 0.64489796 ... 0.52376625 0.52376625 0.52374928],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 4.90881155e-08
 4.90881155e-08 4.90447443e-08]",[1 1 1 ... 6 6 6],[2.         2.         2.         ... 1.99993871 1.99993871 1.99993871],[1.6        1.6        1.6        ... 1.60000128 1.60000128 1.60000128],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.88173788e-07
 -4.88173788e-07 -4.88175498e-07]"
0.8,550,0.6630612244897959,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24606907e+09
 1.24606907e+09 1.24606907e+09]","[1380.59187541 1380.59187541 1380.59187541 ... 1017.21392286 1017.21392286
 1017.15638316]",[0.66306122 0.66306122 0.66306122 ... 0.51086284 0.51086284 0.51083347],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 5.59692177e-08
 5.59692177e-08 5.58327501e-08]",[1 1 1 ... 6 6 6],[2.         2.         2.         ... 1.99993872 1.99993872 1.99993872],[1.6        1.6        1.6        ... 1.60000134 1.60000134 1.60000134],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.83351871e-07
 -4.83351871e-07 -4.83354140e-07]"
0.8,550,0.6812244897959183,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24606905e+09
 1.24606905e+09 1.24606905e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  945.84505136  945.84505136
  945.8129542 ]",[0.68122449 0.68122449 0.68122449 ... 0.49146489 0.49146489 0.49144632],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 6.30302821e-08
 6.30302821e-08 6.29073710e-08]",[1 1 1 ... 6 6 6],[2.         2.         2.         ... 1.99993872 1.99993872 1.99993872],[1.6        1.6        1.6        ... 1.60000141 1.60000141 1.60000141],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.78441431e-07
 -4.78441431e-07 -4.78442512e-07]"
0.8,550,0.6993877551020408,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585380e+09
 1.24585380e+09 1.24585381e+09]","[1380.59187541 1380.59187541 1380.59187541 ... 1035.57272065 1035.57272065
 1035.36444096]",[0.69938776 0.69938776 0.69938776 ... 0.57843562 0.57843562 0.57834751],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 5.84378979e-08
 5.84378979e-08 5.84068472e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994207 1.99994207 1.99994207],[1.6        1.6        1.6        ... 1.60000036 1.60000036 1.60000036],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.26724232e-07
 -4.26724232e-07 -4.26727286e-07]"
0.8,550,0.7175510204081632,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585373e+09
 1.24585373e+09 1.24585373e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  966.73332747  966.73332747
  966.67623853]",[0.71755102 0.71755102 0.71755102 ... 0.56974847 0.56974847 0.56972189],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 6.85076129e-08
 6.85076129e-08 6.84135919e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994207 1.99994207 1.99994207],[1.6        1.6        1.6        ... 1.60000039 1.60000039 1.60000039],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.22620090e-07
 -4.22620090e-07 -4.22620787e-07]"
0.8,550,0.7357142857142857,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585369e+09
 1.24585369e+09 1.24585369e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  879.14026265  879.14026265
  879.10322498]",[0.73571429 0.73571429 0.73571429 ... 0.54747314 0.54747314 0.54745294],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 8.05504653e-08
 8.05504653e-08 8.04208566e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994208 1.99994208 1.99994208],[1.6        1.6        1.6        ... 1.60000044 1.60000044 1.60000044],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.18943933e-07
 -4.18943933e-07 -4.18944335e-07]"
0.8,550,0.7538775510204081,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585367e+09
 1.24585367e+09 1.24585367e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  769.62033004  769.62033004
  769.61076092]",[0.75387755 0.75387755 0.75387755 ... 0.49921846 0.49921846 0.49921174],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 9.02622234e-08
 9.02622234e-08 9.02108312e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994208 1.99994208 1.99994208],[1.6        1.6        1.6        ... 1.60000052 1.60000052 1.60000052],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.15707969e-07
 -4.15707969e-07 -4.15708073e-07]"
0.8,550,0.7720408163265305,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585368e+09
 1.24585368e+09 1.24585368e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  629.33191521  629.33191521
  629.31350341]",[0.77204082 0.77204082 0.77204082 ... 0.37452279 0.37452279 0.37450291],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 8.13830366e-08
 8.13830366e-08 8.13113546e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994208 1.99994208 1.99994208],[1.6        1.6        1.6        ... 1.60000063 1.60000063 1.60000063],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.12692928e-07
 -4.12692928e-07 -4.12693157e-07]"
0.8,550,0.790204081632653,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585381e+09
 1.24585381e+09 1.24585382e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  513.33663553  513.33663553
  513.09553867]",[0.79020408 0.79020408 0.79020408 ... 0.14715085 0.14715085 0.14681411],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 6.57935002e-08
 6.57935002e-08 6.62788781e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994207 1.99994207 1.99994207],[1.6        1.6        1.6        ... 1.60000083 1.60000083 1.60000083],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.08429032e-07
 -4.08429032e-07 -4.08433554e-07]"
0.8,550,0.8083673469387754,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24595846e+09
 1.24595846e+09 1.24595846e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  457.97820264  457.97820264
  457.66623332]",[0.80836735 0.80836735 0.80836735 ... 0.00222113 0.00222113 0.00220933],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 7.86685695e-08
 7.86685695e-08 7.95854458e-08]",[1 1 1 ... 6 6 6],[2.         2.         2.         ... 1.99994077 1.99994077 1.99994077],[1.6        1.6        1.6        ... 1.60000154 1.60000154 1.60000154],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.06819148e-07
 -4.06819148e-07 -4.06824265e-07]"
0.8,550,0.8265306122448979,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585374e+09
 1.24585374e+09 1.24585374e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  419.54803777  419.54803777
  419.37286539]","[8.26530612e-01 8.26530612e-01 8.26530612e-01 ... 2.30958216e-05
 2.30958216e-05 2.30250532e-05]","[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 8.55532802e-08
 8.55532802e-08 8.59864333e-08]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994207 1.99994207 1.99994207],[1.6        1.6        1.6        ... 1.60000138 1.60000138 1.60000138],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.79415927e-07
 -3.79415927e-07 -3.79417545e-07]"
0.8,550,0.8446938775510203,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585365e+09
 1.24585365e+09 1.24585366e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  379.11695137  379.11695137
  379.03240877]","[8.44693878e-01 8.44693878e-01 8.44693878e-01 ... 9.96226159e-08
 9.96226159e-08 9.96226159e-08]","[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 1.01201766e-07
 1.01201766e-07 1.01264569e-07]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994208 1.99994208 1.99994208],[1.6        1.6        1.6        ... 1.60000161 1.60000161 1.60000161],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.76093562e-07
 -3.76093562e-07 -3.76094075e-07]"
0.8,550,0.8628571428571428,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24585359e+09
 1.24585359e+09 1.24585359e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  335.50528285  335.50528285
  335.48131722]","[8.62857143e-01 8.62857143e-01 8.62857143e-01 ... 9.98969719e-08
 9.98969719e-08 9.98969719e-08]","[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 1.34375930e-07
 1.34375930e-07 1.34286944e-07]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994208 1.99994208 1.99994208],[1.6        1.6        1.6        ... 1.60000192 1.60000192 1.60000192],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.74324947e-07
 -3.74324947e-07 -3.74325063e-07]"
0.8,550,0.8810204081632652,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.24580777e+09
 1.24580787e+09 1.24580795e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  264.04888209  264.02963884
  264.01461919]","[8.81020408e-01 8.81020408e-01 8.81020408e-01 ... 9.65009005e-08
 9.65009005e-08 9.65009004e-08]","[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 2.77003505e-07
 2.77085171e-07 2.77132740e-07]",[1 1 1 ... 5 5 5],[2.         2.         2.         ... 1.99994271 1.99994271 1.99994271],[1.6        1.6        1.6        ... 1.60000223 1.60000223 1.60000223],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.67023959e-07
 -3.67034932e-07 -3.67044358e-07]"
0.8,550,0.8991836734693877,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.10460788e+09
 1.10460809e+09 1.10460825e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  224.71567213  224.69819488
  224.67609658]","[8.99183673e-01 8.99183673e-01 8.99183673e-01 ... 9.93579540e-08
 9.93579540e-08 9.93579540e-08]","[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 3.53235028e-07
 3.53562100e-07 3.53987497e-07]",[1 1 1 ... 3 3 3],[2. 2. 2. ... 2. 2. 2.],[1.6 1.6 1.6 ... 1.6 1.6 1.6],[0. 0. 0. ... 0. 0. 0.]
0.8,550,0.9173469387755101,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.10006689e+09
 1.10006689e+09 1.10007020e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  433.78820627  433.78820627
  433.33103856]",[0.91734694 0.91734694 0.91734694 ... 0.72539879 0.72539879 0.72506953],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 9.16546820e-07
 9.16546820e-07 9.16499995e-07]",[1 1 1 ... 3 3 3],[2. 2. 2. ... 2. 2. 2.],[1.6 1.6 1.6 ... 1.6 1.6 1.6],[0. 0. 0. ... 0. 0. 0.]
0.8,550,0.9355102040816325,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.09707994e+09
 1.09707994e+09 1.09708386e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  449.6240921   449.6240921
  449.18838688]",[0.9355102  0.9355102  0.9355102  ... 0.79831544 0.79831544 0.7981088 ],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 1.19941782e-06
 1.19941782e-06 1.19988033e-06]",[1 1 1 ... 3 3 3],[2. 2. 2. ... 2. 2. 2.],[1.6 1.6 1.6 ... 1.6 1.6 1.6],[0. 0. 0. ... 0. 0. 0.]
0.8,550,0.953673469387755,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.09205449e+09
 1.09205449e+09 1.09206608e+09]","[1380.59187541 1380.59187541 1380.59187541 ...  443.05481769  443.05481769
  442.09426819]",[0.95367347 0.95367347 0.95367347 ... 0.85462493 0.85462493 0.8543015 ],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 1.58393972e-06
 1.58393972e-06 1.58615397e-06]",[1 1 1 ... 3 3 3],[2. 2. 2. ... 2. 2. 2.],[1.6 1.6 1.6 ... 1.6 1.6 1.6],[0. 0. 0. ... 0. 0. 0.]
0.8,550,0.9718367346938775,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.06989431e+09
 1.06989431e+09 1.06992728e+09]","[1380.59187541 1380.59187546 1380.59187551 ...  612.82511026  612.82511026
  608.26148249]",[0.97183673 0.97183673 0.97183673 ... 0.93705319 0.93705319 0.93657328],"[1.37401871e-04 1.37416591e-04 1.37430803e-04 ... 1.57093158e-06
 1.57093158e-06 1.58023664e-06]",[1 1 1 ... 3 3 3],[2. 2. 2. ... 2. 2. 2.],[1.6 1.6 1.6 ... 1.6 1.6 1.6],[0. 0. 0. ... 0. 0. 0.]
0.8,550,0.99,"[1.09365005e+07 1.11810220e+07 1.14377696e+07 ... 1.05147469e+09
 1.05147469e+09 1.05154607e+09]","[1380.59187541 1380.59189584 1380.59191724 ... 1338.05995618 1338.05995618
 1335.48426283]",[0.99       0.99       0.99       ... 0.98968216 0.98968216 0.98966223],"[1.37401871e-04 1.37416589e-04 1.37430801e-04 ... 3.94273918e-06
 3.94273918e-06 3.89776487e-06]",[1 1 1 ... 3 3 3],[2. 2. 2. ... 2. 2. 2.],[1.6 1.6 1.6 ... 1.6 1.6 1.6],[0. 0. 0. ... 0. 0. 0.]
