q,R,e_init,age,a,e,spin1,type1,m1,m2,amloss
0.8,200.0,0.1,1246069046.577954,477.4009733165707,3.0106398405434366e-06,6.886821969622658e-08,6,1.9999387219933322,1.6000021318637507,-4.2684563381087706e-07
0.8,200.0,0.11816326530612245,1246069044.3397765,475.4522670307509,2.4944202760908494e-06,6.950459017122898e-08,6,1.9999387222575638,1.600002138944904,-4.265379483424042e-07
0.8,200.0,0.1363265306122449,1246069041.770934,473.17268090198775,1.8681286872464757e-06,7.027691605988976e-08,6,1.999938722551553,1.6000021473009935,-4.2618124562362243e-07
0.8,200.0,0.15448979591836737,1246069038.884462,470.5648052008125,1.2602646998510055e-06,7.118625574757972e-08,6,1.999938722871288,1.600002156976528,-4.257768347748215e-07
0.8,200.0,0.1726530612244898,1246069035.6953743,467.62464056592535,7.597187002238067e-07,7.225165325868488e-08,6,1.9999387232114156,1.600002168022749,-4.253258769677194e-07
0.8,200.0,0.19081632653061226,1245958515.7157094,460.8189755665602,7.217834314208502e-05,8.688074218860947e-08,6,1.9999407651762044,1.6000015680160389,-3.9994786655375845e-07
0.8,200.0,0.2089795918367347,1245958480.6828506,458.7787112964245,4.94038888520422e-05,8.217618280508104e-08,6,1.9999407684938564,1.6000015811043489,-3.9942906326088277e-07
0.8,200.0,0.22714285714285715,1245958456.3347807,455.8920985281114,3.0390914313242727e-05,7.957927718987505e-08,6,1.9999407707193448,1.6000015960976313,-3.9888879656633297e-07
0.8,200.0,0.2453061224489796,1245958436.6649992,452.4261039553955,1.6655912881523184e-05,7.80665495309833e-08,6,1.9999407724406189,1.600001612905669,-3.983214486026681e-07
0.8,200.0,0.26346938775510204,1245958419.6113205,448.4828186158932,7.99900712948647e-06,7.723935058121906e-08,6,1.9999407738619666,1.6000016315669812,-3.977273945444706e-07
0.8,200.0,0.2816326530612245,1245853844.8505728,440.8024340250301,2.994057330325882e-05,9.087157457455957e-08,5,1.9999420654619962,1.6000012650506172,-3.820223255915987e-07
0.8,200.0,0.2997959183673469,1245853809.619574,436.8835096120675,1.3241089087577961e-05,8.734264699885962e-08,5,1.9999420679954416,1.600001287258691,-3.8142363211927074e-07
0.8,200.0,0.3179591836734694,1245853783.667071,432.20594686193726,4.866337426359628e-06,8.577972360220331e-08,5,1.9999420697587877,1.600001311847367,-3.808171063279681e-07
0.8,200.0,0.33612244897959187,1245853762.234615,426.9699462978774,1.435763961954733e-06,8.533366969732782e-08,5,1.9999420711269436,1.600001338870027,-3.802025021964869e-07
0.8,200.0,0.3542857142857143,1245853743.5079126,421.2496206468689,3.2380311192862227e-07,8.57242430160411e-08,5,1.9999420722433134,1.6000013684696472,-3.795821694475106e-07
0.8,200.0,0.37244897959183676,1245853726.547056,415.09267569854455,9.714684982276184e-08,8.679794099406364e-08,5,1.9999420731828121,1.6000014008363077,-3.7896043844537813e-07
0.8,200.0,0.3906122448979592,1245853710.805749,408.5194979388528,9.851115215752936e-08,8.850051972149786e-08,5,1.9999420739899703,1.6000014361987562,-3.7834277513217e-07
0.8,200.0,0.40877551020408165,1245853695.9545507,401.5488745955906,9.793672620390163e-08,9.080789946379075e-08,5,1.999942074692023,1.6000014748270808,-3.7773544177567844e-07
0.8,200.0,0.4269387755102041,1245853681.7205362,394.1845248145595,9.936350729146651e-08,9.375287917828877e-08,5,1.9999420753103718,1.6000015170343422,-3.771453418393364e-07
0.8,200.0,0.44510204081632654,1245853667.933542,386.44197636020414,9.872836231968348e-08,9.734502978068042e-08,5,1.9999420758592783,1.600001563178868,-3.7658057173222484e-07
0.8,200.0,0.463265306122449,1245853654.4344156,378.3219848332094,9.909359292850215e-08,1.0165822274391354e-07,5,1.9999420763504554,1.6000016136763273,-3.760501694396771e-07
0.8,200.0,0.48142857142857143,1245853641.0871196,369.82992259077906,9.947475750355262e-08,1.0676819966955124e-07,5,1.9999420767932168,1.6000016690069452,-3.75563538039312e-07
