  1 6.86335e+07 6.86336e+07 5.99998 0.939898 0 25.57 0.001597
2.44043e-24  3.74275e-20  5.55253e-33  0  0.242162  2.35835e-27  0  0  0.00195646  5.9622e-15  6.31625e-07  
7.97201e-19  0.000143189  5.78853e-09  2.40049e-35  5.86636e-21  5.79993e-06  2.61281e-09  0.000107131  2.1395e-20  2.93923e-24  
6.06079e-09  4.70549e-10  4.56179e-23  4.05051e-28  2.50782e-05  1.90636e-09  6.7132e-05  2.09581e-19  1.88887e-25  4.83568e-17  
7.85521e-07  1.46356e-16  1.03557e-33  1.5474e-07  3.21014e-07  3.99442e-07  2.45467e-20  5.49725e-24  6.54e-07  1.50545e-26  
1.46127e-05  1.04358e-17  4.12843e-25  1.42055e-05  5.92687e-07  4.04695e-07  1.10082e-07  2.8267e-16  1.52093e-17  4.8944e-06  
4.23644e-08  2.19663e-07  5.97369e-16  1.09031e-09  4.74564e-08  9.9321e-10  2.94056e-08  8.18624e-07  3.30697e-14  1.52996e-07  
7.36983e-13  2.52857e-10  4.02532e-08  7.76661e-10  3.04791e-09  6.68175e-07  4.99336e-09  4.74999e-09  9.35324e-10  1.44773e-08  
2.3255e-15  6.49792e-11  2.13775e-19  1.30211e-09  5.27585e-10  2.1604e-16  1.57178e-19  1.33424e-27  2.35762e-09  1.93073e-09  
2.04221e-08  2.80476e-09  1.59437e-09  2.87231e-09  1.29941e-07  1.33108e-08  6.40944e-09  1.48523e-07  6.68282e-07  1.88613e-12  
1.12787e-05  3.52293e-07  6.12865e-08  4.3855e-15  1.04337e-14  2.62976e-08  1.21455e-13  3.6721e-07  1.57277e-08  1.43688e-07  
1.34833e-08  2.08233e-08  1.96258e-13  5.75583e-09  5.31995e-09  3.35726e-17  2.66962e-09  6.9501e-09  1.0909e-14  4.14805e-09  
7.06541e-10  2.93494e-09  3.35929e-19  9.11519e-11  3.33942e-10  8.4123e-20  1.75075e-10  3.13903e-10  3.83641e-17  3.68199e-10  
1.01495e-10  4.97561e-10  5.18902e-11  1.16086e-10  4.90021e-11  2.02808e-10  1.70645e-11  3.65632e-10  1.88292e-11  1.84654e-20  
5.51118e-11  3.68125e-11  1.18537e-11  1.06777e-10  4.87501e-11  3.7556e-10  1.05516e-15  1.2288e-19  1.09348e-10  5.27493e-11  
3.19091e-17  2.33753e-11  4.90855e-11  1.99573e-11  2.26416e-10  9.55056e-18  5.57593e-23  5.34204e-11  3.76694e-19  8.86415e-24  
6.25912e-11  1.35804e-11  2.10665e-11  1.57699e-12  2.01357e-11  4.53277e-18  3.30073e-12  5.10239e-12  2.31694e-12  7.10294e-18  
2.70244e-12  5.12727e-12  6.50469e-12  2.682e-12  7.9925e-12  8.0911e-13  9.4725e-13  3.71128e-12  1.23293e-12  7.72742e-12  
2.07693e-12  4.26999e-12  1.40626e-12  5.72315e-12  1.09952e-12  4.26803e-12  8.41129e-13  1.26556e-22  1.91431e-12  1.7216e-12  
1.53581e-17  3.69483e-12  1.54538e-12  4.88897e-12  1.77283e-12  6.0649e-12  1.44472e-12  6.9463e-12  2.74931e-12  1.00757e-11  
3.51315e-12  1.40739e-11  1.57688e-12  1.95802e-12  6.42541e-13  2.63063e-12  2.17497e-12  1.08762e-11  4.88544e-12  7.23527e-21  
7.44746e-19  8.05078e-12  6.94629e-12  1.33392e-11  8.41954e-12  2.1391e-11  9.50868e-19  5.86343e-12  3.18796e-12  4.06634e-18  
1.87614e-13  5.38436e-20  3.03692e-24  4.00916e-12  2.0513e-12  5.9829e-12  5.85326e-12  3.93648e-11  5.25461e-12  1.21348e-11  
