                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9999426439628114E+000          1.6000012653437705E+000          5.4934874878109338E+002                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260425" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index                       Omega_star                        Omega_orb                   beta_accretion                    eta_accretion                           f_conv                vwind_over_vorbit         angular_momentum_j_orbit               wind_mass_transfer 
                              10          2.5958682111999997E+003          5.4889904737875713E+002          4.3237909271677563E+002          1.7712706867916562E+001          2.2140230628686339E+001          1.7225000370321106E+002          1.5555911060168242E+002         -3.7010434519586555E-001         -1.0000000000000000E+000          1.9999426117613961E+000          1.6000012750041950E+000         -4.0423247822661004E+001         -1.0903312116466154E+001         -1.1426190861746493E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.1058214076451899E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1188249039067306E+053         -6.7947899002451890E+038          0.0000000000000000E+000         -1.8409183709487450E+027         -3.9637734227143302E+034         -6.7943935228845083E+038          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.3021580892957943E-007          1.3248711673614904E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7640345189324426E-001          2.1188249039067306E+053         -2.3616257827782259E+014 
                              20          1.2301193886695537E+004          5.4701988806874760E+002          4.3139169022136844E+002          1.7732967026213032E+001          2.2165553143980897E+001          1.7185664168310396E+002          1.5520387124798705E+002         -3.4308878337848797E-001         -1.0000000000000000E+000          1.9999424847389975E+000          1.6000013131109145E+000         -3.5491272878827267E+001         -1.0865377990900681E+001         -1.1388256736181019E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.1020279950886424E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1164041360287770E+053         -8.8939188933972672E+038          0.0000000000000000E+000         -1.8546343557444385E+027         -4.3209814102504236E+034         -8.8934867952376955E+038          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.3074429591273267E-007          1.3294224534171039E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7600451416823494E-001          2.1164041360287770E+053         -2.5771826983589178E+014 
                              30          2.1477382048393796E+004          5.4529698187813574E+002          4.3048539641325510E+002          1.7751624333035963E+001          2.2188872097232743E+001          1.7149559144474864E+002          1.5487781283120287E+002         -3.2318332344898043E-001         -1.0000000000000000E+000          1.9999423542610655E+000          1.6000013522542942E+000         -3.1905389962229503E+001         -1.0833916322018995E+001         -1.1356795067299332E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0988818282004738E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1141797727488689E+053         -6.5969725249239035E+038          0.0000000000000000E+000         -1.8690345617637506E+027         -4.6404937665459609E+034         -6.5965084755285586E+038          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.3207424562279729E-007          1.3336228620954021E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7558928749587905E-001          2.1141797727488689E+053         -2.7708108269580319E+014 
                              40          2.9217950783941531E+004          5.4441671714515064E+002          4.3002198437183944E+002          1.7761187338884916E+001          2.2200823730781046E+001          1.7131097561878491E+002          1.5471109175270973E+002         -3.1480320145367868E-001         -1.0000000000000000E+000          1.9999422383549978E+000          1.6000013870261141E+000         -3.0396260204672643E+001         -1.0819567926757548E+001         -1.1342446672037886E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0974469886743291E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1130414698237034E+053         -2.7481044434654266E+038          0.0000000000000000E+000         -1.8767491850134246E+027         -4.7935473443740071E+034         -2.7476250887122216E+038          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.3309246449060884E-007          1.3357791903925220E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7536833926173879E-001          2.1130414698237034E+053         -2.8638829983046594E+014 
                              50          3.6071275927639006E+004          5.4464999262819902E+002          4.3014481194655167E+002          1.7758651831053111E+001          2.2197652867647818E+001          1.7135990465518643E+002          1.5475528461431776E+002         -3.2553300283069736E-001         -1.0000000000000000E+000          1.9999421353077331E+000          1.6000014179402939E+000         -3.1692491198970991E+001         -1.0832701083896353E+001         -1.1355579829176691E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.0987603043882096E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1133431763816736E+053          6.9362136062807912E+038          0.0000000000000000E+000         -1.8760267304380855E+027         -4.6510150250763403E+034          6.9366787078020585E+038          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.3487508734269510E-007          1.3352070715270076E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7538898610768762E-001          2.1133431763816736E+053         -2.7785749375085572E+014 
                              60          3.9279687457390770E+004          5.4584357675890578E+002          4.3077301435439955E+002          1.7745698487009804E+001          2.2181460983976098E+001          1.7161016502884578E+002          1.5498129717360595E+002         -3.5885466222781603E-001         -1.0000000000000000E+000          1.9999420902961607E+000          1.6000014314437656E+000         -3.7415814082738272E+001         -1.0882924056979453E+001         -1.1405802802259791E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.1037826016965196E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1148858025317364E+053          2.7532467879620531E+039          0.0000000000000000E+000         -1.8664937003374925E+027         -4.1461101484254877E+034          2.7532882490654041E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4105737247126384E-007          1.3322874036227979E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7566228569633991E-001          2.1148858025317364E+053         -2.4751364225353847E+014 
                              70          3.9737325439631473E+004          5.4621978404482854E+002          4.3097092356040270E+002          1.7741623484661996E+001          2.2176367294367399E+001          1.7168900740098721E+002          1.5505250007531228E+002         -3.7267702638679601E-001         -1.0000000000000000E+000          1.9999420844771587E+000          1.6000014331894656E+000         -4.0771496425795711E+001         -1.0908280450216763E+001         -1.1431159195497100E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.1063182410202506E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1153715630249255E+053          4.0855273794147399E+039          0.0000000000000000E+000         -1.8627674642669374E+027         -3.9120862880238085E+034          4.0855665002794827E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4709713869582857E-007          1.3313697945525545E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7576954602411328E-001          2.1153715630249255E+053         -2.3347627072147222E+014 
                              80          3.9748455038540444E+004          5.4623102670712876E+002          4.3097683722486772E+002          1.7741501763769758E+001          2.2176215145700571E+001          1.7169136326674808E+002          1.5505462766652630E+002         -3.7305861840954962E-001         -1.0000000000000000E+000          1.9999420843398312E+000          1.6000014332306645E+000         -4.0875538348174743E+001         -1.0909022083478677E+001         -1.1431900828759016E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.1063924043464421E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1153860761859514E+053          4.1481326960679149E+039          0.0000000000000000E+000         -1.8626518005894526E+027         -3.9054460654843469E+034          4.1481717505304322E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4738533801699482E-007          1.3313423919696454E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7577287934559356E-001          2.1153860761859514E+053         -2.3307790966809091E+014 
                              90          3.9752018774944670E+004          5.4623464336506970E+002          4.3097873958607755E+002          1.7741462608020743E+001          2.2176166201805668E+001          1.7169212112301517E+002          1.5505531208935469E+002         -3.7318033821567193E-001         -1.0000000000000000E+000          1.9999420842958995E+000          1.6000014332438441E+000         -4.0902394996431347E+001         -1.0909213067896502E+001         -1.1432091813176841E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -1.1064115027882247E+001         -9.8999999999999986E+001          8.0000000000000004E-001          2.9999999999999999E-001          2.1153907448901384E+053          4.1537385760329083E+039          0.0000000000000000E+000         -1.8626213598993534E+027         -3.9037381063566886E+034          4.1537776134158347E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.4742558284835025E-007          1.3313335770581551E-007          2.9999999999999999E-001          5.9999999999999998E-001          1.0000000000000000E+000          3.7577375665786128E-001          2.1153907448901384E+053         -2.3297543435599447E+014 
