                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9986325976443591E+000          1.5989060781154874E+000          2.7973691300157539E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260317" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                              10          4.6212126603285259E+002          2.7976700077467999E+003          1.2802540378128515E+003          1.0290314151993133E+001          1.2861647606737971E+001          5.1001654750360450E+002          4.6061049163738568E+002         -3.8660093275169272E-001         -1.0000000000000000E+000          1.9984391371833639E+000          1.5989060782913640E+000         -1.8580280104963126E+001         -7.4703674475625883E+000         -1.8605856366192789E+001         -9.8999999999999986E+001         -1.9822952730260074E+001         -7.4703674475659598E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.3200000052487263E-012          3.6420309133051516E+053         -8.6900469708107896E+037          0.0000000000000000E+000         -4.1094035643447543E+025         -8.6900469708066793E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          7.2393616909486536E+002          2.7976791044049246E+003          1.2802561191918232E+003          1.0290314151995373E+001          1.2861609967382099E+001          5.1001704778311120E+002          4.6061155893634293E+002         -4.1438626354990260E-001         -1.0000000000000000E+000          1.9984332887905476E+000          1.5989060782913640E+000         -2.1209347948590523E+001         -7.8078113936928943E+000         -2.1234924209820186E+001         -9.8999999999999986E+001         -2.2452020573887470E+001         -7.8078113936929121E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.7401341865991429E-014          3.6420261760055447E+053         -3.9955777852353755E+037          0.0000000000000000E+000         -4.1093509127580009E+025         -3.9955777852312661E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          9.8250998995497741E+002          2.7976833849934569E+003          1.2802570986192679E+003          1.0290314151995876E+001          1.2861592255602183E+001          5.1001728319764828E+002          4.6061206117192501E+002         -4.4150668399463217E-001         -1.0000000000000000E+000          1.9984305367391382E+000          1.5989060782913640E+000         -2.4224898716162080E+001         -8.1237188568159819E+000         -2.4250474977391743E+001         -9.8999999999999986E+001         -2.5467571341459028E+001         -8.1237188568159819E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.4686804675962559E-017          3.6420239467910413E+053         -1.9305132699713951E+037          0.0000000000000000E+000         -4.1093258123510291E+025         -1.9305132699672857E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.2582183701898609E+003          2.7976856338098346E+003          1.2802576131632866E+003          1.0290314151996013E+001          1.2861582950697128E+001          5.1001740687303447E+002          4.6061232502240176E+002         -4.6677506769008115E-001         -1.0000000000000000E+000          1.9984290909456175E+000          1.5989060782913640E+000         -2.7499791174535044E+001         -8.4076806751121982E+000         -2.7525367435764707E+001         -9.8999999999999986E+001         -2.8742463799831992E+001         -8.4076806751121982E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.6262886559493073E-020          3.6420227756691963E+053         -1.0039482384156871E+037          0.0000000000000000E+000         -4.1093128287418360E+025         -1.0039482384115778E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              50          1.5681221655366012E+003          2.7976870282990458E+003          1.2802579322315135E+003          1.0290314151996064E+001          1.2861577180738761E+001          5.1001748356399020E+002          4.6061248863584643E+002         -4.8955346763667928E-001         -1.0000000000000000E+000          1.9984281944111220E+000          1.5989060782913640E+000         -3.0899005706518039E+001         -8.6515764351715898E+000         -3.0924581967747702E+001         -9.8999999999999986E+001         -3.2141678331814987E+001         -8.6515764351715898E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.3332810125644465E-023          3.6420220494577535E+053         -5.7255311055239891E+036          0.0000000000000000E+000         -4.1093047996956517E+025         -5.7255311054828963E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              60          1.8941965523321494E+003          2.7976878968396181E+003          1.2802581309592219E+003          1.0290314151996080E+001          1.2861573586992877E+001          5.1001753132999539E+002          4.6061259054047321E+002         -5.1052946992076376E-001         -1.0000000000000000E+000          1.9984276360159077E+000          1.5989060782913640E+000         -3.4476166688729720E+001         -8.8665142243714161E+000         -3.4501742949959379E+001         -9.8999999999999986E+001         -3.5718839314026667E+001         -8.8665142243714161E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.3161744919351250E-026          3.6420215971459290E+053         -3.4904235007869979E+036          0.0000000000000000E+000         -4.1092998124440186E+025         -3.4904235007459050E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              70          2.2359847425911912E+003          2.7976884598166575E+003          1.2802582597719991E+003          1.0290314151996087E+001          1.2861571257573052E+001          5.1001756229130922E+002          4.6061265659376295E+002         -5.3065337156126657E-001         -1.0000000000000000E+000          1.9984272740713187E+000          1.5989060782913640E+000         -3.8399507205370945E+001         -9.0658755614808229E+000         -3.8425083466600604E+001         -9.8999999999999986E+001         -3.9642179830667892E+001         -9.0658755614808229E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.3731270503907851E-030          3.6420213039631542E+053         -2.2055498305462611E+036          0.0000000000000000E+000         -4.1092965875329510E+025         -2.2055498305051683E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              80          2.5984005816123440E+003          2.7976888498973103E+003          1.2802583490249604E+003          1.0290314151996087E+001          1.2861569643543863E+001          5.1001758374406216E+002          4.6061270236136562E+002         -5.4891066948033562E-001         -1.0000000000000000E+000          1.9984270232839236E+000          1.5989060782913640E+000         -4.2438822008798141E+001         -9.2384014232551088E+000         -4.2464398270027807E+001         -9.8999999999999986E+001         -4.3681494634095088E+001         -9.2384014232551088E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.9429647353353987E-034          3.6420211008200244E+053         -1.4824876124938259E+036          0.0000000000000000E+000         -4.1092943625804805E+025         -1.4824876124527331E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              90          2.9746448941178273E+003          2.7976891256320200E+003          1.2802584121148307E+003          1.0290314151996098E+001          1.2861568502641871E+001          5.1001759890827941E+002          4.6061273471292230E+002         -5.6641522339795936E-001         -1.0000000000000000E+000          1.9984268460108963E+000          1.5989060782913640E+000         -4.6831228247332767E+001         -9.3985163118131361E+000         -4.6856804508562433E+001         -9.8999999999999986E+001         -4.8073900872629714E+001         -9.3985163118131361E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.4810623593132908E-038          3.6420209572250795E+053         -1.0253596601994821E+036          0.0000000000000000E+000         -4.1092927905311770E+025         -1.0253596601583891E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             100          3.3664441079602871E+003          2.7976893281746811E+003          1.2802584584578890E+003          1.0290314151996094E+001          1.2861567664585282E+001          5.1001761004724972E+002          4.6061275847696078E+002         -5.8270826676499987E-001         -1.0000000000000000E+000          1.9984267157939022E+000          1.5989060782913640E+000         -5.1451384907190821E+001         -9.5420983454587773E+000         -5.1476961168420480E+001         -9.8999999999999986E+001         -5.2694057532487768E+001         -9.5420983454587773E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1618155290383487E-042          3.6420208517465207E+053         -7.3670603098558961E+035          0.0000000000000000E+000         -4.1092916389852069E+025         -7.3670603094449676E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             110          3.7749418289096216E+003          2.7976894820557100E+003          1.2802584936668529E+003          1.0290314151996096E+001          1.2861567027874969E+001          5.1001761851003982E+002          4.6061277653159988E+002         -5.9792272466571028E-001         -1.0000000000000000E+000          1.9984266168620353E+000          1.5989060782913640E+000         -5.6338678787799395E+001         -9.6723538952371531E+000         -5.6364255049029062E+001         -9.8999999999999986E+001         -5.7581351413096343E+001         -9.6723538952371531E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.0328196317054860E-047          3.6420207716095805E+053         -5.4580649489044747E+035          0.0000000000000000E+000         -4.1092907666628047E+025         -5.4580649484935454E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                             120          4.2069877468750019E+003          2.7976896049951351E+003          1.2802585217961798E+003          1.0290314151996091E+001          1.2861566519191140E+001          5.1001762527117609E+002          4.6061279095590510E+002         -6.1250711655750090E-001         -1.0000000000000000E+000          1.9984265378228878E+000          1.5989060782913640E+000         -6.1556168104093288E+001         -9.7923703371792108E+000         -6.1581744365322947E+001         -9.8999999999999986E+001         -6.2798840729390236E+001         -9.7923703371792108E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.6241493844268775E-052          3.6420207075861699E+053         -4.1402091083094843E+035          0.0000000000000000E+000         -4.1092900692443933E+025         -4.1402091078985550E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
