# Initial mass = 3.000, Z =  0.0007, Y =  0.250, M_mix = 1.00E-04
# Final mass = 0.822, Mass expelled =   2.1778
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>         
  X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -6.1546087E-02  1.5705107E+00  1.6320568E+00  7.2116077E-01  7.4949098E-01 -1.6734358E-02
      d      2   1.3404004E-17  1.3404004E-17  0.0000000E+00  6.1549670E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.2310548E-04  2.2310548E-04  0.0000000E+00  1.0244751E-04  0.0000000E+00  0.0000000E+00
    he4      4   4.8597574E-02  5.9309566E-01  5.4449809E-01  2.7234280E-01  2.5005037E-01  3.7088439E-02
    li7      7   4.5669974E-08  4.5981434E-08  3.1145941E-10  2.1114154E-08  1.4303181E-10  2.1691413E+00
    be7      7   1.4931615E-12  1.4931615E-12  0.0000000E+00  6.8564284E-13  0.0000000E+00  0.0000000E+00
     b8      8   3.4182150E-20  3.4182150E-20  0.0000000E+00  1.5696056E-20  0.0000000E+00  0.0000000E+00
    c12     12   1.1827644E-02  1.1959228E-02  1.3158385E-04  5.4915417E-03  6.0427374E-05  1.9584607E+00
    c13     13   2.5468698E-04  2.5572613E-04  1.0391484E-06  1.1742654E-04  4.7720908E-07  2.3910577E+00
    c14     14   5.5447241E-08  5.5447241E-08  0.0000000E+00  2.5460745E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.3180164E-04  2.2922325E-04  9.7421602E-05  1.0525672E-04  4.4739012E-05  3.7156343E-01
    n15     15  -4.9702891E-08  1.2745596E-08  6.2448485E-08  5.8526330E-09  2.8678276E-08 -6.9020176E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
