# Initial mass = 1.900, Z =  0.0007, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.678, Mass expelled =   1.2221
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>         
  X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -7.8621686E-02  8.3728319E-01  9.1590488E-01  6.8509823E-01  7.4949098E-01 -3.9013602E-02
      d      2   7.4758069E-18  7.4758069E-18  0.0000000E+00  6.1170010E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.1525216E-04  2.1525216E-04  0.0000000E+00  1.7612784E-04  0.0000000E+00  0.0000000E+00
    he4      4   6.1205864E-02  3.6677638E-01  3.0557051E-01  3.0011094E-01  2.5005037E-01  7.9254344E-02
    li7      7  -7.4720168E-11  1.0006983E-10  1.7479000E-10  8.1881099E-11  1.4303181E-10 -2.4224898E-01
    be7      7   1.6985845E-17  1.6985845E-17  0.0000000E+00  1.3898490E-17  0.0000000E+00  0.0000000E+00
     b8      8   1.4295973E-28  1.4295973E-28  0.0000000E+00  1.1697532E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.4353350E-02  1.4427194E-02  7.3844414E-05  1.1804901E-02  6.0427374E-05  2.2908287E+00
    c13     13   1.8415178E-06  2.4246845E-06  5.8316664E-07  1.9839727E-06  4.7720908E-07  6.1882704E-01
    c14     14   7.1472148E-09  7.1472148E-09  0.0000000E+00  5.8481340E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.4412518E-05  1.1908520E-04  5.4672681E-05  9.7440221E-05  4.4739012E-05  3.3805186E-01
    n15     15   1.7119575E-08  5.2165458E-08  3.5045883E-08  4.2683840E-08  2.8678276E-08  1.7271045E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   5.2970857E-04  8.1539014E-04  2.8568154E-04  6.6718447E-04  2.3377509E-04  4.5544773E-01
    o17     17   3.8314010E-06  3.8783091E-06  4.6908127E-08  3.1733859E-06  3.8385231E-08  1.9173588E+00
    o18     18  -1.0065366E-07  1.6080713E-07  2.6146080E-07  1.3157876E-07  2.1395509E-07 -2.1113685E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.2703651E-06  3.2778946E-06  7.5294775E-09  2.6821031E-06  6.1614212E-09  2.6387947E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.9904611E-05  7.7380493E-05  4.7475882E-05  6.3315783E-05  3.8849827E-05  2.1212292E-01
   ne21     21   1.2008813E-06  1.2608801E-06  5.9998769E-08  1.0317020E-06  4.9097391E-08  1.3224959E+00
   ne22     22   2.1437602E-03  2.1456883E-03  1.9280546E-06  1.7556871E-03  1.5777398E-06  3.0464120E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.0433668E-23  2.0433668E-23  0.0000000E+00  1.6719636E-23  0.0000000E+00  0.0000000E+00
   na23     23   2.6066351E-05  2.6392934E-05  3.2658278E-07  2.1595743E-05  2.6724481E-07  1.9074589E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   2.1806607E-05  4.6920399E-05  2.5113792E-05  3.8392125E-05  2.0550780E-05  2.7141386E-01
   mg25     25   1.2641878E-05  1.4141405E-05  1.4995262E-06  1.1571057E-05  1.2270722E-06  9.7450292E-01
   mg26     26   7.6024899E-06  9.3194958E-06  1.7170057E-06  7.6255801E-06  1.4050370E-06  7.3458517E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   9.7629163E-07  1.7962168E-06  8.1992516E-07  1.4697357E-06  6.7095010E-07  3.4054905E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   4.9608752E-07  1.8207296E-05  1.7711209E-05  1.4897931E-05  1.4493198E-05  1.1961738E-02
   si29     29   5.2192206E-08  7.1436233E-07  6.6217012E-07  5.8451951E-07  5.4185813E-07  3.2913424E-02
   si30     30   1.0206961E-07  5.5360505E-07  4.5153544E-07  4.5298157E-07  3.6949444E-07  8.8472590E-02
    p31     31   1.1891021E-07  2.4462412E-07  1.2571391E-07  2.0016114E-07  1.0287252E-07  2.8908041E-01
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -9.6348231E-08  1.2843023E-05  1.2939371E-05  1.0508669E-05  1.0588373E-05 -3.2815053E-03
    s33     33   1.3280921E-08  6.3095030E-08  4.9814108E-08  5.1626849E-08  4.0763211E-08  1.0260724E-01
    s34     34   3.0608362E-08  3.2030633E-07  2.8969797E-07  2.6208730E-07  2.3706176E-07  4.3584451E-02
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s36     36   3.5257912E-09  4.9558171E-09  1.4300260E-09  4.0550456E-09  1.1701997E-09  5.3973579E-01
   cl35     35  -1.1236665E-09  6.0770255E-08  6.1893921E-08  4.9724626E-08  5.0648200E-08 -7.9924939E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   2.6770893E-08  4.7682221E-08  2.0911328E-08  3.9015479E-08  1.7111876E-08  3.5793930E-01
