# Initial mass = 5.500, Z =  0.0007, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.969, Mass expelled =   4.5314
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.57536E-01 -4.43858E-01  2.97958E+00
 he   2  11.120772  0.190772  1.956389  3.44839E-01  4.28680E-01  1.56262E+00
  c   6   7.470167 -0.999834  0.765783  2.31316E-04  7.72119E-04  1.04819E-03
  n   7   8.448273  0.578273  2.343890  2.56494E-03  1.14199E-02  1.16229E-02
  o   8   6.945384 -1.784616 -0.018999  9.20313E-05 -6.43262E-04  4.17034E-04
  f   9   2.491600 -1.968400 -0.202783  3.84386E-09 -1.04990E-08  1.74182E-08
 ne  10   6.652791 -1.317209  0.448408  5.91795E-05  8.37662E-05  2.68168E-04
 na  11   4.805153 -1.504847  0.260770  9.57527E-07  3.12850E-06  4.33897E-06
 mg  12   6.207085 -1.432915  0.332702  2.55411E-05  1.00723E-05  1.15738E-04
 al  13   5.064100 -1.405900  0.359717  2.04002E-06  6.20586E-06  9.24420E-06
 si  14   5.940472 -1.609529  0.156088  1.59743E-05  2.56416E-06  7.23864E-05
  p  15   3.792747 -1.677253  0.088364  1.25373E-07  1.02350E-07  5.68119E-07
  s  16   5.714703 -1.445297  0.320320  1.08441E-05 -1.35988E-07  4.91393E-05
 cl  17   3.499006 -1.730994  0.034623  7.29658E-08  2.38609E-08  3.30640E-07
 ar  18   5.018839 -1.421161  0.344456  2.72141E-06 -4.56321E-08  1.23319E-05
  k  19   3.513399 -1.566601  0.199016  8.31790E-08  8.20128E-09  3.76920E-07
 ca  20   4.851826 -1.438174  0.327443  1.85862E-06 -4.22797E-08  8.42222E-06
 sc  21   1.580711 -1.469289  0.296328  1.11676E-09  5.83581E-10  5.06051E-09
 ti  22   3.525553 -1.384447  0.381170  1.04725E-07  3.12014E-10  4.74553E-07
  v  23   2.438872 -1.521128  0.244489  9.12867E-09 -3.29877E-10  4.13660E-08
 cr  24   4.028312 -1.611688  0.153929  3.62027E-07 -4.10103E-09  1.64050E-06
 mn  25   3.213438 -2.266562 -0.500945  5.85827E-08  1.35027E-08  2.65464E-07
 fe  26   5.774383 -1.765617  0.000000  2.16684E-05 -4.73745E-07  9.81889E-05
 co  27   3.224153 -1.645847  0.119770  6.44126E-08  6.92815E-08  2.91881E-07
 ni  28   4.462473 -1.737527  0.028090  1.11050E-06  2.92295E-07  5.03216E-06
 cu  29   2.621149 -1.628851  0.136766  1.73259E-08  5.91745E-08  7.85113E-08
 zn  30   3.164868 -1.465132  0.300485  6.23684E-08  2.96043E-08  2.82619E-07
 ga  31   1.626959 -1.453041  0.312576  1.92661E-09  4.45921E-09  8.73032E-09
 ge  32   2.073541 -1.506459  0.259158  5.61275E-09  1.24332E-08  2.54338E-08
 as  33   0.715087 -1.584913  0.180704  2.53604E-10  3.87494E-10  1.14919E-09
 se  34   1.878428 -1.461572  0.304044  3.89309E-09  9.68598E-09  1.76413E-08
 br  35   1.064694 -1.475306  0.290311  6.04953E-10  1.32960E-09  2.74131E-09
 kr  36   1.954057 -1.295943  0.469674  4.91757E-09  1.47182E-08  2.22836E-08
 rb  37   1.248172 -1.111828  0.653789  9.87266E-10  3.47607E-09  4.47373E-09
 sr  38   1.510907 -1.369093  0.396524  1.85340E-09  5.03084E-09  8.39858E-09
  y  39   0.782085 -1.387915  0.377702  3.51136E-10  9.21081E-10  1.59115E-09
 zr  40   1.071407 -1.458593  0.307024  7.01415E-10  1.60343E-09  3.17842E-09
 nb  41  -0.100953 -1.510953  0.254664  4.80342E-11  9.59837E-11  2.17664E-10
 mo  42   0.322334 -1.617666  0.147951  1.31460E-10  2.73605E-10  5.95703E-10
 ru  44   0.049356 -1.710644  0.054973  7.38650E-11  1.15514E-10  3.34715E-10
 rh  45  -0.657398 -1.717398  0.048219  1.47741E-11  6.74426E-12  6.69479E-11
 pd  46  -0.021111 -1.671111  0.094505  6.61258E-11  8.82961E-11  2.99645E-10
 ag  47  -0.513009 -1.713009  0.052608  2.15945E-11  1.07460E-11  9.78540E-11
 cd  48   0.048599 -1.661401  0.104216  8.20102E-11  1.03554E-10  3.71624E-10
 in  49  -0.946351 -1.706351  0.059266  8.47459E-12  6.18127E-12  3.84020E-11
 sn  50   0.365158 -1.704842  0.060775  1.79517E-10  1.97978E-10  8.13468E-10
 sb  51  -0.944167 -1.954167 -0.188550  9.03226E-12  4.60964E-12  4.09291E-11
 te  52   0.020685 -2.159315 -0.393698  8.72963E-11  6.01144E-11  3.95577E-10
  i  53  -0.219840 -1.769840 -0.004223  4.98994E-11 -3.30937E-12  2.26116E-10
 xe  54   0.473380 -1.766620 -0.001003  2.54730E-10  8.68978E-11  1.15429E-09
 cs  55  -0.668670 -1.748670  0.016947  1.85922E-11  2.83287E-12  8.42494E-11
 ba  56   0.530495 -1.649505  0.116112  3.03886E-10  3.20144E-10  1.37704E-09
 la  57  -0.530277 -1.700277  0.065340  2.67241E-11  1.65080E-11  1.21098E-10
 ce  58  -0.130055 -1.710055  0.055561  6.77473E-11  3.67497E-11  3.06993E-10
 pr  59  -0.974744 -1.734744  0.030873  9.74207E-12  2.83104E-12  4.41456E-11
 nd  60  -0.308222 -1.758222  0.007395  4.62726E-11  1.41341E-11  2.09681E-10
 sm  62  -0.934419 -1.874419 -0.108802  1.14070E-11  2.19133E-12  5.16903E-11
 eu  63  -1.269294 -1.779294 -0.013677  5.33220E-12 -8.93674E-13  2.41625E-11
 gd  64  -0.706289 -1.756289  0.009328  2.01725E-11  1.51040E-12  9.14105E-11
 tb  65  -1.453153 -1.773153 -0.007536  3.65174E-12 -3.70872E-13  1.65476E-11
 dy  66  -0.625845 -1.755845  0.009772  2.50881E-11  2.16099E-12  1.13685E-10
 ho  67  -1.303307 -1.773307 -0.007690  5.35122E-12 -5.52537E-13  2.42487E-11
 er  68  -0.839943 -1.759943  0.005674  1.57727E-11  1.82093E-12  7.14730E-11
 tm  69  -1.645523 -1.765523  0.000094  2.49261E-12 -5.21120E-14  1.12951E-11
 yb  70  -0.877023 -1.797023 -0.031406  1.49824E-11  4.17062E-12  6.78920E-11
 lu  71  -1.663121 -1.753121  0.012496  2.47911E-12  2.65695E-13  1.12339E-11
 hf  72  -1.019144 -1.729144  0.036473  1.11411E-11  3.91845E-12  5.04853E-11
 ta  73  -1.863621 -1.743621  0.021996  1.61582E-12  3.28909E-13  7.32198E-12
  w  74  -1.083306 -1.733306  0.032311  9.89904E-12  3.06638E-12  4.48569E-11
 re  75  -1.506442 -1.766442 -0.000825  3.78454E-12 -1.15722E-13  1.71494E-11
 os  76  -0.413132 -1.763132  0.002485  4.79300E-11  2.43708E-13  2.17192E-10
 ir  77  -0.458220 -1.778220 -0.012603  4.36548E-11 -6.80732E-12  1.97819E-10
 pt  78  -0.169766 -1.789766 -0.024150  8.60799E-11  5.43338E-12  3.90065E-10
 au  79  -0.967754 -1.767754 -0.002137  1.38388E-11 -6.13828E-13  6.27097E-11
 hg  80  -0.595566 -1.765566  0.000051  3.32049E-11  9.90601E-12  1.50466E-10
 tl  81  -0.960085 -1.730085  0.035532  1.46157E-11  4.90853E-12  6.62300E-11
 pb  82   0.291015 -1.748985  0.016632  2.64158E-10  3.94355E-11  1.19702E-09
 bi  83  -1.105919 -1.755919  0.009698  1.06818E-11  8.39922E-13  4.84040E-11
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.3468   0.3604   0.0790  -0.2814  -0.0624
