# Initial mass = 3.750, Z =  0.0007, Y =  0.250, M_mix = 1.00E-04
# Final mass = 0.866, Mass expelled =   2.8837
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.95425E-01 -1.73203E-01  2.00541E+00
 he   2  11.041484  0.111484  1.904794  3.03850E-01  1.54601E-01  8.76217E-01
  c   6   8.663528  0.193528  1.986838  3.81854E-03  1.08359E-02  1.10116E-02
  n   7   8.309345  0.439345  2.232656  1.97006E-03  5.55195E-03  5.68110E-03
  o   8   7.464881 -1.265118  0.528192  3.21932E-04  2.53609E-04  9.28361E-04
  f   9   4.315679 -0.144321  1.648989  2.71130E-07  7.64096E-07  7.81862E-07
 ne  10   7.036511 -0.933488  0.859822  1.51434E-04  3.19342E-04  4.36692E-04
 na  11   5.291655 -1.018345  0.774965  3.10444E-06  8.18201E-06  8.95234E-06
 mg  12   6.362690 -1.277310  0.516000  3.86523E-05  4.42188E-05  1.11462E-04
 al  13   4.755510 -1.714490  0.078820  1.06017E-06  1.12368E-06  3.05722E-06
 si  14   5.932068 -1.617932  0.175378  1.65710E-05  3.35252E-06  4.77861E-05
  p  15   3.922304 -1.547696  0.245615  1.78686E-07  2.18875E-07  5.15282E-07
  s  16   5.689020 -1.470980  0.322330  1.08104E-05 -1.83758E-07  3.11741E-05
 cl  17   3.499233 -1.730767  0.062543  7.72106E-08  2.74255E-08  2.22654E-07
 ar  18   4.992293 -1.447707  0.345603  2.70756E-06 -6.89597E-08  7.80785E-06
  k  19   3.496822 -1.583178  0.210133  8.46774E-08  9.54007E-09  2.44186E-07
 ca  20   4.824102 -1.465898  0.327412  1.84416E-06 -6.86214E-08  5.31803E-06
 sc  21   1.634507 -1.415493  0.377817  1.33686E-09  1.00609E-09  3.85513E-09
 ti  22   3.502058 -1.407942  0.385368  1.04926E-07  7.80318E-10  3.02578E-07
  v  23   2.414310 -1.545691  0.247620  9.12379E-09 -2.24002E-10  2.63105E-08
 cr  24   4.002222 -1.637778  0.155532  3.60564E-07 -6.83076E-09  1.03976E-06
 mn  25   3.165975 -2.314025 -0.520715  5.55440E-08 -1.69933E-10  1.60173E-07
 fe  26   5.746690 -1.793310  0.000000  2.15012E-05 -7.83482E-07  6.20036E-05
 co  27   3.357017 -1.512983  0.280327  9.25048E-08  1.25100E-07  2.66758E-07
 ni  28   4.479229 -1.720770  0.072540  1.22069E-06  5.03767E-07  3.52013E-06
 cu  29   2.907591 -1.342409  0.450901  3.54379E-08  8.98875E-08  1.02193E-07
 zn  30   3.198329 -1.431671  0.361639  7.12453E-08  4.44380E-08  2.05452E-07
 ga  31   1.822888 -1.257112  0.536199  3.19930E-09  6.50783E-09  9.22589E-09
 ge  32   2.258219 -1.321781  0.471529  9.08207E-09  1.79168E-08  2.61901E-08
 as  33   0.847919 -1.452080  0.341230  3.64183E-10  5.65472E-10  1.05020E-09
