#
# Initial mass = 1.150, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/o18   mg24/mg25 mg24/m26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  8.940E+01 4.350E+02 2.632E+03 5.000E+02 7.899E+00 7.174E+00 0.000E+00 1.969E+01 2.987E+01 0.000E+00 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.439E+03 6.252E+02 1.578E-04 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
#
# During TP-AGB
#
  2.322E+01 1.460E+03 1.056E+03 6.124E+02 7.912E+00 7.164E+00 9.730E-08 1.969E+01 2.987E+01 8.075E-20 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
  2.321E+01 1.467E+03 1.035E+03 6.130E+02 7.914E+00 7.163E+00 2.650E-07 1.969E+01 2.987E+01 2.033E-19 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
  2.317E+01 1.487E+03 9.820E+02 6.145E+02 7.919E+00 7.159E+00 1.605E-06 1.969E+01 2.987E+01 1.157E-18 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
  2.317E+01 1.487E+03 9.818E+02 6.145E+02 7.919E+00 7.159E+00 1.388E-06 1.969E+01 2.987E+01 8.079E-19 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
  2.330E+01 1.477E+03 9.856E+02 6.136E+02 7.918E+00 7.159E+00 1.167E-06 1.969E+01 2.987E+01 5.392E-19 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
  2.329E+01 1.478E+03 9.857E+02 6.137E+02 7.918E+00 7.159E+00 9.982E-07 1.969E+01 2.987E+01 3.582E-19 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
  2.349E+01 1.464E+03 9.914E+02 6.126E+02 7.918E+00 7.159E+00 1.348E-06 1.969E+01 2.987E+01 2.359E-19 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.430E+03 6.236E+02 1.040E-05 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
