# Initial mass = 1.900, Z =  0.0070, Y =  0.260, M_mix = 1.00E-03
# Final mass = 0.657, Mass expelled =   1.2430
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.12361E-01 -3.28429E-02  8.85465E-01
 he   2  10.998327  0.068327  0.364671  2.81807E-01  2.68991E-02  3.50286E-01
  c   6   8.753208  0.283208  0.579552  4.80870E-03  4.40136E-03  5.97721E-03
  n   7   7.953719  0.083719  0.380063  8.89824E-04  6.44425E-04  1.10605E-03
  o   8   8.447241 -0.282759  0.013585  3.16646E-03  1.67477E-04  3.93591E-03
  f   9   4.688651  0.228651  0.524995  6.55539E-07  5.71254E-07  8.14835E-07
 ne  10   7.854793 -0.115207  0.181137  1.02083E-03  4.31633E-04  1.26889E-03
 na  11   6.167472 -0.142528  0.153816  2.38919E-05  8.82902E-06  2.96976E-05
 mg  12   7.345770 -0.294230  0.002114  3.80808E-04  1.67906E-06  4.73344E-04
 al  13   6.194217 -0.275783  0.020561  2.98216E-05  1.66706E-06  3.70683E-05
 si  14   7.254474 -0.295526  0.000818  3.56619E-04  2.46044E-07  4.43277E-04
  p  15   5.190873 -0.279127  0.017217  3.39711E-06  1.58730E-07  4.22261E-06
  s  16   6.863909 -0.296091  0.000253  1.65646E-04 -1.52926E-07  2.05898E-04
 cl  17   4.944015 -0.285985  0.010359  2.20246E-06  6.09909E-08  2.73766E-06
 ar  18   6.143526 -0.296474 -0.000130  3.92881E-05 -7.86349E-08  4.88351E-05
  k  19   4.786981 -0.293019  0.003325  1.69190E-06  1.60301E-08  2.10303E-06
 ca  20   5.993452 -0.296548 -0.000205  2.78996E-05 -6.11435E-08  3.46792E-05
 sc  21   2.776606 -0.273394  0.022949  1.89947E-08  1.18560E-09  2.36104E-08
 ti  22   4.618975 -0.291025  0.005319  1.40686E-06  1.89968E-08  1.74873E-06
  v  23   3.661145 -0.298855 -0.002511  1.64992E-07 -9.45604E-10  2.05085E-07
 cr  24   5.324686 -0.315314 -0.018970  7.76060E-06 -5.66615E-09  9.64643E-06
 mn  25   5.189153 -0.290847  0.005497  6.00158E-06  8.39632E-08  7.45997E-06
 fe  26   7.243656 -0.296344  0.000000  6.91640E-04 -1.13802E-06  8.59709E-04
 co  27   4.606063 -0.263937  0.032407  1.68136E-06  1.47715E-07  2.08994E-06
 ni  28   5.905037 -0.294963  0.001381  3.33322E-05  7.65322E-08  4.14319E-05
 cu  29   3.995111 -0.254889  0.041455  4.44058E-07  4.95865E-08  5.51965E-07
 zn  30   4.359114 -0.270886  0.025458  1.05680E-06  7.31341E-08  1.31360E-06
 ga  31   2.920214 -0.159786  0.136558  4.10043E-08  1.37018E-08  5.09684E-08
 ge  32   3.397470 -0.182529  0.113814  1.28199E-07  4.59179E-08  1.59352E-07
 as  33   2.095690 -0.204310  0.092034  6.59994E-09  1.55790E-09  8.20372E-09
 se  34   3.223896 -0.116104  0.180240  9.34421E-08  4.67385E-08  1.16149E-07
 br  35   2.427798 -0.112202  0.184142  1.51219E-08  6.47915E-09  1.87966E-08
 kr  36   3.239463 -0.010537  0.285807  1.02787E-07  6.17547E-08  1.27764E-07
 rb  37   2.274545 -0.085455  0.210889  1.13655E-08  5.42255E-09  1.41273E-08
 sr  38   3.377265  0.497265  0.793609  1.47607E-07  1.54092E-07  1.83476E-07
  y  39   2.735047  0.565047  0.861391  3.41365E-08  3.65852E-08  4.24316E-08
 zr  40   3.158416  0.628416  0.924760  9.28463E-08  1.01666E-07  1.15408E-07
 nb  41   1.950869  0.540869  0.837212  5.86344E-09  6.22657E-09  7.28826E-09
 mo  42   2.414388  0.474388  0.770731  1.76047E-08  1.90723E-08  2.18826E-08
 ru  44   2.166497  0.406497  0.702841  1.04800E-08  1.11140E-08  1.30266E-08
 rh  45   1.193817  0.133817  0.430161  1.13631E-09  8.87165E-10  1.41244E-09
 pd  46   2.162143  0.512143  0.808487  1.09246E-08  1.17352E-08  1.35793E-08
 ag  47   1.431480  0.231480  0.527824  2.05880E-09  1.79905E-09  2.55909E-09
 cd  48   2.326241  0.616241  0.912584  1.68379E-08  1.85906E-08  2.09296E-08
 in  49   1.209907  0.449907  0.746250  1.31570E-09  1.35428E-09  1.63541E-09
 sn  50   2.764288  0.694288  0.990632  4.87546E-08  5.52317E-08  6.06020E-08
 sb  51   1.284196  0.274196  0.570540  1.65554E-09  1.74094E-09  2.05784E-09
 te  52   2.395673  0.215673  0.512017  2.24266E-08  2.49493E-08  2.78763E-08
  i  53   1.499884 -0.050116  0.246228  2.83530E-09  1.52252E-09  3.52428E-09
 xe  54   2.565627  0.325627  0.621971  3.41278E-08  3.31076E-08  4.24209E-08
 cs  55   1.386500  0.306500  0.602844  2.28708E-09  2.13248E-09  2.84284E-09
 ba  56   3.319212  1.139212  1.435556  2.02399E-07  2.42360E-07  2.51581E-07
 la  57   2.314879  1.144879  1.441223  2.02694E-08  2.42823E-08  2.51949E-08
 ce  58   2.807977  1.227977  1.524320  6.36362E-08  7.67419E-08  7.90998E-08
 pr  59   1.741873  0.981873  1.278217  5.49603E-09  6.47109E-09  6.83157E-09
 nd  60   2.562322  1.112322  1.408665  3.72089E-08  4.45445E-08  4.62507E-08
 sm  62   1.800334  0.860334  1.156678  6.70976E-09  7.90835E-09  8.34024E-09
 eu  63   0.772471  0.262471  0.558815  6.35993E-10  5.71921E-10  7.90539E-10
 gd  64   1.629379  0.579379  0.875723  4.73380E-09  5.09972E-09  5.88412E-09
 tb  65   0.672167  0.352167  0.648511  5.27958E-10  5.08634E-10  6.56252E-10
 dy  66   1.775628  0.645628  0.941972  6.85050E-09  7.54211E-09  8.51517E-09
 ho  67   0.797727  0.327727  0.624070  7.31587E-10  6.92970E-10  9.09363E-10
 er  68   1.570970  0.650970  0.947313  4.40149E-09  4.86333E-09  5.47106E-09
 tm  69   0.676163  0.556163  0.852507  5.66395E-10  6.05024E-10  7.04029E-10
 yb  70   1.897047  0.977047  1.273391  9.64794E-09  1.14364E-08  1.19924E-08
