                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9986325976443591E+000          1.9986325976443591E+000          2.8608488495198753E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260316" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                               5          3.3615999999999997E+002          2.8611176232400035E+003          1.3459919203280724E+003          1.1901049854556190E+001          1.1899931807949736E+001          5.1001300924231822E+002          5.1003490320530392E+002         -3.6443961801431096E-001         -1.0000000000000000E+000          1.9984448358610980E+000          1.9986325978166268E+000         -1.6227473407190129E+001         -7.1012202073095887E+000         -1.6253049668418498E+001         -9.8999999999999986E+001         -1.7470146032508378E+001         -7.1012202076343245E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.0496984239697783E-010          4.4284098271113612E+053         -2.7811337230253139E+038          0.0000000000000000E+000         -5.6802937803430170E+025         -2.7811337230247457E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              10          4.6212835737689130E+002          2.8611257818458880E+003          1.3459938394047113E+003          1.1901049854561720E+001          1.1899897873225161E+001          5.1001340412933780E+002          5.1003596267789794E+002         -3.8659787781673721E-001         -1.0000000000000000E+000          1.9984391369472529E+000          1.9986325978166271E+000         -1.8609552321964532E+001         -7.4704026391676130E+000         -1.8635128583192902E+001         -9.8999999999999986E+001         -1.9852224947282785E+001         -7.4704026391707652E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.8434335717192681E-012          4.4284035126123729E+053         -1.1886135533319761E+038          0.0000000000000000E+000         -5.6802113054758584E+025         -1.1886135533314081E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              15          5.8835384876133037E+002          2.8611305955590610E+003          1.3459949716906533E+003          1.1901049854563416E+001          1.1899877851244446E+001          5.1001363711865082E+002          5.1003658778410625E+002         -4.0012641926458486E-001         -1.0000000000000000E+000          1.9984357745055188E+000          1.9986325978166271E+000         -1.9871965275312903E+001         -7.6400393699244553E+000         -1.9897541536541272E+001         -9.8999999999999986E+001         -2.1114637900631152E+001         -7.6400393699247093E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.5271065056383864E-013          4.4283997869586223E+053         -8.0427520117666769E+037          0.0000000000000000E+000         -5.6801721004079569E+025         -8.0427520117609969E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              20          7.2363586880134460E+002          2.8611341487414334E+003          1.3459958074728138E+003          1.1901049854564349E+001          1.1899863072302027E+001          5.1001380909650237E+002          5.1003704919834820E+002         -4.1435629366861959E-001         -1.0000000000000000E+000          1.9984332925666728E+000          1.9986325978166271E+000         -2.1244719726586041E+001         -7.8076623532872826E+000         -2.1270295987814411E+001         -9.8999999999999986E+001         -2.2487392351904290E+001         -7.8076623532872986E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.4464054268238943E-014          4.4283970369160570E+053         -5.4674174425830927E+037          0.0000000000000000E+000         -5.6801424242190612E+025         -5.4674174425774126E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              25          8.5256735991908329E+002          2.8611364632434661E+003          1.3459963518914099E+003          1.1901049854564739E+001          1.1899853445484553E+001          5.1001392112075564E+002          5.1003734975821385E+002         -4.2748402468622493E-001         -1.0000000000000000E+000          1.9984316758629164E+000          1.9986325978166271E+000         -2.2672477228038751E+001         -7.9636542509208503E+000         -2.2698053489267121E+001         -9.8999999999999986E+001         -2.3915149853357004E+001         -7.9636542509208512E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.8433201122670724E-015          4.4283952455711513E+053         -3.8176023352096740E+037          0.0000000000000000E+000         -5.6801231054289302E+025         -3.8176023352039939E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              30          9.8080757017859514E+002          2.8611380764516189E+003          1.3459967313511017E+003          1.1901049854564935E+001          1.1899846735598864E+001          5.1001399920160696E+002          5.1003755924844671E+002         -4.4133133219922205E-001         -1.0000000000000000E+000          1.9984305490214347E+000          1.9986325978166271E+000         -2.4251644419463073E+001         -8.1219347192762825E+000         -2.4277220680691443E+001         -9.8999999999999986E+001         -2.5494317044781322E+001         -8.1219347192762843E+000         -9.8999999999999986E+001          1.0000000000000000E+000          6.9938133637330571E-017          4.4283939970040740E+053         -2.6516149819001289E+037          0.0000000000000000E+000         -5.6801096750470779E+025         -2.6516149818944488E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              35          1.1126407511455684E+003          2.8611392380559419E+003          1.3459970045842331E+003          1.1901049854565031E+001          1.1899841904091899E+001          5.1001405542435901E+002          5.1003771009366767E+002         -4.5439047433326923E-001         -1.0000000000000000E+000          1.9984297376302025E+000          1.9986325978166271E+000         -2.5880457698948717E+001         -8.2698633570061180E+000         -2.5906033960177087E+001         -9.8999999999999986E+001         -2.7123130324266970E+001         -8.2698633570061180E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.3111567240210212E-018          4.4283930979629317E+053         -1.8861750802716823E+037          0.0000000000000000E+000         -5.6801001069786173E+025         -1.8861750802660023E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              40          1.2540113270214729E+003          2.8611401400553168E+003          1.3459972167529254E+003          1.1901049854565091E+001          1.1899838152372169E+001          5.1001409908196547E+002          5.1003782722674293E+002         -4.6643644631426606E-001         -1.0000000000000000E+000          1.9984291075757479E+000          1.9986325978166271E+000         -2.7510668851954929E+001         -8.4041866415136806E+000         -2.7536245113183298E+001         -9.8999999999999986E+001         -2.8753341477273182E+001         -8.4041866415136806E+000         -9.8999999999999986E+001          1.0000000000000000E+000          7.3780488834663061E-020          4.4283923998470858E+053         -1.3843912802008041E+037          0.0000000000000000E+000         -5.6800927287394824E+025         -1.3843912801951240E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                              45          1.4049851398673304E+003          2.8611408599087340E+003          1.3459973860771415E+003          1.1901049854565130E+001          1.1899835158260220E+001          5.1001413392352669E+002          5.1003792070645369E+002         -4.7776835988542787E-001         -1.0000000000000000E+000          1.9984286047520563E+000          1.9986325978166271E+000         -2.9140213792409661E+001         -8.5261005075502130E+000         -2.9165790053638030E+001         -9.8999999999999986E+001         -3.0382886417727910E+001         -8.5261005075502130E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.2925058570690348E-021          4.4283918427059039E+053         -1.0455507030583973E+037          0.0000000000000000E+000         -5.6800868479201053E+025         -1.0455507030527173E+037          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
