# Initial mass = 1.500, Z =  0.0010, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.639, Mass expelled =   0.8610
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.02968E-01 -4.47825E-02  6.05256E-01
 he   2  11.019405  0.089405  1.228633  2.91921E-01  3.59360E-02  2.51344E-01
  c   6   9.030645  0.560645  1.699873  8.98876E-03  7.58337E-03  7.73932E-03
  n   7   7.212600 -0.657400  0.481829  1.59375E-04  9.15379E-05  1.37222E-04
  o   8   7.840923 -0.889076  0.250152  7.73556E-04  2.93095E-04  6.66031E-04
  f   9   4.984736  0.524736  1.663964  1.27914E-06  1.07724E-06  1.10134E-06
 ne  10   7.662089 -0.307910  0.831318  6.46377E-04  4.73673E-04  5.56531E-04
 na  11   5.682864 -0.627136  0.512093  7.72464E-06  4.58569E-06  6.65092E-06
 mg  12   6.538509 -1.101491  0.037737  5.85706E-05  3.75171E-06  5.04293E-05
 al  13   5.371058 -1.098941  0.040287  4.42189E-06  3.03827E-07  3.80725E-06
 si  14   6.416717 -1.133284  0.005945  5.11307E-05  1.79683E-07  4.40235E-05
  p  15   4.466221 -1.003779  0.135449  6.31965E-07  1.41947E-07  5.44122E-07
  s  16   6.023161 -1.136839  0.002389  2.35867E-05 -8.32679E-08  2.03082E-05
 cl  17   4.123271 -1.106729  0.032499  3.28397E-07  1.78579E-08  2.82750E-07
 ar  18   5.301536 -1.138464  0.000764  5.57835E-06 -3.77108E-08  4.80296E-06
  k  19   3.956118 -1.123882  0.015346  2.46461E-07  5.66571E-09  2.12203E-07
 ca  20   5.150301 -1.139699 -0.000471  3.95077E-06 -3.64030E-08  3.40162E-06
 sc  21   2.010436 -1.039564  0.099664  3.21144E-09  5.45811E-10  2.76505E-09
 ti  22   3.790911 -1.119089  0.020139  2.06263E-07  6.41262E-09  1.77593E-07
  v  23   2.818331 -1.141669 -0.002441  2.33820E-08 -2.57513E-10  2.01319E-08
 cr  24   4.482960 -1.157040 -0.017812  1.10257E-06 -5.89364E-09  9.49310E-07
 mn  25   4.350066 -1.129934  0.009294  8.57855E-07  8.65941E-09  7.38613E-07
 fe  26   6.400772 -1.139228  0.000000  9.80012E-05 -8.13299E-07  8.43790E-05
 co  27   3.864429 -1.005571  0.133657  3.00790E-07  6.67713E-08  2.58980E-07
 ni  28   5.090450 -1.109550  0.029678  5.04094E-06  2.47588E-07  4.34025E-06
 cu  29   3.504953 -0.745047  0.394182  1.41748E-07  7.23280E-08  1.22045E-07
 zn  30   3.739024 -0.890976  0.248252  2.50114E-07  9.25873E-08  2.15348E-07
 ga  31   2.672502 -0.407498  0.731730  2.28746E-08  1.60070E-08  1.96950E-08
 ge  32   3.150632 -0.429368  0.709860  7.16610E-08  5.04743E-08  6.17001E-08
 as  33   1.721037 -0.578963  0.560265  2.74867E-09  1.70891E-09  2.36660E-09
 se  34   3.052963 -0.287037  0.852192  6.22079E-08  4.66920E-08  5.35610E-08
 br  35   2.206808 -0.333192  0.806036  8.97123E-09  6.50526E-09  7.72423E-09
 kr  36   3.325156  0.075156  1.214385  1.23556E-07  9.98495E-08  1.06382E-07
 rb  37   2.505980  0.145980  1.285208  1.91099E-08  1.55922E-08  1.64536E-08
 sr  38   3.124643  0.244643  1.383872  8.14183E-08  6.71932E-08  7.01011E-08
  y  39   2.446871  0.276871  1.416099  1.73491E-08  1.43590E-08  1.49376E-08
 zr  40   2.768491  0.238491  1.377719  3.73315E-08  3.07825E-08  3.21424E-08
 nb  41   1.556759  0.146759  1.285987  2.33495E-09  1.90533E-09  2.01040E-09
 mo  42   1.966284  0.026284  1.165512  6.19097E-09  5.05231E-09  5.33043E-09
