# Initial mass = 1.250, Z =  0.0010, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.627, Mass expelled =   0.6230
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.10507E-01 -2.77068E-02  4.42646E-01
 he   2  11.007668  0.077668  1.222610  2.87185E-01  2.30522E-02  1.78917E-01
  c   6   8.887431  0.417431  1.562373  6.53309E-03  3.95727E-03  4.07012E-03
  n   7   7.214474 -0.655526  0.489416  1.61781E-04  6.77335E-05  1.00790E-04
  o   8   7.815234 -0.914766  0.230176  7.36944E-04  1.89268E-04  4.59116E-04
  f   9   4.674655  0.214655  1.359597  6.33098E-07  3.76978E-07  3.94420E-07
 ne  10   7.423986 -0.546014  0.598928  3.77585E-04  1.75281E-04  2.35236E-04
 na  11   5.553053 -0.756947  0.387995  5.79029E-06  2.11300E-06  3.60735E-06
 mg  12   6.516016 -1.123984  0.020958  5.62108E-05  1.24452E-06  3.50193E-05
 al  13   5.345243 -1.124757  0.020185  4.21138E-06  8.86948E-08  2.62369E-06
 si  14   6.411519 -1.138481  0.006461  5.10643E-05  8.86321E-08  3.18130E-05
  p  15   4.489257 -0.980743  0.164199  6.73538E-07  1.28609E-07  4.19614E-07
  s  16   6.018239 -1.141761  0.003181  2.35710E-05 -7.00338E-08  1.46848E-05
 cl  17   4.108170 -1.121830  0.023112  3.20576E-07  8.04917E-09  1.99719E-07
 ar  18   5.297009 -1.142991  0.001951  5.57972E-06 -2.64365E-08  3.47616E-06
  k  19   3.951099 -1.128901  0.016041  2.46242E-07  3.96363E-09  1.53409E-07
 ca  20   5.145265 -1.144735  0.000206  3.94711E-06 -2.86250E-08  2.45905E-06
 sc  21   2.029767 -1.020233  0.124709  3.39362E-09  5.08435E-10  2.11422E-09
 ti  22   3.788865 -1.121135  0.023807  2.07496E-07  5.40804E-09  1.29270E-07
  v  23   2.817132 -1.142868  0.002074  2.35677E-08 -7.06741E-11  1.46827E-08
 cr  24   4.477413 -1.162587 -0.017645  1.10025E-06 -5.70793E-09  6.85456E-07
 mn  25   4.336542 -1.143458  0.001484  8.40472E-07 -4.56384E-09  5.23614E-07
 fe  26   6.395058 -1.144942  0.000000  9.77576E-05 -7.40198E-07  6.09030E-05
 co  27   3.846954 -1.023046  0.121896  2.92026E-07  4.28544E-08  1.81932E-07
 ni  28   5.095546 -1.104454  0.040488  5.15515E-06  2.50299E-07  3.21166E-06
 cu  29   3.581943 -0.668057  0.476884  1.71057E-07  7.05942E-08  1.06568E-07
 zn  30   3.779096 -0.850904  0.294037  2.77231E-07  8.38879E-08  1.72715E-07
 ga  31   2.780663 -0.299336  0.845605  2.96584E-08  1.58086E-08  1.84772E-08
 ge  32   3.263037 -0.316963  0.827979  9.38254E-08  5.03305E-08  5.84532E-08
 as  33   1.828010 -0.471990  0.672951  3.55408E-09  1.73830E-09  2.21419E-09
 se  34   3.199804 -0.140196  1.004746  8.81696E-08  4.99594E-08  5.49297E-08
 br  35   2.352538 -0.187462  0.957480  1.26828E-08  7.01936E-09  7.90138E-09
 kr  36   3.593780  0.343780  1.488721  2.31805E-07  1.39688E-07  1.44414E-07
 rb  37   2.808062  0.448062  1.593004  3.87234E-08  2.35013E-08  2.41247E-08
 sr  38   3.243717  0.363717  1.508659  1.08250E-07  6.53357E-08  6.74398E-08
  y  39   2.599796  0.429796  1.574738  2.49365E-08  1.51168E-08  1.55354E-08
 zr  40   2.964764  0.434764  1.579705  5.92900E-08  3.59536E-08  3.69376E-08
 nb  41   1.754867  0.344867  1.489808  3.72408E-09  2.24408E-09  2.32010E-09
 mo  42   2.196706  0.256706  1.401648  1.06369E-08  6.42554E-09  6.62678E-09
 ru  44   1.850201  0.090201  1.235142  5.04582E-09  3.00659E-09  3.14355E-09
 rh  45   0.756062 -0.303938  0.841003  4.13628E-10  2.20077E-10  2.57691E-10
 pd  46   1.753389  0.103389  1.248331  4.25129E-09  2.51650E-09  2.64856E-09
 ag  47   0.959077 -0.240923  0.904019  6.91955E-10  3.76664E-10  4.31088E-10
 cd  48   1.888913  0.178913  1.323855  6.13523E-09  3.65476E-09  3.82225E-09
 in  49   0.753851 -0.006149  1.138793  4.59165E-10  2.65929E-10  2.86060E-10
 sn  50   2.321038  0.251038  1.395980  1.75240E-08  1.05329E-08  1.09175E-08
 sb  51   0.806357 -0.203643  0.941299  5.49504E-10  3.19649E-10  3.42341E-10
 te  52   1.896228 -0.283772  0.861170  7.08251E-09  4.20281E-09  4.41240E-09
  i  53   0.849702 -0.700298  0.444644  6.32828E-10  2.50911E-10  3.94252E-10
 xe  54   2.033514 -0.206486  0.938456  9.99687E-09  5.56115E-09  6.22805E-09
 cs  55   0.779064 -0.300936  0.844006  5.63267E-10  3.00047E-10  3.50915E-10
 ba  56   2.656590  0.476589  1.621531  4.38989E-08  2.66887E-08  2.73490E-08
 la  57   1.591238  0.421238  1.566180  3.82004E-09  2.31454E-09  2.37989E-09
 ce  58   2.050157  0.470157  1.615098  1.10854E-08  6.73739E-09  6.90624E-09
 pr  59   0.979512  0.219512  1.364454  9.47450E-10  5.64448E-10  5.90261E-10
 nd  60   1.746979  0.296979  1.441921  5.67771E-09  3.41504E-09  3.53721E-09
 sm  62   1.000142  0.060142  1.205084  1.06019E-09  6.29571E-10  6.60497E-10
 eu  63  -0.024201 -0.534201  0.610740  1.01309E-10  4.74608E-11  6.31155E-11
 gd  64   0.844084 -0.205916  0.939026  7.74075E-10  4.26080E-10  4.82249E-10
 tb  65  -0.142149 -0.462149  0.682793  8.07517E-11  3.97377E-11  5.03083E-11
 dy  66   0.969024 -0.160976  0.983966  1.06656E-09  5.94788E-10  6.64467E-10
 ho  67  -0.016830 -0.486830  0.658111  1.11835E-10  5.41779E-11  6.96733E-11
 er  68   0.783662 -0.136338  1.008604  7.16406E-10  4.02803E-10  4.46321E-10
 tm  69  -0.140197 -0.260197  0.884745  8.62242E-11  4.66281E-11  5.37177E-11
 yb  70   1.131431  0.211431  1.356372  1.65077E-09  9.88614E-10  1.02843E-09
 lu  71   0.203191  0.113191  1.258133  1.96905E-10  1.15819E-10  1.22672E-10
 hf  72   1.106867  0.396867  1.541809  1.60912E-09  9.73388E-10  1.00248E-09
 ta  73   0.129558  0.249558  1.394499  1.71878E-10  1.02711E-10  1.07080E-10
  w  74   1.057476  0.407476  1.552418  1.47919E-09  8.95426E-10  9.21537E-10
 re  75   0.104428 -0.155572  0.989370  1.66930E-10  9.32103E-11  1.03997E-10
 os  76   1.131575 -0.218425  0.926516  1.81536E-09  9.95418E-10  1.13097E-09
 ir  77   0.470140 -0.849861  0.295081  3.99981E-10  1.21340E-10  2.49188E-10
 pt  78   1.108457 -0.511543  0.633398  1.76511E-09  8.59356E-10  1.09967E-09
 au  79   0.300380 -0.499620  0.645322  2.77256E-10  1.33167E-10  1.72731E-10
 hg  80   1.497190  0.327191  1.472132  4.44231E-09  2.67974E-09  2.76756E-09
 tl  81   1.272833  0.502833  1.647775  2.70014E-09  1.64387E-09  1.68219E-09
 pb  82   2.876081  0.836081  1.981022  1.09794E-07  6.76784E-08  6.84016E-08
 bi  83   1.030651  0.380651  1.525593  1.58075E-09  9.55091E-10  9.84808E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.0133   1.5544   1.6009   0.0466   0.3801
