# Initial mass = 4.500, Z =  0.0002, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.908, Mass expelled =   3.5917
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.70056E-01 -3.07883E-01  2.40666E+00
 he   2  11.094811  0.164811  1.939810  3.31015E-01  2.90313E-01  1.18892E+00
  c   6   7.723361 -0.746640  1.028359  4.22270E-04  1.37356E-03  1.51668E-03
  n   7   8.608074  0.738074  2.513073  3.77633E-03  1.35216E-02  1.35636E-02
  o   8   6.999574 -1.730425  0.044573  1.06247E-04  3.93463E-05  3.81613E-04
  f   9   3.079107 -1.380893  0.394106  1.51519E-08  3.22984E-08  5.44215E-08
 ne  10   6.682340 -1.287660  0.487339  6.45523E-05  1.55811E-04  2.31855E-04
 na  11   5.138455 -1.171545  0.603454  2.10206E-06  5.65466E-06  7.55004E-06
 mg  12   6.030999 -1.609001  0.165998  1.73518E-05  1.94844E-05  6.23232E-05
 al  13   4.901179 -1.568821  0.206178  1.42858E-06  1.91577E-06  5.13107E-06
 si  14   5.797664 -1.752336  0.022663  1.17167E-05  1.84511E-06  4.20833E-05
  p  15   3.775254 -1.694746  0.080253  1.22716E-07  7.16645E-08  4.40765E-07
  s  16   5.386351 -1.773649  0.001350  5.18839E-06 -7.91188E-08  1.86353E-05
 cl  17   3.475671 -1.754329  0.020669  7.04653E-08  9.98534E-09  2.53093E-07
 ar  18   4.666163 -1.773837  0.001162  1.23114E-06 -2.06296E-08  4.42195E-06
  k  19   3.316862 -1.763138  0.011861  5.39097E-08  4.07806E-09  1.93629E-07
 ca  20   4.514935 -1.775064 -0.000066  8.71952E-07 -2.34568E-08  3.13182E-06
 sc  21   1.360009 -1.689991  0.085008  6.84617E-10  4.22237E-10  2.45897E-09
 ti  22   3.139685 -1.770315  0.004683  4.38906E-08  5.41093E-10  1.57644E-07
  v  23   2.183111 -1.776889 -0.001890  5.16224E-09 -1.71200E-10  1.85414E-08
 cr  24   3.846948 -1.793052 -0.018054  2.42979E-07 -3.93146E-09  8.72717E-07
 mn  25   3.706254 -1.773746  0.001253  1.85686E-07 -2.98877E-09  6.66934E-07
 fe  26   5.765001 -1.774999  0.000000  2.16091E-05 -5.71985E-07  7.76141E-05
 co  27   3.279533 -1.590466  0.184532  7.45663E-08  9.14208E-08  2.67822E-07
 ni  28   4.469155 -1.730844  0.044154  1.14919E-06  3.71510E-07  4.12759E-06
 cu  29   2.881747 -1.368253  0.406746  3.21726E-08  6.99271E-08  1.15555E-07
 zn  30   2.979334 -1.650666  0.124332  4.14593E-08  3.62461E-08  1.48911E-07
 ga  31   1.713314 -1.366686  0.408313  2.39520E-09  5.21820E-09  8.60292E-09
 ge  32   2.154407 -1.425593  0.349405  6.89023E-09  1.44453E-08  2.47479E-08
 as  33   0.771680 -1.528320  0.246679  2.94402E-10  4.53808E-10  1.05741E-09
 se  34   1.964859 -1.375141  0.399858  4.84080E-09  1.10828E-08  1.73869E-08
 br  35   1.141628 -1.398372  0.376627  7.35949E-10  1.52461E-09  2.64334E-09
 kr  36   2.036556 -1.213444  0.561555  6.05956E-09  1.57691E-08  2.17643E-08
 rb  37   1.343215 -1.016785  0.758214  1.25219E-09  3.70693E-09  4.49754E-09
 sr  38   1.581305 -1.298696  0.476303  2.22105E-09  5.30864E-09  7.97744E-09
  y  39   0.843822 -1.326179  0.448820  4.12481E-10  9.50519E-10  1.48152E-09
 zr  40   1.124681 -1.405318  0.369680  8.08055E-10  1.65420E-09  2.90232E-09
 nb  41  -0.054549 -1.464549  0.310449  5.44686E-11  9.92095E-11  1.95637E-10
 mo  42   0.370790 -1.569211  0.205788  1.49775E-10  2.82705E-10  5.37954E-10
 ru  44   0.086201 -1.673799  0.101199  8.19360E-11  1.20584E-10  2.94293E-10
 rh  45  -0.647543 -1.707543  0.067456  1.54010E-11  7.60860E-12  5.53162E-11
 pd  46   0.004002 -1.645998  0.129000  7.13965E-11  8.89487E-11  2.56437E-10
 ag  47  -0.505701 -1.705701  0.069298  2.23791E-11  1.13498E-11  8.03798E-11
 cd  48   0.067121 -1.642879  0.132119  8.72130E-11  1.00807E-10  3.13246E-10
 in  49  -0.936616 -1.696616  0.078383  8.83172E-12  6.18745E-12  3.17212E-11
 sn  50   0.379711 -1.690289  0.084710  1.89169E-10  1.91692E-10  6.79445E-10
 sb  51  -0.939248 -1.949248 -0.174249  9.30910E-12  4.65394E-12  3.34358E-11
 te  52   0.029350 -2.150650 -0.375651  9.07513E-11  6.01124E-11  3.25955E-10
  i  53  -0.222516 -1.772516  0.002483  5.05371E-11 -2.93113E-13  1.81516E-10
 xe  54   0.475754 -1.764246  0.010752  2.61004E-10  9.15830E-11  9.37457E-10
 cs  55  -0.668544 -1.748544  0.026455  1.89517E-11  3.55047E-12  6.80695E-11
 ba  56   0.563486 -1.616514  0.158485  3.34113E-10  3.62510E-10  1.20005E-09
 la  57  -0.514542 -1.684542  0.090457  2.82377E-11  1.85376E-11  1.01423E-10
 ce  58  -0.115095 -1.695095  0.079903  7.14569E-11  4.24972E-11  2.56654E-10
 pr  59  -0.969007 -1.729007  0.045992  1.00596E-11  3.39111E-12  3.61314E-11
 nd  60  -0.302955 -1.752955  0.022044  4.77290E-11  1.64665E-11  1.71430E-10
 sm  62  -0.933305 -1.873305 -0.098306  1.16541E-11  2.63281E-12  4.18585E-11
 eu  63  -1.269663 -1.779663 -0.004664  5.42912E-12 -3.55927E-13  1.95000E-11
 gd  64  -0.713574 -1.763574  0.011424  2.02147E-11  1.36342E-12  7.26058E-11
 tb  65  -1.455302 -1.775302 -0.000304  3.70289E-12 -1.07563E-13  1.32998E-11
 dy  66  -0.632843 -1.762843  0.012156  2.51571E-11  1.97948E-12  9.03579E-11
 ho  67  -1.305736 -1.775736 -0.000737  5.42269E-12 -1.76954E-13  1.94769E-11
 er  68  -0.846706 -1.766706  0.008292  1.58247E-11  1.64124E-12  5.68380E-11
