# Initial mass = 2.500, Z =  0.0002, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.759, Mass expelled =   1.7413
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.93781E-01 -1.07950E-01  1.20806E+00
 he   2  11.031776  0.101776  1.901511  2.96431E-01  8.05242E-02  5.16168E-01
  c   6   9.177125  0.707125  2.506859  1.24298E-02  2.15744E-02  2.16438E-02
  n   7   6.636726 -1.233274  0.566461  4.17670E-05  5.24016E-05  7.27278E-05
  o   8   7.672225 -1.057774  0.741961  5.17703E-04  7.35532E-04  9.01463E-04
  f   9   5.462400  1.002400  2.802135  3.79201E-06  6.59221E-06  6.60294E-06
 ne  10   8.182858  0.212859  2.012593  2.11613E-03  3.64789E-03  3.68476E-03
 na  11   6.184101 -0.125899  1.673836  2.41770E-05  4.11799E-05  4.20987E-05
 mg  12   6.914158 -0.725842  1.073893  1.37283E-04  2.18279E-04  2.39047E-04
 al  13   5.492063 -0.977937  0.821798  5.76632E-06  8.48197E-06  1.00408E-05
 si  14   5.943119 -1.606881  0.192853  1.69579E-05  1.00208E-05  2.95283E-05
  p  15   4.568500 -0.901500  0.898235  7.89332E-07  1.19550E-06  1.37444E-06
  s  16   5.398272 -1.761728  0.038006  5.52160E-06  5.41844E-07  9.61462E-06
 cl  17   3.527584 -1.702416  0.097319  8.22242E-08  2.53164E-08  1.43175E-07
 ar  18   4.643659 -1.796341  0.003394  1.21036E-06 -4.61848E-08  2.10758E-06
  k  19   3.325035 -1.754965  0.044770  5.68789E-08  7.14729E-09  9.90418E-08
 ca  20   4.489005 -1.800995 -0.001260  8.50497E-07 -4.87295E-08  1.48095E-06
 sc  21   1.603275 -1.446725  0.353010  1.24115E-09  1.17378E-09  2.16119E-09
 ti  22   3.153893 -1.756106  0.043628  4.69561E-08  5.60016E-09  8.17634E-08
  v  23   2.170671 -1.789329  0.010406  5.19409E-09 -2.75460E-11  9.04434E-09
 cr  24   3.828548 -1.811451 -0.011717  2.41146E-07 -5.09695E-09  4.19902E-07
 mn  25   3.672043 -1.807957 -0.008223  1.77696E-07 -1.53610E-08  3.09418E-07
 fe  26   5.740265 -1.799735  0.000000  2.11355E-05 -1.10200E-06  3.68026E-05
 co  27   3.664253 -1.205747  0.593988  1.87230E-07  2.40499E-07  3.26018E-07
 ni  28   4.517539 -1.682461  0.117273  1.33011E-06  4.95133E-07  2.31608E-06
 cu  29   3.133438 -1.116562  0.683173  5.94686E-08  8.14305E-08  1.03551E-07
 zn  30   3.085171 -1.544829  0.254905  5.47735E-08  4.07557E-08  9.53757E-08
 ga  31   1.982494 -1.097506  0.702229  4.60928E-09  6.38511E-09  8.02602E-09
 ge  32   2.435272 -1.144728  0.655007  1.36210E-08  1.87232E-08  2.37180E-08
 as  33   1.009301 -1.290699  0.509036  5.26833E-10  6.24733E-10  9.17361E-10
 se  34   2.319718 -1.020282  0.779453  1.13472E-08  1.67023E-08  1.97586E-08
 br  35   1.477855 -1.062145  0.737589  1.65267E-09  2.33539E-09  2.87775E-09
 kr  36   2.908453 -0.341547  1.458188  4.67142E-08  7.84357E-08  8.13422E-08
 rb  37   2.152393 -0.207607  1.592128  8.35524E-09  1.41655E-08  1.45488E-08
 sr  38   2.503784 -0.376216  1.423519  1.92375E-08  3.22040E-08  3.34978E-08
  y  39   1.950197 -0.219803  1.579932  5.45621E-09  9.24333E-09  9.50076E-09
 zr  40   2.392271 -0.137729  1.662006  1.54932E-08  2.63729E-08  2.69780E-08
 nb  41   1.182444 -0.227556  1.572178  9.73306E-10  1.64805E-09  1.69479E-09
 mo  42   1.752952 -0.187048  1.612686  3.73865E-09  6.38627E-09  6.51001E-09
 ru  44   1.270623 -0.489377  1.310358  1.29720E-09  2.17457E-09  2.25879E-09
 rh  45   0.138076 -0.921924  0.877810  9.73372E-11  1.46362E-10  1.69491E-10
 pd  46   1.121811 -0.528189  1.271546  9.69607E-10  1.60715E-09  1.68835E-09
 ag  47   0.308669 -0.891331  0.908404  1.51121E-10  2.29677E-10  2.63143E-10
 cd  48   1.251659 -0.458341  1.341394  1.38112E-09  2.30191E-09  2.40490E-09
 in  49   0.126900 -0.633100  1.166634  1.05845E-10  1.71927E-10  1.84306E-10
 sn  50   1.828421 -0.241579  1.558155  5.50390E-09  9.34734E-09  9.58381E-09
 sb  51   0.371361 -0.638639  1.161095  1.97073E-10  3.29205E-10  3.43159E-10
 te  52   1.499465 -0.680535  1.119200  2.77382E-09  4.70111E-09  4.82999E-09
  i  53   0.400486 -1.149514  0.650221  2.19646E-10  2.94323E-10  3.82464E-10
 xe  54   1.787220 -0.452780  1.346955  5.53636E-09  9.23025E-09  9.64033E-09
 cs  55   0.434991 -0.645009  1.154725  2.49054E-10  4.02393E-10  4.33672E-10
 ba  56   2.513922  0.333922  2.133656  3.08632E-08  5.33352E-08  5.37412E-08
 la  57   1.488140  0.318140  2.117875  2.94188E-09  5.08243E-09  5.12261E-09
 ce  58   2.049665  0.469665  2.269400  1.08122E-08  1.87233E-08  1.88271E-08
 pr  59   0.996769  0.236769  2.036504  9.62647E-10  1.66036E-09  1.67623E-09
 nd  60   1.689692  0.239691  2.039426  4.85892E-09  8.38559E-09  8.46072E-09
 sm  62   0.952573  0.012573  1.812307  9.27827E-10  1.59658E-09  1.61560E-09
 eu  63  -0.104219 -0.614219  1.185515  8.22780E-11  1.33642E-10  1.43269E-10
 gd  64   0.821018 -0.228982  1.570753  7.16755E-10  1.21353E-09  1.24807E-09
 tb  65  -0.177615 -0.497615  1.302119  7.26674E-11  1.20034E-10  1.26534E-10
 dy  66   0.951174 -0.178826  1.620908  9.99515E-10  1.69759E-09  1.74043E-09
 ho  67  -0.055409 -0.525409  1.274325  9.99201E-11  1.64460E-10  1.73988E-10
 er  68   0.822667 -0.097333  1.702402  7.65277E-10  1.30580E-09  1.33256E-09
 tm  69  -0.141262 -0.261262  1.538473  8.39881E-11  1.41887E-10  1.46246E-10
 yb  70   1.169378  0.249378  2.049113  1.75909E-09  3.03857E-09  3.06305E-09
 lu  71   0.218897  0.128897  1.928631  1.99350E-10  3.42909E-10  3.47122E-10
 hf  72   1.157894  0.447894  2.247629  1.76714E-09  3.05918E-09  3.07707E-09
 ta  73   0.183147  0.303147  2.102882  1.89873E-10  3.27935E-10  3.30622E-10
  w  74   1.095881  0.445881  2.245616  1.57792E-09  2.73153E-09  2.74758E-09
 re  75   0.174627 -0.085373  1.714362  1.91596E-10  3.26988E-10  3.33621E-10
 os  76   1.100180 -0.249820  1.549914  1.64900E-09  2.78801E-09  2.87136E-09
 ir  77   0.279604 -1.040396  0.759338  2.51859E-10  3.59942E-10  4.38556E-10
 pt  78   1.034247 -0.585753  1.213982  1.45284E-09  2.38202E-09  2.52979E-09
 au  79   0.234687 -0.565313  1.234421  2.32725E-10  3.80910E-10  4.05238E-10
 hg  80   1.501813  0.331813  2.131547  4.38415E-09  7.58000E-09  7.63400E-09
 tl  81   1.359357  0.589357  2.389091  3.21784E-09  5.57958E-09  5.60314E-09
 pb  82   3.295953  1.255953  3.055687  2.81906E-07  4.90431E-07  4.90875E-07
 bi  83   1.835875  1.185875  2.985609  9.85694E-09  1.71454E-08  1.71636E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.0699   1.5552   2.1736   0.6185   0.8820
