 #pulse    Mcore         M_csh         t_csh         Ddredge       lambda        DMh           THeshell       Tbce       THshell     interpulse       Mtot         MaxL          MaxLHe       maxR	   Mbol		Teff
   1   8.564059E-01  3.933847E-03  3.857894E+01  0.000000E+00  0.000000E+00  3.905833E-03  2.344335E+08  1.179850E+07  7.610450E+07  0.000000E+00  4.499962E+00  1.709238E+04  2.226085E+05  3.543169E+02 -5.862007E+00  3.555167E+03
   2   8.576587E-01  4.127979E-03  3.136851E+01  3.549457E-04  2.883358E-01  1.231015E-03  2.481644E+08  1.438035E+07  7.748038E+07  6.617464E+03  4.499957E+00  1.784446E+04  4.955685E+05  3.654692E+02 -5.908759E+00  3.538277E+03
   3   8.587826E-01  4.204333E-03  2.942936E+01  8.492470E-04  5.742614E-01  1.478851E-03  2.601644E+08  1.718471E+07  7.881334E+07  7.053700E+03  4.499949E+00  1.856909E+04  9.823464E+05  3.767354E+02 -5.951977E+00  3.521343E+03
   4   8.596926E-01  4.253328E-03  2.740854E+01  1.314700E-03  7.473403E-01  1.759171E-03  2.709927E+08  2.025478E+07  7.997104E+07  7.581621E+03  4.499936E+00  1.923221E+04  1.901786E+06  3.867034E+02 -5.990073E+00  3.507614E+03
   5   8.604077E-01  4.287601E-03  2.527627E+01  1.705050E-03  8.399941E-01  2.029836E-03  2.806856E+08  2.364763E+07  8.095552E+07  8.098962E+03  4.499917E+00  1.984055E+04  3.569977E+06  3.958577E+02 -6.023885E+00  3.495154E+03
   6   8.609706E-01  4.323542E-03  2.617708E+01  2.036095E-03  8.977897E-01  2.267897E-03  2.894142E+08  2.730350E+07  8.180220E+07  8.567596E+03  4.499889E+00  2.040108E+04  6.368646E+06  4.044863E+02 -6.054134E+00  3.482691E+03
   7   8.614537E-01  4.407287E-03  2.639863E+01  2.328038E-03  9.240997E-01  2.519250E-03  2.975639E+08  3.127980E+07  8.253541E+07  9.118256E+03  4.499851E+00  2.093505E+04  1.118862E+07  4.125385E+02 -6.082185E+00  3.471656E+03
   8   8.618824E-01  4.464030E-03  2.555128E+01  2.627254E-03  9.530172E-01  2.756774E-03  3.048804E+08  3.544148E+07  8.316682E+07  9.636586E+03  4.499798E+00  2.144393E+04  1.840886E+07  4.197765E+02 -6.108261E+00  3.462951E+03
   9   8.622718E-01  4.552186E-03  2.706245E+01  2.847672E-03  9.439845E-01  3.016651E-03  3.118633E+08  3.982406E+07  8.373427E+07  1.020363E+04  4.499725E+00  2.194414E+04  2.957629E+07  4.270926E+02 -6.133296E+00  3.454039E+03
  10   8.626239E-01  4.617035E-03  2.654347E+01  2.945185E-03  9.204575E-01  3.199697E-03  3.176460E+08  4.410710E+07  8.420854E+07  1.054907E+04  4.499630E+00  2.242310E+04  4.334108E+07  4.340062E+02 -6.156740E+00  3.445840E+03
  11   8.629582E-01  4.683971E-03  2.795912E+01  3.228426E-03  9.547346E-01  3.381491E-03  3.227720E+08  4.845187E+07  8.462730E+07  1.088038E+04  4.499505E+00  2.291554E+04  6.068108E+07  4.406266E+02 -6.180325E+00  3.438778E+03
  12   8.632799E-01  4.749238E-03  2.743865E+01  3.184080E-03  8.968956E-01  3.550112E-03  3.275168E+08  5.285442E+07  8.498985E+07  1.116240E+04  4.499343E+00  2.346669E+04  8.173678E+07  4.474091E+02 -6.206131E+00  3.433752E+03
  13   8.635820E-01  4.801989E-03  2.716831E+01  3.502965E-03  9.520801E-01  3.679276E-03  3.310609E+08  5.660773E+07  8.529046E+07  1.134327E+04  4.499127E+00  2.412398E+04  1.045056E+08  4.553315E+02 -6.236124E+00  3.427942E+03
  14   8.638855E-01  4.848897E-03  2.780977E+01  3.601432E-03  9.461487E-01  3.806412E-03  3.349273E+08  5.959284E+07  8.550950E+07  1.154378E+04  4.498834E+00  2.484791E+04  1.290474E+08  4.639370E+02 -6.268225E+00  3.422795E+03
  15   8.641716E-01  4.886746E-03  2.667188E+01  3.677428E-03  9.459538E-01  3.887534E-03  3.368909E+08  6.172567E+07  8.567410E+07  1.162854E+04  4.498433E+00  2.558078E+04  1.542006E+08  4.726693E+02 -6.299784E+00  3.416876E+03
  16   8.644477E-01  4.916251E-03  2.600556E+01  3.544509E-03  8.965325E-01  3.953576E-03  3.359737E+08  6.314657E+07  8.577814E+07  1.169754E+04  4.497856E+00  2.613249E+04  1.796934E+08  4.817740E+02 -6.322953E+00  3.400104E+03
  17   8.647233E-01  4.964948E-03  2.526316E+01  3.833294E-03  9.445978E-01  4.058123E-03  3.367409E+08  6.476385E+07  8.590574E+07  1.186017E+04  4.497095E+00  2.684501E+04  2.129493E+08  4.892929E+02 -6.352159E+00  3.398072E+03
  18   8.649766E-01  4.985452E-03  2.483051E+01  3.903568E-03  9.552224E-01  4.086554E-03  3.369292E+08  6.584384E+07  8.596896E+07  1.184881E+04  4.496059E+00  2.723401E+04  2.382112E+08  4.969467E+02 -6.367779E+00  3.383811E+03
  19   8.652255E-01  5.001187E-03  2.299637E+01  3.718615E-03  8.955172E-01  4.152477E-03  3.397459E+08  6.700755E+07  8.603807E+07  1.193557E+04  4.494678E+00  2.759509E+04  2.651105E+08  5.045032E+02 -6.382080E+00  3.370235E+03
  19   8.652255E-01  5.001187E-03  2.299637E+01  3.945529E-03  9.501629E-01  4.152477E-03  3.397459E+08  6.700755E+07  8.603807E+07  1.193557E+04  4.494678E+00  2.759509E+04  2.651105E+08  5.045032E+02 -6.382080E+00  3.370235E+03
  20   8.654768E-01  5.039752E-03  1.007192E+01  4.012346E-03  9.560302E-01  4.196882E-03  3.491664E+08  6.816505E+07  8.609861E+07  1.196518E+04  4.492914E+00  2.796186E+04  2.816440E+08  5.108328E+02 -6.396415E+00  3.360720E+03
  21   8.657113E-01  5.045354E-03  2.210381E+01  3.763795E-03  8.862597E-01  4.246831E-03  3.444809E+08  6.942737E+07  8.615874E+07  1.199629E+04  4.490731E+00  2.828120E+04  3.161027E+08  5.166763E+02 -6.408745E+00  3.352448E+03
