# Initial mass = 1.750, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.657, Mass expelled =   1.0930
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.15538E-01 -4.11046E-02  7.82083E-01
 he   2  10.994637  0.064637  0.761363  2.80669E-01  3.33286E-02  3.06772E-01
  c   6   8.882108  0.412107  1.108833  6.49919E-03  6.54930E-03  7.10361E-03
  n   7   7.581839 -0.288161  0.408565  3.79626E-04  2.52553E-04  4.14932E-04
  o   8   8.092789 -0.637211  0.059515  1.40622E-03  2.11446E-04  1.53700E-03
  f   9   4.730265  0.270265  0.966991  7.24678E-07  7.06393E-07  7.92073E-07
 ne  10   7.652561 -0.317439  0.379287  6.43657E-04  4.09009E-04  7.03518E-04
 na  11   5.828656 -0.481344  0.215382  1.09994E-05  4.68171E-06  1.20223E-05
 mg  12   6.952192 -0.687808  0.008918  1.54547E-04  3.01019E-06  1.68920E-04
 al  13   5.810578 -0.659421  0.037304  1.23830E-05  1.08212E-06  1.35346E-05
 si  14   6.855106 -0.694894  0.001832  1.42813E-04  2.57351E-07  1.56095E-04
  p  15   4.809686 -0.660314  0.036412  1.41858E-06  1.21031E-07  1.55051E-06
  s  16   6.463768 -0.696232  0.000494  6.62173E-05 -1.03289E-07  7.23755E-05
 cl  17   4.551828 -0.678172  0.018554  8.96712E-07  3.85815E-08  9.80107E-07
 ar  18   5.742878 -0.697122 -0.000396  1.56872E-05 -5.94264E-08  1.71461E-05
  k  19   4.389272 -0.690728  0.005998  6.80140E-07  9.28446E-09  7.43393E-07
 ca  20   5.592627 -0.697373 -0.000648  1.11354E-05 -4.90363E-08  1.21710E-05
 sc  21   2.395022 -0.654978  0.041748  7.92469E-09  7.73685E-10  8.66168E-09
 ti  22   4.221247 -0.688753  0.007973  5.65530E-07  9.68635E-09  6.18124E-07
  v  23   3.259312 -0.700688 -0.003963  6.56992E-08 -6.62460E-10  7.18092E-08
 cr  24   4.924621 -0.715379 -0.018653  3.10286E-06 -3.72052E-09  3.39143E-06
 mn  25   4.792359 -0.687641  0.009085  2.41771E-06  4.80270E-08  2.64255E-06
 fe  26   6.843274 -0.696726  0.000000  2.76332E-04 -7.74395E-07  3.02031E-04
 co  27   4.252378 -0.617622  0.079103  7.48012E-07  1.34395E-07  8.17577E-07
 ni  28   5.507693 -0.692307  0.004419  1.34107E-05  1.11060E-07  1.46579E-05
 cu  29   3.653892 -0.596108  0.100617  2.03307E-07  4.55019E-08  2.22215E-07
 zn  30   3.971607 -0.658393  0.038333  4.34928E-07  3.90393E-08  4.75376E-07
 ga  31   2.546476 -0.533524  0.163202  1.74191E-08  5.93045E-09  1.90391E-08
 ge  32   3.023776 -0.556224  0.140502  5.44658E-08  1.96304E-08  5.95311E-08
 as  33   1.713300 -0.586700  0.110026  2.74841E-09  6.66330E-10  3.00402E-09
 se  34   2.866755 -0.473245  0.223480  4.12415E-08  2.06618E-08  4.50769E-08
 br  35   2.067726 -0.472274  0.224452  6.62930E-09  2.91314E-09  7.24582E-09
 kr  36   2.922662 -0.327338  0.369388  4.97815E-08  3.11923E-08  5.44111E-08
 rb  37   2.003551 -0.356449  0.340276  6.11684E-09  3.62378E-09  6.68570E-09
 sr  38   3.075586  0.195586  0.892312  7.40221E-08  7.05702E-08  8.09062E-08
  y  39   2.434028  0.264028  0.960753  1.71448E-08  1.66827E-08  1.87392E-08
 zr  40   2.809866  0.279866  0.976592  4.17972E-08  4.08505E-08  4.56844E-08
 nb  41   1.606208  0.196208  0.892934  2.66333E-09  2.53757E-09  2.91102E-09
 mo  42   2.028368  0.088368  0.785094  7.27011E-09  6.95768E-09  7.94623E-09
 ru  44   1.758642 -0.001358  0.695368  4.11564E-09  3.82564E-09  4.49839E-09
 rh  45   0.786714 -0.273286  0.423440  4.47020E-10  3.03827E-10  4.88592E-10
 pd  46   1.744141  0.094141  0.790866  4.19119E-09  3.93231E-09  4.58097E-09
 ag  47   1.014019 -0.185981  0.510745  7.90832E-10  5.97035E-10  8.64379E-10
 cd  48   1.898042  0.188042  0.884768  6.30991E-09  6.07398E-09  6.89673E-09
 in  49   0.777484  0.017484  0.714210  4.88277E-10  4.34798E-10  5.33687E-10
 sn  50   2.298822  0.228822  0.925548  1.67680E-08  1.64384E-08  1.83274E-08
 sb  51   0.799324 -0.210676  0.486050  5.44504E-10  4.83674E-10  5.95143E-10
 te  52   1.890388 -0.289613  0.407113  7.03737E-09  6.66228E-09  7.69185E-09
  i  53   1.046871 -0.503129  0.193597  1.00350E-09  3.92704E-10  1.09683E-09
 xe  54   2.057441 -0.182559  0.514167  1.06379E-08  8.35124E-09  1.16272E-08
 cs  55   0.877941 -0.202059  0.494667  7.12286E-10  5.28655E-10  7.78529E-10
 ba  56   2.745361  0.565361  1.262087  5.42363E-08  5.60366E-08  5.92803E-08
 la  57   1.740376  0.570377  1.267102  5.42339E-09  5.60676E-09  5.92776E-09
 ce  58   2.255632  0.675632  1.372358  1.79181E-08  1.87551E-08  1.95845E-08
 pr  59   1.213621  0.453621  1.150347  1.63580E-09  1.66113E-09  1.78792E-09
 nd  60   2.030985  0.580985  1.277711  1.09962E-08  1.14187E-08  1.20189E-08
 sm  62   1.269915  0.329915  1.026640  1.98710E-09  2.01998E-09  2.17190E-09
 eu  63   0.292035 -0.217965  0.478761  2.11324E-10  1.54077E-10  2.30977E-10
 gd  64   1.126465  0.076465  0.773191  1.49358E-09  1.35657E-09  1.63248E-09
 tb  65   0.173368 -0.146632  0.550093  1.68164E-10  1.31878E-10  1.83803E-10
 dy  66   1.263268  0.133268  0.829993  2.11492E-09  1.96932E-09  2.31160E-09
 ho  67   0.304122 -0.165878  0.530848  2.35827E-10  1.81643E-10  2.57759E-10
 er  68   1.077448  0.157448  0.854174  1.41909E-09  1.33729E-09  1.55106E-09
 tm  69   0.170956  0.050956  0.747681  1.77765E-10  1.59471E-10  1.94297E-10
 yb  70   1.390433  0.470433  1.167159  3.01824E-09  3.10336E-09  3.29893E-09
 lu  71   0.469017  0.379017  1.075743  3.65717E-10  3.66067E-10  3.99729E-10
 hf  72   1.366826  0.656826  1.353552  2.94858E-09  3.07988E-09  3.22280E-09
 ta  73   0.459497  0.579497  1.276223  3.70018E-10  3.82968E-10  4.04430E-10
  w  74   1.319947  0.669947  1.366673  2.72622E-09  2.85149E-09  2.97976E-09
 re  75   0.398582  0.138582  0.835307  3.30941E-10  3.08731E-10  3.61718E-10
 os  76   1.396952  0.046952  0.743677  3.36825E-09  3.01565E-09  3.68150E-09
 ir  77   0.836607 -0.483393  0.213333  9.36636E-10  3.95722E-10  1.02374E-09
 pt  78   1.425496 -0.194504  0.502222  3.68874E-09  2.85133E-09  4.03179E-09
 au  79   0.639902 -0.160098  0.536628  6.10195E-10  4.72596E-10  6.66943E-10
 hg  80   1.827106  0.657107  1.353832  9.56288E-09  1.00208E-08  1.04522E-08
 tl  81   1.505909  0.735909  1.432635  4.65079E-09  4.89511E-09  5.08331E-09
 pb  82   3.653411  1.613411  2.310137  6.62176E-07  7.20206E-07  7.23758E-07
 bi  83   1.704672  1.054672  1.751398  7.51535E-09  8.06830E-09  8.21427E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.6363   0.9432   1.3005   0.3573   1.0096
