# Initial mass = 1.750, Z =  0.0028, Y =  0.250, M_mix = 6.00E-03
# Final mass = 0.657, Mass expelled =   1.0930
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.15647E-01 -4.09857E-02  7.82202E-01
 he   2  10.994083  0.064083  0.762599  2.80354E-01  3.29840E-02  3.06427E-01
  c   6   8.774441  0.304440  1.002956  5.07292E-03  4.99039E-03  5.54470E-03
  n   7   7.577678 -0.292322  0.406193  3.76063E-04  2.48659E-04  4.11037E-04
  o   8   8.143633 -0.586367  0.112149  1.58112E-03  4.02605E-04  1.72816E-03
  f   9   4.868514  0.408514  1.107029  9.96461E-07  1.00345E-06  1.08913E-06
 ne  10   8.125506  0.155507  0.854022  1.91279E-03  1.79617E-03  2.09067E-03
 na  11   6.544948  0.234948  0.933464  5.72434E-05  5.52264E-05  6.25670E-05
 mg  12   7.033277 -0.606723  0.091792  1.86299E-04  3.77154E-05  2.03625E-04
 al  13   5.809481 -0.660519  0.037997  1.23536E-05  1.05001E-06  1.35025E-05
 si  14   6.855472 -0.694529  0.003987  1.42955E-04  4.12707E-07  1.56250E-04
  p  15   4.875247 -0.594752  0.103763  1.65000E-06  3.73965E-07  1.80345E-06
  s  16   6.463199 -0.696801  0.001714  6.61406E-05 -1.87167E-07  7.22916E-05
 cl  17   4.556714 -0.673286  0.025229  9.06996E-07  4.98219E-08  9.91347E-07
 ar  18   5.742139 -0.697861  0.000655  1.56629E-05 -8.59800E-08  1.71196E-05
  k  19   4.392126 -0.687874  0.010641  6.84729E-07  1.42998E-08  7.48409E-07
 ca  20   5.591692 -0.698308  0.000207  1.11131E-05 -7.33517E-08  1.21466E-05
 sc  21   2.433605 -0.616395  0.082121  8.66227E-09  1.57986E-09  9.46786E-09
 ti  22   4.241664 -0.668336  0.030180  5.92841E-07  3.95375E-08  6.47976E-07
  v  23   3.264213 -0.695787  0.002728  6.64549E-08  1.63524E-10  7.26352E-08
 cr  24   4.923926 -0.716074 -0.017559  3.09838E-06 -8.62497E-09  3.38652E-06
 mn  25   4.789986 -0.690014  0.008502  2.40490E-06  3.40281E-08  2.62856E-06
 fe  26   6.841485 -0.698515  0.000000  2.75237E-04 -1.97059E-06  3.00835E-04
 co  27   4.229446 -0.640553  0.057962  7.09649E-07  9.24647E-08  7.75646E-07
 ni  28   5.508197 -0.691803  0.006712  1.34283E-05  1.30296E-07  1.46771E-05
 cu  29   3.687243 -0.562757  0.135758  2.19568E-07  6.32753E-08  2.39988E-07
 zn  30   4.047209 -0.582791  0.115725  5.17709E-07  1.29518E-07  5.65856E-07
 ga  31   2.833880 -0.246119  0.452396  3.37672E-08  2.37990E-08  3.69076E-08
 ge  32   3.342500 -0.237500  0.461015  1.13479E-07  8.41314E-08  1.24032E-07
 as  33   1.962774 -0.337226  0.361290  4.88228E-09  2.99864E-09  5.33633E-09
 se  34   3.269416 -0.070584  0.627931  1.04246E-07  8.95262E-08  1.13941E-07
 br  35   2.440031 -0.099969  0.598547  1.56256E-08  1.27462E-08  1.70788E-08
 kr  36   3.444018  0.194018  0.892534  1.65383E-07  1.57545E-07  1.80764E-07
 rb  37   2.462276  0.102276  0.800791  1.75921E-08  1.61662E-08  1.92282E-08
 sr  38   3.679638  0.799638  1.498153  2.97495E-07  3.14826E-07  3.25162E-07
  y  39   3.069254  0.899254  1.597769  7.40327E-08  7.88612E-08  8.09177E-08
 zr  40   3.488673  0.958673  1.657189  1.99536E-07  2.13259E-07  2.18093E-07
 nb  41   2.288863  0.878863  1.577379  1.28276E-08  1.36471E-08  1.40206E-08
 mo  42   2.739186  0.799186  1.497702  3.73615E-08  3.98476E-08  4.08361E-08
 ru  44   2.472012  0.712012  1.410527  2.12751E-08  2.25810E-08  2.32537E-08
 rh  45   1.403029  0.343029  1.041545  1.84803E-09  1.83513E-09  2.01990E-09
 pd  46   2.472577  0.822577  1.521093  2.24305E-08  2.38679E-08  2.45165E-08
 ag  47   1.672826  0.472826  1.171341  3.60543E-09  3.67339E-09  3.94074E-09
 cd  48   2.650923  0.940923  1.639438  3.57248E-08  3.82245E-08  3.90473E-08
 in  49   1.510309  0.750309  1.448825  2.63972E-09  2.78632E-09  2.88521E-09
 sn  50   3.096097  1.026097  1.724612  1.05153E-07  1.13043E-07  1.14932E-07
 sb  51   1.579837  0.569837  1.268352  3.28534E-09  3.47941E-09  3.59088E-09
 te  52   2.708282  0.528281  1.226797  4.62776E-08  4.95518E-08  5.05814E-08
  i  53   1.584961  0.034961  0.733476  3.46478E-09  3.08288E-09  3.78700E-09
 xe  54   2.825423  0.585423  1.283939  6.23595E-08  6.48830E-08  6.81589E-08
 cs  55   1.636910  0.556910  1.255426  4.08970E-09  4.22016E-09  4.47004E-09
 ba  56   3.633254  1.453254  2.151769  4.19034E-07  4.54760E-07  4.58004E-07
 la  57   2.623285  1.453285  2.151801  4.14233E-08  4.49546E-08  4.52756E-08
 ce  58   3.103948  1.523948  2.222463  1.26379E-07  1.37303E-07  1.38132E-07
