# Initial mass = 3.000, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.748, Mass expelled =   2.2520
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.07761E-01 -1.02205E-01  1.59388E+00
 he   2  11.003369  0.073369  0.768987  2.83257E-01  7.44978E-02  6.37895E-01
  c   6   9.102255  0.632255  1.327873  1.06724E-02  2.28921E-02  2.40342E-02
  n   7   7.646427 -0.223573  0.472045  4.35711E-04  6.46659E-04  9.81221E-04
  o   8   8.089230 -0.640770  0.054848  1.37959E-03  3.75677E-04  3.10683E-03
  f   9   5.293453  0.833453  1.529071  2.62172E-06  5.72759E-06  5.90412E-06
 ne  10   7.994479  0.024479  0.720097  1.39903E-03  2.54381E-03  3.15061E-03
 na  11   6.057088 -0.252912  0.442706  1.84100E-05  2.63348E-05  4.14593E-05
 mg  12   7.068386 -0.571614  0.124004  1.99760E-04  1.08022E-04  4.49859E-04
 al  13   5.959041 -0.510959  0.184659  1.72402E-05  1.31680E-05  3.88249E-05
 si  14   6.869514 -0.680487  0.015131  1.46026E-04  7.76522E-06  3.28850E-04
  p  15   4.881200 -0.588800  0.106818  1.65433E-06  7.80281E-07  3.72556E-06
  s  16   6.465763 -0.694237  0.001381  6.57992E-05 -1.15449E-06  1.48180E-04
 cl  17   4.578931 -0.651069  0.044549  9.44083E-07  1.86172E-07  2.12608E-06
 ar  18   5.743693 -0.696307 -0.000689  1.55459E-05 -4.40770E-07  3.50093E-05
  k  19   4.404314 -0.675686  0.019932  6.96457E-07  5.58745E-08  1.56842E-06
 ca  20   5.591957 -0.698043 -0.002425  1.09974E-05 -4.11801E-07  2.47661E-05
 sc  21   2.554047 -0.495953  0.199665  1.13047E-08  9.20596E-09  2.54583E-08
 ti  22   4.233614 -0.676385  0.019233  5.75542E-07  4.25051E-08  1.29612E-06
  v  23   3.259869 -0.700131 -0.004513  6.50685E-08 -2.78520E-09  1.46534E-07
 cr  24   4.927698 -0.712302 -0.016684  3.09097E-06 -3.44558E-08  6.96086E-06
 mn  25   4.785830 -0.694170  0.001449  2.35575E-06 -4.05712E-08  5.30515E-06
 fe  26   6.844382 -0.695618  0.000000  2.74026E-04 -6.78730E-06  6.17108E-04
 co  27   4.578000 -0.292000  0.403618  1.56598E-06  2.11896E-06  3.52658E-06
 ni  28   5.542117 -0.657883  0.037735  1.43592E-05  2.36472E-06  3.23368E-05
 cu  29   3.940341 -0.309659  0.385959  3.88916E-07  5.11742E-07  8.75839E-07
 zn  30   4.040143 -0.589857  0.105761  5.03740E-07  2.35401E-07  1.13442E-06
 ga  31   2.768050 -0.311950  0.383668  2.86981E-08  3.76193E-08  6.46281E-08
 ge  32   3.234768 -0.345232  0.350386  8.75730E-08  1.15004E-07  1.97214E-07
 as  33   1.868088 -0.431912  0.263706  3.88261E-09  3.92711E-09  8.74364E-09
 se  34   3.120168 -0.219832  0.475786  7.31141E-08  1.14348E-07  1.64653E-07
 br  35   2.298206 -0.241794  0.453825  1.11481E-08  1.61786E-08  2.51055E-08
 kr  36   3.472045  0.222045  0.917663  1.74464E-07  3.45052E-07  3.92892E-07
 rb  37   2.742574  0.382574  1.078192  3.31744E-08  6.84001E-08  7.47088E-08
 sr  38   3.342586  0.462585  1.158204  1.35399E-07  2.83622E-07  3.04918E-07
  y  39   2.792440  0.622440  1.318058  3.87077E-08  8.29326E-08  8.71698E-08
 zr  40   3.215695  0.685695  1.381314  1.05252E-07  2.27068E-07  2.37028E-07
 nb  41   2.076124  0.666124  1.361742  7.77310E-09  1.67356E-08  1.75050E-08
 mo  42   2.546794  0.606794  1.302412  2.37257E-08  5.13936E-08  5.34304E-08
 ru  44   1.993633  0.233633  0.929251  6.99329E-09  1.43628E-08  1.57489E-08
 rh  45   0.942977 -0.117023  0.578595  6.33641E-10  1.04627E-09  1.42696E-09
 pd  46   1.953201  0.303201  0.998819  6.70890E-09  1.37719E-08  1.51084E-08
 ag  47   1.194380 -0.005620  0.689998  1.18495E-09  2.11767E-09  2.66850E-09
 cd  48   2.192894  0.482894  1.178512  1.23063E-08  2.60187E-08  2.77139E-08
 in  49   1.100251  0.340251  1.035869  1.01552E-09  2.08320E-09  2.28695E-09
 sn  50   2.760724  0.690724  1.386342  4.80438E-08  1.04303E-07  1.08195E-07
 sb  51   1.272726  0.262726  0.958344  1.60198E-09  3.37799E-09  3.60766E-09
 te  52   2.381554  0.201554  0.897172  2.15690E-08  4.64521E-08  4.85734E-08
