# Initial mass = 2.500, Z =  0.0028, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.679, Mass expelled =   1.8210
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.89613E-01 -1.15691E-01  1.25579E+00
 he   2  11.036227  0.106227  0.789622  2.97686E-01  8.65140E-02  5.42086E-01
  c   6   9.205062  0.735062  1.418457  1.31761E-02  2.30701E-02  2.39936E-02
  n   7   7.684986 -0.185014  0.498382  4.63956E-04  5.74332E-04  8.44863E-04
  o   8   8.138668 -0.591331  0.092064  1.50628E-03  5.34492E-04  2.74294E-03
  f   9   5.430399  0.970399  1.653794  3.50148E-06  6.23345E-06  6.37620E-06
 ne  10   8.219782  0.249782  0.933177  2.29007E-03  3.67955E-03  4.17021E-03
 na  11   6.377863  0.067863  0.751258  3.75446E-05  5.61388E-05  6.83687E-05
 mg  12   7.051706 -0.588294  0.095102  1.87304E-04  6.46663E-05  3.41081E-04
 al  13   5.885586 -0.584414  0.098982  1.41842E-05  5.08296E-06  2.58295E-05
 si  14   6.873386 -0.676614  0.006782  1.43556E-04  1.78168E-06  2.61416E-04
  p  15   4.902799 -0.567201  0.116195  1.69411E-06  7.03377E-07  3.08497E-06
  s  16   6.478158 -0.681842  0.001553  6.59681E-05 -6.25980E-07  1.20128E-04
 cl  17   4.597300 -0.632700  0.050695  9.59618E-07  1.78831E-07  1.74746E-06
 ar  18   5.755653 -0.684347 -0.000951  1.55702E-05 -3.12128E-07  2.83533E-05
  k  19   4.415690 -0.664310  0.019086  6.96611E-07  4.54612E-08  1.26853E-06
 ca  20   5.604824 -0.685176 -0.001781  1.10376E-05 -2.59723E-07  2.00995E-05
 sc  21   2.532086 -0.517914  0.165482  1.04718E-08  5.92722E-09  1.90691E-08
 ti  22   4.260921 -0.649079  0.034316  5.97176E-07  7.37650E-08  1.08746E-06
  v  23   3.271727 -0.688273 -0.004878  6.51550E-08 -2.09460E-09  1.18647E-07
 cr  24   4.939734 -0.700266 -0.016870  3.09635E-06 -1.80676E-08  5.63844E-06
 mn  25   4.820069 -0.659931  0.023464  2.48363E-06  2.00057E-07  4.52269E-06
 fe  26   6.856605 -0.683395  0.000000  2.74621E-04 -4.40492E-06  5.00086E-04
 co  27   4.398771 -0.471229  0.212166  1.00989E-06  7.00794E-07  1.83901E-06
 ni  28   5.527890 -0.672110  0.011285  1.35401E-05  4.20607E-07  2.46565E-05
 cu  29   3.797418 -0.452582  0.230813  2.72679E-07  2.02135E-07  4.96548E-07
 zn  30   4.078004 -0.551996  0.131400  5.35534E-07  2.48245E-07  9.75208E-07
 ga  31   2.855317 -0.224683  0.458713  3.41852E-08  4.04116E-08  6.22512E-08
 ge  32   3.375712 -0.204288  0.479108  1.18041E-07  1.48476E-07  2.14953E-07
 as  33   1.998336 -0.301664  0.381731  5.10612E-09  5.40352E-09  9.29824E-09
 se  34   3.313277 -0.026723  0.656673  1.11130E-07  1.61690E-07  2.02367E-07
 br  35   2.483266 -0.056734  0.626661  1.66334E-08  2.30709E-08  3.02894E-08
 kr  36   3.443718  0.193718  0.877113  1.59256E-07  2.51322E-07  2.90006E-07
 rb  37   2.680762  0.320762  1.004158  2.80357E-08  4.59516E-08  5.10530E-08
 sr  38   3.696565  0.816565  1.499960  2.98067E-07  5.25559E-07  5.42779E-07
  y  39   3.100128  0.930128  1.613523  7.65957E-08  1.36055E-07  1.39481E-07
 zr  40   3.507032  0.977032  1.660428  2.00580E-07  3.57203E-07  3.65256E-07
 nb  41   2.329206  0.919207  1.602602  1.35642E-08  2.40783E-08  2.47005E-08
 mo  42   2.757802  0.817802  1.501197  3.75791E-08  6.67846E-08  6.84316E-08
 ru  44   2.436523  0.676523  1.359919  1.88926E-08  3.32825E-08  3.44034E-08
 rh  45   1.382270  0.322270  1.005665  1.69768E-09  2.78365E-09  3.09148E-09
 pd  46   2.460518  0.810518  1.493913  2.10226E-08  3.72015E-08  3.82822E-08
