# Initial mass = 2.250, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.664, Mass expelled =   1.5860
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.97190E-01 -8.87446E-02  1.10574E+00
 he   2  11.023365  0.093365  0.779650  2.92174E-01  6.66080E-02  4.63388E-01
  c   6   9.168451  0.698451  1.384736  1.22439E-02  1.86145E-02  1.94189E-02
  n   7   7.634209 -0.235791  0.450494  4.17297E-04  4.26213E-04  6.61832E-04
  o   8   8.124273 -0.605726  0.080559  1.47318E-03  4.13018E-04  2.33647E-03
  f   9   5.248987  0.788987  1.475272  2.33123E-06  3.57301E-06  3.69733E-06
 ne  10   8.005055  0.035056  0.721341  1.41211E-03  1.81225E-03  2.23960E-03
 na  11   6.123297 -0.186703  0.499582  2.11216E-05  2.28473E-05  3.34989E-05
 mg  12   6.989096 -0.650904  0.035381  1.63939E-04  1.92642E-05  2.60007E-04
 al  13   5.851394 -0.618606  0.067679  1.32544E-05  2.95224E-06  2.10214E-05
 si  14   6.867071 -0.682930  0.003356  1.43038E-04  7.30099E-07  2.26858E-04
  p  15   4.844963 -0.625037  0.061248  1.49917E-06  3.03434E-07  2.37769E-06
  s  16   6.474422 -0.685578  0.000707  6.61216E-05 -3.01596E-07  1.04869E-04
 cl  17   4.580525 -0.649475  0.036810  9.33403E-07  1.14175E-07  1.48038E-06
 ar  18   5.752671 -0.687329 -0.001044  1.56335E-05 -1.71378E-07  2.47948E-05
  k  19   4.405978 -0.674022  0.012263  6.88690E-07  2.70322E-08  1.09226E-06
 ca  20   5.602318 -0.687682 -0.001397  1.10947E-05 -1.35684E-07  1.75962E-05
 sc  21   2.455420 -0.594580  0.091705  8.87357E-09  2.62759E-09  1.40735E-08
 ti  22   4.241335 -0.668664  0.017621  5.77115E-07  3.24290E-08  9.15305E-07
  v  23   3.265923 -0.694077 -0.007792  6.49964E-08 -2.07591E-09  1.03084E-07
 cr  24   4.935809 -0.704191 -0.017906  3.10220E-06 -6.44832E-09  4.92009E-06
