# Initial mass = 3.000, Z =  0.0028, Y =  0.250, M_mix = 5.00E-04
# Final mass = 0.748, Mass expelled =   2.2520
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.07767E-01 -1.02192E-01  1.59389E+00
 he   2  11.003427  0.073426  0.768071  2.83297E-01  7.45865E-02  6.37984E-01
  c   6   9.116487  0.646486  1.341131  1.10280E-02  2.36929E-02  2.48350E-02
  n   7   7.630232 -0.239768  0.454877  4.19765E-04  6.10750E-04  9.45311E-04
  o   8   8.074730 -0.655270  0.039375  1.33430E-03  2.73686E-04  3.00484E-03
  f   9   5.247550  0.787549  1.482194  2.35878E-06  5.13543E-06  5.31197E-06
 ne  10   7.891775 -0.078225  0.616420  1.10440E-03  1.88030E-03  2.48711E-03
 na  11   5.971711 -0.338289  0.356356  1.51245E-05  1.89359E-05  3.40603E-05
 mg  12   7.039542 -0.600458  0.094187  1.86925E-04  7.91182E-05  4.20955E-04
 al  13   5.951523 -0.518476  0.176168  1.69444E-05  1.25020E-05  3.81589E-05
 si  14   6.867626 -0.682374  0.012271  1.45394E-04  6.34216E-06  3.27427E-04
  p  15   4.846254 -0.623745  0.070899  1.52645E-06  4.92275E-07  3.43756E-06
  s  16   6.466076 -0.693923  0.000721  6.58472E-05 -1.04633E-06  1.48288E-04
 cl  17   4.577136 -0.652864  0.041781  9.40197E-07  1.77419E-07  2.11732E-06
 ar  18   5.744257 -0.695743 -0.001098  1.55662E-05 -3.94990E-07  3.50551E-05
  k  19   4.402905 -0.677094  0.017550  6.94208E-07  5.08099E-08  1.56336E-06
 ca  20   5.592752 -0.697248 -0.002603  1.10176E-05 -3.66201E-07  2.48117E-05
 sc  21   2.529243 -0.520756  0.173888  1.06773E-08  7.79297E-09  2.40453E-08
 ti  22   4.227422 -0.682578  0.012067  5.67399E-07  2.41654E-08  1.27778E-06
  v  23   3.256713 -0.703287 -0.008642  6.45979E-08 -3.84500E-09  1.45474E-07
 cr  24   4.928049 -0.711951 -0.017306  3.09349E-06 -2.87760E-08  6.96654E-06
 mn  25   4.789323 -0.690677  0.003968  2.37479E-06  2.30784E-09  5.34803E-06
 fe  26   6.845355 -0.694645  0.000000  2.74644E-04 -5.39771E-06  6.18497E-04
 co  27   4.559773 -0.310226  0.384418  1.50163E-06  1.97405E-06  3.38166E-06
 ni  28   5.537822 -0.662178  0.032467  1.42180E-05  2.04681E-06  3.20189E-05
 cu  29   3.906138 -0.343862  0.350783  3.59465E-07  4.45419E-07  8.09515E-07
 zn  30   4.007238 -0.622762  0.071883  4.66988E-07  1.52635E-07  1.05166E-06
 ga  31   2.664014 -0.415986  0.278659  2.25850E-08  2.38526E-08  5.08614E-08
 ge  32   3.120524 -0.459476  0.235169  6.73178E-08  6.93889E-08  1.51600E-07
 as  33   1.774314 -0.525686  0.168959  3.12862E-09  2.22913E-09  7.04566E-09
 se  34   2.960532 -0.379468  0.315177  5.06255E-08  6.37040E-08  1.14009E-07
 br  35   2.149385 -0.390615  0.304030  7.91379E-09  8.89487E-09  1.78219E-08
 kr  36   3.127377 -0.122623  0.572021  7.88932E-08  1.29828E-07  1.77667E-07
 rb  37   2.435273  0.075273  0.769918  1.63496E-08  3.05105E-08  3.68193E-08
 sr  38   3.101810  0.221809  0.916454  7.77755E-08  1.53854E-07  1.75150E-07
  y  39   2.545767  0.375767  1.070412  2.19345E-08  4.51593E-08  4.93965E-08
 zr  40   2.971153  0.441153  1.135798  5.99366E-08  1.25018E-07  1.34977E-07
 nb  41   1.833412  0.423412  1.118057  4.44515E-09  9.24102E-09  1.00105E-08
 mo  42   2.296141  0.356141  1.050786  1.33220E-08  2.79644E-08  3.00012E-08
 ru  44   1.769125  0.009125  0.703770  4.17040E-09  8.00561E-09  9.39174E-09
 rh  45   0.775316 -0.284684  0.409961  4.30712E-10  5.89275E-10  9.69964E-10
 pd  46   1.742466  0.092466  0.787111  4.12971E-09  7.96360E-09  9.30010E-09
 ag  47   1.016321 -0.183679  0.510966  7.86400E-10  1.22014E-09  1.77097E-09
 cd  48   1.973891  0.263891  0.958536  7.43242E-09  1.50426E-08  1.67378E-08
 in  49   0.886166  0.126166  0.820811  6.20305E-10  1.19318E-09  1.39693E-09
 sn  50   2.518709  0.448709  1.143354  2.75186E-08  5.80798E-08  6.19719E-08
 sb  51   1.034811  0.024811  0.719456  9.26287E-10  1.85633E-09  2.08600E-09
 te  52   2.136813 -0.043187  0.651458  1.22770E-08  2.55266E-08  2.76479E-08
  i  53   1.171383 -0.378617  0.316028  1.32217E-09  1.52676E-09  2.97753E-09
 xe  54   2.383718  0.143718  0.838362  2.23043E-08  4.34795E-08  5.02293E-08
 cs  55   1.108785  0.028785  0.723430  1.19883E-09  2.18492E-09  2.69975E-09
 ba  56   3.104995  0.924995  1.619640  1.22795E-07  2.69851E-07  2.76534E-07
 la  57   2.110744  0.940744  1.635388  1.25862E-08  2.76827E-08  2.83441E-08
 ce  58   2.667748  1.087748  1.782393  4.57790E-08  1.01385E-07  1.03094E-07
 pr  59   1.645862  0.885862  1.580507  4.37751E-09  9.59690E-09  9.85815E-09
 nd  60   2.338666  0.888666  1.583311  2.20893E-08  4.85086E-08  4.97451E-08
 sm  62   1.583163  0.643163  1.337808  4.04320E-09  8.79229E-09  9.10529E-09
 eu  63   0.585130  0.075130  0.769775  4.10488E-10  7.65976E-10  9.24418E-10
 gd  64   1.488855  0.438855  1.133500  3.40311E-09  7.09533E-09  7.66381E-09
 tb  65   0.477255  0.157255  0.851900  3.34870E-10  6.47143E-10  7.54128E-10
 dy  66   1.607293  0.477293  1.171938  4.61931E-09  9.69746E-09  1.04027E-08
 ho  67   0.609049  0.139049  0.833694  4.70738E-10  9.03271E-10  1.06010E-09
 er  68   1.477636  0.557636  1.252281  3.52741E-09  7.50329E-09  7.94374E-09
 tm  69   0.505315  0.385315  1.079960  3.79719E-10  7.83373E-10  8.55127E-10
 yb  70   1.795812  0.875812  1.570457  7.59256E-09  1.66955E-08  1.70984E-08
 lu  71   0.831955  0.741955  1.436600  8.34336E-10  1.80957E-09  1.87892E-09
 hf  72   1.774555  1.064555  1.759200  7.45760E-09  1.65000E-08  1.67945E-08
 ta  73   0.811490  0.931490  1.626135  8.23140E-10  1.80949E-09  1.85371E-09
  w  74   1.709558  1.059558  1.754202  6.61345E-09  1.46292E-08  1.48935E-08
 re  75   0.805922  0.545922  1.240566  8.36272E-10  1.77411E-09  1.88328E-09
 os  76   1.711520  0.361520  1.056165  6.87432E-09  1.41091E-08  1.54810E-08
 ir  77   1.017194 -0.302806  0.391839  1.40416E-09  1.86819E-09  3.16216E-09
 pt  78   1.687187  0.067187  0.761832  6.66540E-09  1.25783E-08  1.50105E-08
 au  79   0.896814  0.096814  0.791459  1.09053E-09  2.05545E-09  2.45588E-09
 hg  80   2.143937  0.973937  1.668582  1.96190E-08  4.32931E-08  4.41820E-08
 tl  81   1.975108  1.205108  1.899753  1.35514E-08  3.01299E-08  3.05177E-08
 pb  82   3.512237  1.472237  2.166882  4.73213E-07  1.05836E-06  1.06568E-06
 bi  83   1.703155  1.053155  1.747800  7.40780E-09  1.63816E-08  1.66824E-08
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.3659   1.0409   1.6791   0.6383   0.4877
