# Initial mass = 6.500, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 1.028, Mass expelled =   5.4720
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.52793E-01 -5.49125E-01  3.57208E+00
 he   2  11.127794  0.197794  0.854503  3.47933E-01  5.34921E-01  1.90389E+00
  c   6   7.555902 -0.914099 -0.257390  2.79767E-04 -1.24421E-03  1.53088E-03
  n   7   8.503213  0.633213  1.289922  2.88984E-03  1.50003E-02  1.58132E-02
  o   8   7.670059 -1.059940 -0.403232  4.84694E-04 -3.98402E-03  2.65224E-03
  f   9   2.749990 -1.710010 -1.053301  6.91853E-09 -3.91091E-07  3.78582E-08
 ne  10   7.345813 -0.624187  0.032522  2.89767E-04  1.11176E-04  1.58561E-03
 na  11   5.543217 -0.766783 -0.110075  5.20081E-06 -8.29115E-06  2.84588E-05
 mg  12   6.977258 -0.662742 -0.006033  1.49372E-04 -1.32460E-05  8.17364E-04
 al  13   6.058888 -0.411111  0.245597  2.00114E-05  4.71605E-05  1.09503E-04
 si  14   6.901240 -0.648760  0.007949  1.44892E-04  1.26660E-05  7.92851E-04
  p  15   4.828361 -0.641639  0.015069  1.35106E-06  2.36413E-07  7.39298E-06
  s  16   6.503608 -0.656392  0.000317  6.62147E-05 -5.31349E-07  3.62327E-04
 cl  17   4.584781 -0.645219  0.011489  8.82570E-07  1.15767E-07  4.82942E-06
 ar  18   5.783348 -0.656652  0.000057  1.57094E-05 -1.76318E-07  8.59616E-05
  k  19   4.428292 -0.651708  0.005001  6.78832E-07  3.93211E-08  3.71457E-06
 ca  20   5.633052 -0.656948 -0.000239  1.11500E-05 -1.65717E-07  6.10125E-05
 sc  21   2.427135 -0.622864  0.033844  7.78464E-09  3.10701E-09  4.25975E-08
 ti  22   4.254454 -0.655546  0.001163  5.56937E-07  1.47043E-09  3.04756E-06
  v  23   3.299858 -0.660142 -0.003433  6.58035E-08 -2.74591E-09  3.60077E-07
 cr  24   4.964458 -0.675542 -0.018834  3.10272E-06 -1.93977E-08  1.69781E-05
 mn  25   4.828477 -0.651523  0.005186  2.39698E-06  1.27038E-07  1.31163E-05
 fe  26   6.883291 -0.656709  0.000000  2.76434E-04 -3.32028E-06  1.51264E-03
 co  27   4.309615 -0.560385  0.096324  7.78555E-07  8.39971E-07  4.26025E-06
 ni  28   5.555741 -0.644258  0.012450  1.36660E-05  1.95315E-06  7.47806E-05
 cu  29   3.739354 -0.510646  0.146063  2.25818E-07  3.50978E-07  1.23567E-06
 zn  30   3.998702 -0.631298  0.025411  4.22333E-07  1.26527E-07  2.31101E-06
 ga  31   2.524718 -0.555282  0.101427  1.51151E-08  1.70827E-08  8.27096E-08
 ge  32   2.975675 -0.604325  0.052383  4.44801E-08  4.36358E-08  2.43395E-07
 as  33   1.685074 -0.614926  0.041783  2.34963E-09  1.15374E-09  1.28571E-08
 se  34   2.731946 -0.608054  0.048655  2.75847E-08  2.87114E-08  1.50944E-07
 br  35   1.952262 -0.587738  0.068971  4.63603E-09  3.67719E-09  2.53683E-08
 kr  36   2.687326 -0.562674  0.094035  2.64165E-08  2.83081E-08  1.44551E-07
 rb  37   1.863348 -0.496652  0.160057  4.04080E-09  6.78200E-09  2.21113E-08
 sr  38   2.283338 -0.596663  0.060046  1.08957E-08  7.87544E-09  5.96214E-08
  y  39   1.560967 -0.609033  0.047676  2.09515E-09  1.16894E-09  1.14646E-08
 zr  40   1.902039 -0.627961  0.028747  4.71480E-09  1.59934E-09  2.57994E-08
 nb  41   0.772054 -0.637946  0.018762  3.55970E-10  7.82221E-11  1.94787E-09
 mo  42   1.185850 -0.754150 -0.097441  9.53159E-10  2.66630E-10  5.21569E-09
 ru  44   0.981343 -0.778657 -0.121948  6.27019E-10  6.29790E-11  3.43105E-09
 rh  45   0.396417 -0.663583 -0.006875  1.66025E-10 -1.65247E-11  9.08487E-10
 pd  46   0.942272 -0.707728 -0.051019  6.03408E-10  5.43785E-11  3.30185E-09
 ag  47   0.539450 -0.660550 -0.003842  2.41912E-10 -1.46915E-11  1.32375E-09
 cd  48   1.022149 -0.687851 -0.031142  7.66078E-10  7.29607E-11  4.19198E-09
 in  49   0.082318 -0.677682 -0.020973  8.98761E-11 -3.27688E-12  4.91802E-10
 sn  50   1.356720 -0.713280 -0.056571  1.74793E-09  1.07527E-10  9.56467E-09
 sb  51   0.109389 -0.900611 -0.243902  1.01440E-10 -2.97762E-12  5.55080E-10
