# Initial mass = 1.150, Z =  0.0028, Y =  0.250, M_mix = 6.00E-03
# Final mass = 0.642, Mass expelled =   0.5080
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.25205E-01 -1.41932E-02  3.68404E-01
 he   2  10.982142  0.052142  0.754193  2.76394E-01  1.33185E-02  1.40408E-01
  c   6   8.188812 -0.281188  0.420863  1.33472E-03  4.20411E-04  6.78040E-04
  n   7   7.478875 -0.391125  0.310925  3.03543E-04  7.87305E-05  1.54200E-04
  o   8   8.055727 -0.674273  0.027778  1.30864E-03  4.87039E-05  6.64790E-04
  f   9   4.245535 -0.214465  0.487586  2.40571E-07  8.23882E-08  1.22210E-07
 ne  10   7.592433 -0.377567  0.324484  5.68008E-04  1.51667E-04  2.88548E-04
 na  11   5.936789 -0.373211  0.328839  1.42998E-05  3.85254E-06  7.26428E-06
 mg  12   6.950104 -0.689896  0.012155  1.55884E-04  2.07827E-06  7.91890E-05
 al  13   5.780454 -0.689546  0.012505  1.17092E-05  1.60685E-07  5.94829E-06
 si  14   6.848707 -0.701293  0.000758  1.42626E-04  2.44690E-08  7.24539E-05
  p  15   4.790268 -0.679731  0.022319  1.37489E-06  3.40535E-08  6.98442E-07
  s  16   6.458280 -0.701720  0.000331  6.62692E-05 -2.16496E-08  3.36647E-05
 cl  17   4.532858 -0.697142  0.004909  8.69986E-07  4.35449E-09  4.41953E-07
 ar  18   5.738020 -0.701980  0.000071  1.57223E-05 -9.80071E-09  7.98692E-06
  k  19   4.379294 -0.700706  0.001345  6.73674E-07  1.03014E-09  3.42226E-07
 ca  20   5.587961 -0.702039  0.000012  1.11652E-05 -7.62293E-09  5.67194E-06
 sc  21   2.363320 -0.686680  0.015371  7.46635E-09  1.26757E-10  3.79291E-09
 ti  22   4.214220 -0.695780  0.006271  5.63972E-07  3.71031E-09  2.86498E-07
  v  23   3.257689 -0.702311 -0.000260  6.63385E-08  1.68825E-11  3.37000E-08
 cr  24   4.919027 -0.720973 -0.018922  3.10454E-06 -8.75275E-10  1.57711E-06
 mn  25   4.779377 -0.700624  0.001427  2.37821E-06  2.25646E-09  1.20813E-06
 fe  26   6.837949 -0.702051  0.000000  2.76652E-04 -1.97047E-07  1.40539E-04
 co  27   4.179914 -0.690085  0.011965  6.41614E-07  8.41371E-09  3.25940E-07
 ni  28   5.499012 -0.700988  0.001062  1.33229E-05  7.00538E-09  6.76803E-06
 cu  29   3.572743 -0.677257  0.024794  1.70936E-07  4.70346E-09  8.68353E-08
 zn  30   3.948046 -0.681954  0.020096  4.17527E-07  9.30469E-09  2.12104E-07
 ga  31   2.488208 -0.591792  0.110259  1.54378E-08  1.74983E-09  7.84239E-09
 ge  32   2.968425 -0.611575  0.090476  4.85961E-08  6.14193E-09  2.46868E-08
 as  33   1.678214 -0.621786  0.080265  2.56936E-09  2.18735E-10  1.30524E-09
 se  34   2.792418 -0.547582  0.154468  3.52229E-08  6.54566E-09  1.78932E-08
 br  35   2.003270 -0.536730  0.165321  5.79215E-09  9.28688E-10  2.94241E-09
 kr  36   2.831861 -0.418139  0.283911  4.09350E-08  1.00034E-08  2.07950E-08
 rb  37   1.893632 -0.466368  0.235683  4.81323E-09  1.02201E-09  2.44512E-09
 sr  38   2.936595  0.056595  0.758646  5.44752E-08  2.28695E-08  2.76734E-08
  y  39   2.307023  0.137023  0.839074  1.29704E-08  5.63317E-09  6.58898E-09
 zr  40   2.715493  0.185493  0.887544  3.40882E-08  1.50701E-08  1.73168E-08
 nb  41   1.520920  0.110920  0.812971  2.21802E-09  9.53181E-10  1.12675E-09
 mo  42   1.968698  0.028697  0.730748  6.42242E-09  2.80313E-09  3.26259E-09
 ru  44   1.712787 -0.047213  0.654837  3.75327E-09  1.59398E-09  1.90666E-09
 rh  45   0.757339 -0.302661  0.399389  4.23428E-10  1.29227E-10  2.15102E-10
 pd  46   1.707702  0.057702  0.759752  3.90594E-09  1.68274E-09  1.98422E-09
 ag  47   0.988315 -0.211685  0.490365  7.55454E-10  2.59515E-10  3.83771E-10
 cd  48   1.874995  0.164995  0.867046  6.06464E-09  2.69844E-09  3.08084E-09
 in  49   0.763358  0.003358  0.705409  4.79037E-10  1.97390E-10  2.43351E-10
 sn  50   2.311961  0.241961  0.944012  1.75166E-08  8.02046E-09  8.89842E-09
 sb  51   0.828281 -0.181719  0.520332  5.89911E-10  2.47867E-10  2.99675E-10
 te  52   1.935191 -0.244809  0.457242  7.90757E-09  3.53853E-09  4.01705E-09
  i  53   1.072081 -0.477919  0.224131  1.07784E-09  2.20285E-10  5.47545E-10
 xe  54   2.112289 -0.127711  0.574340  1.22330E-08  4.69176E-09  6.21435E-09
 cs  55   0.938672 -0.141328  0.560723  8.30260E-10  3.05637E-10  4.21772E-10
 ba  56   2.888980  0.708980  1.411031  7.65132E-08  3.73611E-08  3.88687E-08
 la  57   1.895810  0.725810  1.427861  7.86200E-09  3.84470E-09  3.99389E-09
 ce  58   2.409841  0.829841  1.531891  2.59018E-08  1.27726E-08  1.31581E-08
 pr  59   1.362207  0.602207  1.304258  2.33424E-09  1.12686E-09  1.18579E-09
 nd  60   2.179927  0.729927  1.431978  1.57041E-08  7.69877E-09  7.97770E-09
 sm  62   1.414209  0.474209  1.176260  2.80765E-09  1.35568E-09  1.42629E-09
 eu  63   0.403382 -0.106618  0.595433  2.76773E-10  1.04860E-10  1.40601E-10
 gd  64   1.256441  0.206441  0.908492  2.04189E-09  9.09043E-10  1.03728E-09
 tb  65   0.286571 -0.033429  0.668621  2.21189E-10  8.82305E-11  1.12364E-10
 dy  66   1.397922  0.267922  0.969972  2.92264E-09  1.32562E-09  1.48470E-09
 ho  67   0.421418 -0.048582  0.653469  3.13126E-10  1.23691E-10  1.59068E-10
 er  68   1.213969  0.293969  0.996020  1.96952E-09  9.01159E-10  1.00051E-09
