# Initial mass = 3.000, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.748, Mass expelled =   2.2520
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.06687E-01 -1.04624E-01  1.59146E+00
 he   2  11.005250  0.075250  0.769980  2.84055E-01  7.62942E-02  6.39692E-01
  c   6   9.078499  0.608499  1.303229  1.00889E-02  2.15781E-02  2.27202E-02
  n   7   8.130568  0.260568  0.955298  1.32641E-03  2.65252E-03  2.98708E-03
  o   8   8.091693 -0.638307  0.056424  1.38533E-03  3.88605E-04  3.11976E-03
  f   9   5.292848  0.832848  1.527578  2.61410E-06  5.71042E-06  5.88695E-06
 ne  10   7.974709  0.004709  0.699440  1.33474E-03  2.39903E-03  3.00583E-03
 na  11   6.026767 -0.283233  0.411498  1.71425E-05  2.34804E-05  3.86048E-05
 mg  12   7.058171 -0.581829  0.112902  1.94820E-04  9.68970E-05  4.38734E-04
 al  13   5.961330 -0.508670  0.186061  1.73050E-05  1.33139E-05  3.89708E-05
 si  14   6.869717 -0.680284  0.014447  1.45872E-04  7.41999E-06  3.28505E-04
  p  15   4.878841 -0.591159  0.103572  1.64288E-06  7.54475E-07  3.69976E-06
  s  16   6.466515 -0.693485  0.001246  6.58132E-05 -1.12296E-06  1.48211E-04
 cl  17   4.580270 -0.649730  0.045001  9.45561E-07  1.89500E-07  2.12940E-06
 ar  18   5.744469 -0.695531 -0.000801  1.55500E-05 -4.31446E-07  3.50186E-05
  k  19   4.404958 -0.675042  0.019689  6.96433E-07  5.58213E-08  1.56837E-06
 ca  20   5.592803 -0.697197 -0.002467  1.10021E-05 -4.01184E-07  2.47767E-05
 sc  21   2.554858 -0.495142  0.199589  1.13087E-08  9.21486E-09  2.54672E-08
 ti  22   4.233867 -0.676133  0.018598  5.75003E-07  4.12906E-08  1.29491E-06
  v  23   3.259461 -0.700539 -0.005808  6.49088E-08 -3.14489E-09  1.46175E-07
 cr  24   4.928359 -0.711641 -0.016911  3.09097E-06 -3.44417E-08  6.96087E-06
 mn  25   4.788092 -0.691908  0.002822  2.36445E-06 -2.09752E-08  5.32475E-06
 fe  26   6.845269 -0.694731  0.000000  2.74170E-04 -6.46379E-06  6.17431E-04
 co  27   4.566070 -0.303930  0.390801  1.52123E-06  2.01820E-06  3.42581E-06
 ni  28   5.539395 -0.660605  0.034126  1.42478E-05  2.11395E-06  3.20860E-05
 cu  29   3.923198 -0.326802  0.367929  3.73296E-07  4.76566E-07  8.40662E-07
 zn  30   4.041878 -0.588122  0.106608  5.04989E-07  2.38214E-07  1.13724E-06
 ga  31   2.776472 -0.303528  0.391203  2.92156E-08  3.87848E-08  6.57935E-08
 ge  32   3.251269 -0.328731  0.366000  9.08262E-08  1.22330E-07  2.04541E-07
 as  33   1.886728 -0.413272  0.281459  4.04673E-09  4.29671E-09  9.11324E-09
 se  34   3.161193 -0.178807  0.515924  8.02354E-08  1.30385E-07  1.80690E-07
 br  35   2.339010 -0.200990  0.493741  1.22277E-08  1.86098E-08  2.75368E-08
 kr  36   3.518893  0.268893  0.963624  1.94041E-07  3.89141E-07  4.36981E-07
 rb  37   2.819471  0.459471  1.154202  3.95405E-08  8.27364E-08  8.90451E-08
 sr  38   3.461143  0.581143  1.275874  1.77629E-07  3.78725E-07  4.00021E-07
  y  39   2.913748  0.743748  1.438478  5.11029E-08  1.10846E-07  1.15084E-07
