# Initial mass = 4.500, Z =  0.0007, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.906, Mass expelled =   3.5941
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.71585E-01 -3.01549E-01  2.41374E+00
 he   2  11.091122  0.161121  1.937400  3.28964E-01  2.82947E-01  1.18232E+00
  c   6   7.782516 -0.687485  1.088794  4.84994E-04  1.52414E-03  1.74311E-03
  n   7   8.641551  0.771551  2.547830  4.08825E-03  1.45325E-02  1.46935E-02
  o   8   7.292242 -1.437758  0.338521  2.08918E-04 -9.01002E-05  7.50868E-04
  f   9   3.226652 -1.233348  0.542931  2.13305E-08  5.45213E-08  7.66636E-08
 ne  10   6.845911 -1.124089  0.652189  9.42915E-05  1.92635E-04  3.38892E-04
 na  11   5.289583 -1.020417  0.755861  2.98375E-06  9.76378E-06  1.07239E-05
 mg  12   6.271257 -1.368742  0.407536  3.02409E-05  2.48801E-05  1.08688E-04
 al  13   4.822858 -1.647141  0.129137  1.19557E-06  1.88712E-06  4.29696E-06
 si  14   5.938435 -1.611565  0.164713  1.62392E-05  2.98608E-06  5.83652E-05
  p  15   3.828215 -1.641785  0.134493  1.38948E-07  1.29969E-07  4.99392E-07
  s  16   5.704632 -1.455368  0.320910  1.08219E-05 -1.87563E-07  3.88949E-05
 cl  17   3.499454 -1.730546  0.045732  7.46016E-08  2.48043E-08  2.68124E-07
 ar  18   5.008710 -1.431290  0.344989  2.71548E-06 -5.74864E-08  9.75967E-06
  k  19   3.507898 -1.572102  0.204177  8.38870E-08  9.04939E-09  3.01497E-07
 ca  20   4.841155 -1.448845  0.327434  1.85226E-06 -5.64019E-08  6.65718E-06
 sc  21   1.605447 -1.444553  0.331725  1.20747E-09  7.88897E-10  4.33975E-09
 ti  22   3.516398 -1.393601  0.382677  1.04731E-07  2.71655E-10  3.76413E-07
  v  23   2.429633 -1.530367  0.245912  9.12747E-09 -2.65981E-10  3.28049E-08
 cr  24   4.018303 -1.621697  0.154582  3.61338E-07 -5.72857E-09  1.29868E-06
 mn  25   3.190514 -2.289486 -0.513208  5.67580E-08  4.15119E-09  2.03993E-07
 fe  26   5.763721 -1.776278  0.000000  2.15947E-05 -6.40663E-07  7.76131E-05
 co  27   3.293653 -1.576346  0.199932  7.72063E-08  1.00932E-07  2.77486E-07
 ni  28   4.473150 -1.726850  0.049428  1.16246E-06  4.18570E-07  4.17797E-06
 cu  29   2.786103 -1.463897  0.312382  2.58721E-08  7.76497E-08  9.29866E-08
 zn  30   3.183178 -1.446822  0.329456  6.64440E-08  3.81284E-08  2.38805E-07
 ga  31   1.734423 -1.345577  0.430701  2.52023E-09  5.67032E-09  9.05793E-09
 ge  32   2.174352 -1.405648  0.370630  7.23051E-09  1.56757E-08  2.59871E-08
