# Initial mass = 3.000, Z =  0.0007, Y =  0.250, M_mix = 5.00E-04
# Final mass = 0.822, Mass expelled =   2.1778
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.26928E-01 -6.21948E-02  1.58307E+00
 he   2  10.975142  0.045142  1.857665  2.72621E-01  4.87440E-02  5.93701E-01
  c   6   8.791571  0.321570  2.134093  5.36020E-03  1.15405E-02  1.16732E-02
  n   7   7.021136 -0.848864  0.963659  1.06050E-04  1.33414E-04  2.30952E-04
  o   8   7.501781 -1.228218  0.584304  3.66358E-04  2.88271E-04  7.97837E-04
  f   9   4.602786  0.142786  1.955308  5.48940E-07  1.18204E-06  1.19546E-06
 ne  10   7.430697 -0.539302  1.273220  3.92328E-04  7.65773E-04  8.54394E-04
 na  11   5.395760 -0.914240  0.898282  4.12411E-06  8.39955E-06  8.98129E-06
 mg  12   6.443101 -1.196898  0.615624  4.86214E-05  5.51039E-05  1.05886E-04
 al  13   4.847610 -1.622390  0.190133  1.36998E-06  1.52330E-06  2.98349E-06
 si  14   5.926841 -1.623159  0.189363  1.71144E-05  3.71521E-06  3.72709E-05
  p  15   3.992242 -1.477758  0.334764  2.19417E-07  2.53994E-07  4.77837E-07
  s  16   5.670682 -1.489318  0.323205  1.08329E-05 -8.97653E-08  2.35914E-05
 cl  17   3.484319 -1.745681  0.066841  7.79837E-08  2.23950E-08  1.69829E-07
 ar  18   4.972596 -1.467404  0.345118  2.70472E-06 -5.82722E-08  5.89021E-06
  k  19   3.477688 -1.602312  0.210210  8.46982E-08  7.24988E-09  1.84452E-07
 ca  20   4.804588 -1.485412  0.327111  1.84300E-06 -5.43423E-08  4.01360E-06
 sc  21   1.614185 -1.435815  0.376708  1.33354E-09  7.52555E-10  2.90412E-09
 ti  22   3.484619 -1.425381  0.387142  1.05363E-07  1.53960E-09  2.29454E-07
  v  23   2.396200 -1.563800  0.248723  9.14760E-09 -1.17309E-10  1.99212E-08
