# Initial mass = 3.000, Z =  0.0007, Y =  0.250, M_mix = 5.00E-04
# Final mass = 0.827, Mass expelled =   2.1731
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.10874E-01 -9.69459E-02  1.54477E+00
 he   2  11.001856  0.071856  1.881855  2.83513E-01  7.23093E-02  6.16091E-01
  c   6   9.058452  0.588451  2.398451  9.69088E-03  2.09265E-02  2.10588E-02
  n   7   7.308877 -0.561122  1.248877  2.01166E-04  3.39819E-04  4.37146E-04
  o   8   7.617679 -1.112320  0.697679  4.67848E-04  5.08193E-04  1.01666E-03
  f   9   4.917635  0.457635  2.267634  1.10835E-06  2.39511E-06  2.40850E-06
 ne  10   7.727835 -0.242165  1.567834  7.60481E-04  1.56414E-03  1.65257E-03
 na  11   5.768937 -0.541063  1.268937  9.52376E-06  2.01152E-05  2.06957E-05
 mg  12   6.800311 -0.839689  0.970311  1.08228E-04  1.84513E-04  2.35186E-04
 al  13   5.136880 -1.333119  0.476880  2.60788E-06  4.21003E-06  5.66707E-06
 si  14   5.993965 -1.556036  0.253964  1.95338E-05  8.96476E-06  4.24481E-05
  p  15   4.254539 -1.215461  0.594538  3.92526E-07  6.29622E-07  8.52983E-07
  s  16   5.678357 -1.481643  0.328357  1.07825E-05 -1.98985E-07  2.34311E-05
 cl  17   3.537090 -1.692910  0.117090  8.61146E-08  4.00156E-08  1.87132E-07
 ar  18   4.978087 -1.461913  0.348086  2.67864E-06 -1.14812E-07  5.82084E-06
  k  19   3.508554 -1.571445  0.238554  8.89287E-08  1.64273E-08  1.93247E-07
 ca  20   4.807945 -1.482055  0.327945  1.81628E-06 -1.12277E-07  3.94689E-06
 sc  21   1.761836 -1.288164  0.521836  1.83213E-09  1.83441E-09  3.98133E-09
 ti  22   3.495928 -1.414072  0.395927  1.05754E-07  2.38676E-09  2.29810E-07
  v  23   2.403625 -1.556375  0.253625  9.09985E-09 -2.20828E-10  1.97745E-08
 cr  24   3.989271 -1.650729  0.159271  3.57745E-07 -1.12722E-08  7.77401E-07
 mn  25   3.151008 -2.328992 -0.518993  5.48546E-08 -1.62620E-09  1.19202E-07
 fe  26   5.730000 -1.809999  0.000000  2.11503E-05 -1.35294E-06  4.59609E-05
 co  27   3.523294 -1.346705  0.463294  1.38671E-07  1.94592E-07  3.01341E-07
 ni  28   4.540065 -1.659935  0.150065  1.43544E-06  8.46278E-07  3.11929E-06
 cu  29   3.182328 -1.067672  0.742328  6.81944E-08  1.38917E-07  1.48191E-07
 zn  30   3.281053 -1.348948  0.461052  8.81095E-08  7.01335E-08  1.91467E-07
 ga  31   2.061985 -1.018015  0.791985  5.67145E-09  1.02762E-08  1.23244E-08
 ge  32   2.495277 -1.084723  0.725277  1.60245E-08  2.85878E-08  3.48223E-08
 as  33   1.047936 -1.252064  0.557936  5.90036E-10  9.16910E-10  1.28218E-09
 se  34   2.339924 -1.000076  0.809923  1.21805E-08  2.26539E-08  2.64689E-08
 br  35   1.493046 -1.046954  0.763045  1.75367E-09  3.13384E-09  3.81082E-09
 kr  36   2.596775 -0.653225  1.156775  2.33529E-08  4.71193E-08  5.07473E-08
 rb  37   1.915041 -0.444959  1.365041  4.95653E-09  1.02924E-08  1.07708E-08
