# Initial mass = 2.750, Z =  0.0007, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.774, Mass expelled =   1.9762
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.23802E-01 -6.26172E-02  1.43040E+00
 he   2  10.979930  0.049930  1.860399  2.74457E-01  4.78626E-02  5.42390E-01
  c   6   8.867351  0.397350  2.207819  6.35462E-03  1.24378E-02  1.25582E-02
  n   7   6.928429 -0.941571  0.868898  8.52969E-05  8.00545E-05  1.68566E-04
  o   8   7.554464 -1.175535  0.634934  4.11828E-04  3.51455E-04  8.13867E-04
  f   9   4.856437  0.396437  2.206906  9.80176E-07  1.92488E-06  1.93705E-06
 ne  10   7.659923 -0.310077  1.500392  6.62221E-04  1.22828E-03  1.30870E-03
 na  11   5.574967 -0.735033  1.075437  6.20391E-06  1.17324E-05  1.22603E-05
 mg  12   6.490331 -1.149669  0.660800  5.39742E-05  6.05830E-05  1.06665E-04
 al  13   5.010753 -1.459247  0.351223  1.98603E-06  2.59979E-06  3.92486E-06
 si  14   5.931864 -1.618136  0.192333  1.72390E-05  3.61774E-06  3.40683E-05
  p  15   4.024972 -1.445028  0.365441  2.35575E-07  2.62420E-07  4.65549E-07
  s  16   5.672952 -1.487048  0.323421  1.08428E-05 -6.17911E-08  2.14279E-05
 cl  17   3.495584 -1.734416  0.076053  7.96886E-08  2.36919E-08  1.57483E-07
 ar  18   4.973883 -1.466117  0.344352  2.70108E-06 -6.00712E-08  5.33795E-06
  k  19   3.477265 -1.602735  0.207735  8.42518E-08  5.69693E-09  1.66501E-07
 ca  20   4.805985 -1.484015  0.326455  1.84099E-06 -5.32882E-08  3.63821E-06
 sc  21   1.621094 -1.428906  0.381563  1.34909E-09  7.13655E-10  2.66611E-09
 ti  22   3.489157 -1.420843  0.389626  1.06011E-07  2.67904E-09  2.09503E-07
  v  23   2.398402 -1.561598  0.248871  9.15457E-09 -9.26761E-11  1.80915E-08
 cr  24   3.985681 -1.654319  0.156150  3.61252E-07 -3.32102E-09  7.13916E-07
 mn  25   3.152671 -2.327329 -0.516860  5.60664E-08  9.15826E-10  1.10800E-07
 fe  26   5.729531 -1.810469  0.000000  2.15117E-05 -5.16298E-07  4.25120E-05
 co  27   3.405807 -1.464193  0.346276  1.07727E-07  1.15814E-07  2.12893E-07
 ni  28   4.442990 -1.757010  0.053460  1.16879E-06  2.42665E-07  2.30979E-06
 cu  29   2.774945 -1.475055  0.335414  2.71765E-08  4.52738E-08  5.37069E-08
 zn  30   3.141363 -1.488637  0.321832  6.50369E-08  1.81844E-08  1.28528E-07
 ga  31   1.683162 -1.396838  0.413631  2.41378E-09  2.90748E-09  4.77018E-09
 ge  32   2.124050 -1.455950  0.354519  6.94042E-09  8.04608E-09  1.37159E-08
 as  33   0.741754 -1.558246  0.252223  2.96840E-10  2.54437E-10  5.86623E-10
 se  34   1.947554 -1.392446  0.418023  5.02482E-09  6.46076E-09  9.93018E-09
 br  35   1.123640 -1.416360  0.394109  7.62725E-10  8.91652E-10  1.50732E-09
 kr  36   2.337627 -0.912373  0.898097  1.30924E-08  2.25742E-08  2.58736E-08
 rb  37   1.571607 -0.788393  1.022076  2.28860E-09  4.08770E-09  4.52280E-09
 sr  38   1.996537 -0.883463  0.927006  6.24166E-09  1.08662E-08  1.23349E-08
  y  39   1.442927 -0.727073  1.083396  1.77019E-09  3.20606E-09  3.49829E-09
 zr  40   1.886725 -0.643275  1.167195  5.04655E-09  9.28626E-09  9.97314E-09
 nb  41   0.705515 -0.704485  1.105984  3.38625E-10  6.16133E-10  6.69199E-10
 mo  42   1.248112 -0.691888  1.118581  1.21975E-09  2.27003E-09  2.41050E-09
 ru  44   0.803164 -0.956836  0.853633  4.61259E-10  8.15957E-10  9.11554E-10
 rh  45  -0.257483 -1.317482  0.492987  4.08430E-11  5.44594E-11  8.07151E-11
 pd  46   0.650804 -0.999196  0.811273  3.41969E-10  5.83636E-10  6.75809E-10
 ag  47  -0.105309 -1.305309  0.505161  6.07776E-11  8.21213E-11  1.20110E-10
 cd  48   0.761577 -0.948423  0.862046  4.66171E-10  8.04350E-10  9.21259E-10
 in  49  -0.344735 -1.104735  0.705734  3.72765E-11  5.96149E-11  7.36669E-11
 sn  50   1.309612 -0.760388  1.050081  1.73884E-09  3.16792E-09  3.43634E-09
 sb  51  -0.135445 -1.145445  0.665025  6.40058E-11  1.10651E-10  1.26490E-10
 te  52   0.979137 -1.200863  0.609607  8.73267E-10  1.57947E-09  1.72578E-09
  i  53   0.041162 -1.508837  0.301632  1.00184E-10  9.79302E-11  1.97986E-10
 xe  54   1.263331 -0.976669  0.833801  1.72875E-09  2.95090E-09  3.41641E-09
 cs  55  -0.037765 -1.117765  0.692705  8.74856E-11  1.37385E-10  1.72892E-10
 ba  56   1.980064 -0.199936  1.610533  9.41846E-09  1.81521E-08  1.86130E-08
 la  57   0.956223 -0.213776  1.596693  9.01787E-10  1.73652E-09  1.78214E-09
 ce  58   1.515859 -0.064141  1.746328  3.29994E-09  6.40359E-09  6.52144E-09
 pr  59   0.468393 -0.291607  1.518862  2.97501E-10  5.69912E-10  5.87930E-10
 nd  60   1.192100 -0.257900  1.552569  1.61192E-09  3.10025E-09  3.18553E-09
 sm  62   0.445613 -0.494387  1.316082  3.01234E-10  5.73721E-10  5.95308E-10
 eu  63  -0.577559 -1.087559  0.722911  2.88630E-11  4.61125E-11  5.70398E-11
 gd  64   0.316586 -0.733413  1.077056  2.34065E-10  4.23360E-10  4.62567E-10
 tb  65  -0.655430 -0.975430  0.835039  2.52303E-11  4.24824E-11  4.98608E-11
 dy  66   0.447858 -0.682142  1.128327  3.27244E-10  5.98071E-10  6.46708E-10
 ho  67  -0.533143 -1.003143  0.807326  3.46989E-11  5.77568E-11  6.85730E-11
 er  68   0.307591 -0.612409  1.198061  2.43860E-10  4.51547E-10  4.81924E-10
 tm  69  -0.636676 -0.756676  1.053793  2.80027E-11  5.03911E-11  5.53398E-11
 yb  70   0.646344 -0.273656  1.536813  5.50365E-10  1.05986E-09  1.08765E-09
 lu  71  -0.294115 -0.384115  1.426354  6.38266E-11  1.21352E-10  1.26136E-10
 hf  72   0.636400 -0.073600  1.736869  5.54848E-10  1.07620E-09  1.09651E-09
 ta  73  -0.327939 -0.207939  1.602530  6.10626E-11  1.17624E-10  1.20674E-10
  w  74   0.574222 -0.075778  1.734691  4.95247E-10  9.60495E-10  9.78720E-10
 re  75  -0.330057 -0.590057  1.220412  6.25315E-11  1.16047E-10  1.23576E-10
 os  76   0.610583 -0.739417  1.071052  5.57214E-10  1.00657E-09  1.10118E-09
 ir  77  -0.094555 -1.414555  0.395914  1.11019E-10  1.30158E-10  2.19398E-10
 pt  78   0.571053 -1.048947  0.761522  5.21700E-10  8.63254E-10  1.03100E-09
 au  79  -0.226151 -1.026150  0.784319  8.40240E-11  1.38434E-10  1.66051E-10
 hg  80   0.994469 -0.175531  1.634938  1.42212E-09  2.74914E-09  2.81044E-09
 tl  81   0.832897  0.062897  1.873366  9.98852E-10  1.94722E-09  1.97396E-09
 pb  82   2.924464  0.884464  2.694933  1.25030E-07  2.46583E-07  2.47087E-07
 bi  83   1.405530  0.755530  2.565999  3.81764E-09  7.52378E-09  7.54452E-09
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.1451   1.0592   1.6512   0.5920   1.0437
