# Initial mass = 1.900, Z =  0.0007, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.678, Mass expelled =   1.2221
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  6.90579E-01 -7.93263E-02  8.43981E-01
 he   2  11.039808  0.109808  1.898758  3.00571E-01  6.15140E-02  3.67339E-01
  c   6   9.157196  0.687196  2.476146  1.18176E-02  1.43682E-02  1.44427E-02
  n   7   7.007034 -0.862966  0.925984  9.75288E-05  6.44562E-05  1.19193E-04
  o   8   7.786388 -0.943611  0.845339  6.70246E-04  5.33168E-04  8.19132E-04
  f   9   5.313969  0.853969  2.642919  2.68182E-06  3.27002E-06  3.27755E-06
 ne  10   8.083424  0.113424  1.902374  1.67532E-03  1.99774E-03  2.04747E-03
 na  11   6.136887 -0.173113  1.615837  2.15864E-05  2.60550E-05  2.63815E-05
 mg  12   6.536386 -1.103613  0.685337  5.72579E-05  4.14787E-05  6.99769E-05
 al  13   4.900123 -1.569877  0.219073  1.46876E-06  9.75574E-07  1.79502E-06
 si  14   5.918078 -1.631922  0.157028  1.59339E-05  6.42172E-07  1.94733E-05
  p  15   3.974264 -1.495736  0.293214  1.99993E-07  1.18800E-07  2.44419E-07
  s  16   5.692883 -1.467117  0.321833  1.08310E-05 -5.27216E-08  1.32369E-05
 cl  17   3.557853 -1.672147  0.116803  8.77524E-08  2.45066E-08  1.07245E-07
 ar  18   4.993279 -1.446721  0.342229  2.69481E-06 -4.48133E-08  3.29342E-06
  k  19   3.499004 -1.580996  0.207954  8.45109E-08  3.83968E-09  1.03284E-07
 ca  20   4.826230 -1.463770  0.325180  1.84030E-06 -3.37909E-08  2.24910E-06
 sc  21   1.621528 -1.428472  0.360478  1.28845E-09  3.67230E-10  1.57467E-09
 ti  22   3.524182 -1.385818  0.403132  1.09641E-07  6.09242E-09  1.33996E-07
  v  23   2.416326 -1.543674  0.245275  9.10238E-09 -1.21107E-10  1.11243E-08
 cr  24   4.007535 -1.632465  0.156485  3.62459E-07 -5.79149E-10  4.42974E-07
 mn  25   3.246544 -2.233456 -0.444506  6.64002E-08  1.31957E-08  8.11501E-08
 fe  26   5.751050 -1.788950  0.000000  2.15669E-05 -2.51852E-07  2.63576E-05
 co  27   3.332887 -1.537113  0.251837  8.68956E-08  4.61626E-08  1.06198E-07
 ni  28   4.425407 -1.774592  0.014358  1.07090E-06  3.04296E-08  1.30878E-06
 cu  29   2.528473 -1.721527  0.067423  1.46999E-08  1.27501E-08  1.79653E-08
 zn  30   3.142736 -1.487264  0.301686  6.22482E-08  7.83740E-09  7.60758E-08
 ga  31   1.642084 -1.437916  0.351034  2.09514E-09  1.40862E-09  2.56055E-09
 ge  32   2.133428 -1.446572  0.342378  6.76639E-09  4.76315E-09  8.26945E-09
 as  33   0.776507 -1.523493  0.265457  3.06810E-10  1.69533E-10  3.74964E-10
 se  34   2.035758 -1.304242  0.484708  5.87379E-09  5.03302E-09  7.17857E-09
 br  35   1.213053 -1.326947  0.462003  8.94076E-10  7.11943E-10  1.09268E-09
 kr  36   2.221473 -1.028527  0.760423  9.56005E-09  9.64326E-09  1.16837E-08
 rb  37   1.449484 -0.910516  0.878434  1.64832E-09  1.74540E-09  2.01447E-09
 sr  38   2.360831 -0.519169  1.269781  1.37781E-08  1.59304E-08  1.68387E-08
  y  39   1.784149 -0.385851  1.403099  3.70539E-09  4.34777E-09  4.52849E-09
 zr  40   2.183674 -0.346326  1.442624  9.53973E-09  1.12341E-08  1.16589E-08
 nb  41   1.022884 -0.387116  1.401834  6.70936E-10  7.87158E-10  8.19975E-10
 mo  42   1.437325 -0.502675  1.286275  1.79920E-09  2.11199E-09  2.19886E-09
 ru  44   1.083922 -0.676078  1.112872  8.40035E-10  9.67519E-10  1.02664E-09
 rh  45   0.051530 -1.008470  0.780480  7.93824E-11  8.07790E-11  9.70161E-11
 pd  46   1.111424 -0.538576  1.250374  9.42326E-10  1.09465E-09  1.15165E-09
 ag  47   0.330403 -0.869597  0.919353  1.58143E-10  1.69779E-10  1.93272E-10
 cd  48   1.311913 -0.398087  1.390863  1.57934E-09  1.85787E-09  1.93017E-09
 in  49   0.189152 -0.570848  1.218102  1.21595E-10  1.39916E-10  1.48606E-10
 sn  50   1.783296 -0.286704  1.502246  4.93784E-09  5.86871E-09  6.03471E-09
 sb  51   0.271152 -0.738847  1.050102  1.55744E-10  1.80545E-10  1.90340E-10
 te  52   1.378921 -0.801080  0.987870  2.09182E-09  2.46602E-09  2.55649E-09
  i  53   0.304022 -1.245978  0.542972  1.75086E-10  1.52102E-10  2.13979E-10
 xe  54   1.528141 -0.711859  1.077091  3.03484E-09  3.42111E-09  3.70899E-09
 cs  55   0.326525 -0.753475  1.035475  1.93117E-10  2.14056E-10  2.36015E-10
 ba  56   2.369985  0.189985  1.978935  2.20543E-08  2.66683E-08  2.69534E-08
 la  57   1.379350  0.209350  1.998300  2.27942E-09  2.75756E-09  2.78576E-09
 ce  58   1.902044  0.322044  2.110994  7.66100E-09  9.28989E-09  9.36278E-09
 pr  59   0.881063  0.121063  1.910012  7.34093E-10  8.86019E-10  8.97161E-10
 nd  60   1.649012  0.199012  1.987962  4.40404E-09  5.32959E-09  5.38233E-09
 sm  62   0.850662 -0.089338  1.699612  7.30378E-10  8.79271E-10  8.92621E-10
 eu  63  -0.206411 -0.716411  1.072539  6.47266E-11  7.23471E-11  7.91048E-11
 gd  64   0.708753 -0.341247  1.447703  5.50930E-10  6.49065E-10  6.73311E-10
 tb  65  -0.289544 -0.609544  1.179406  5.58987E-11  6.37529E-11  6.83158E-11
 dy  66   0.831650 -0.298350  1.490600  7.55538E-10  8.93292E-10  9.23370E-10
 ho  67  -0.174626 -0.644626  1.144324  7.55835E-11  8.56844E-11  9.23734E-11
 er  68   0.699356 -0.220644  1.568306  5.73455E-10  6.82054E-10  7.00839E-10
 tm  69  -0.268556 -0.388556  1.400394  6.23614E-11  7.31537E-11  7.62141E-11
 yb  70   1.035727  0.115727  1.904676  1.28714E-09  1.55588E-09  1.57306E-09
 lu  71   0.071532 -0.018468  1.770482  1.41333E-10  1.69769E-10  1.72728E-10
 hf  72   1.015956  0.305956  2.094906  1.26859E-09  1.53783E-09  1.55039E-09
 ta  73   0.051552  0.171552  1.960502  1.39592E-10  1.68714E-10  1.70600E-10
  w  74   0.965432  0.315432  2.104382  1.16312E-09  1.41022E-09  1.42149E-09
 re  75   0.029735 -0.230265  1.558685  1.36611E-10  1.62300E-10  1.66957E-10
 os  76   0.952601 -0.397399  1.391551  1.16851E-09  1.36957E-09  1.42808E-09
 ir  77   0.157113 -1.162887  0.626063  1.89086E-10  1.75900E-10  2.31088E-10
 pt  78   0.914662 -0.705338  1.083612  1.09805E-09  1.23824E-09  1.34197E-09
 au  79   0.125842 -0.674158  1.114792  1.80297E-10  2.03269E-10  2.20348E-10
 hg  80   1.427419  0.257419  2.046369  3.67690E-09  4.45576E-09  4.49367E-09
 tl  81   1.200453  0.430453  2.219403  2.22152E-09  2.69846E-09  2.71500E-09
 pb  82   3.310377  1.270377  3.059327  2.90082E-07  3.54207E-07  3.54519E-07
 bi  83   1.497626  0.847626  2.636576  4.50282E-09  5.49023E-09  5.50306E-09
