# Initial mass = 3.000, Z =  0.0028, Y =  0.250, M_mix = 5.00E-04
# Final mass = 0.748, Mass expelled =   2.2520
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0123158E-01  1.5812403E+00  1.6824719E+00  7.0214933E-01  7.4716753E-01 -2.6988486E-02
      d      2   1.4411797E-17  1.4411797E-17  0.0000000E+00  6.3995548E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4447922E-04  2.4447922E-04  0.0000000E+00  1.0856093E-04  0.0000000E+00  0.0000000E+00
    he4      4   7.4254513E-02  6.3718003E-01  5.6292552E-01  2.8293964E-01  2.4998912E-01  5.3772684E-02
    li7      7  -3.9302379E-09  1.6785977E-10  4.0980979E-09  7.4538084E-11  1.8199209E-09 -1.3876743E+00
    be7      7   1.0208255E-15  1.0208255E-15  0.0000000E+00  4.5329731E-16  0.0000000E+00  0.0000000E+00
     b8      8   5.3727437E-28  5.3727437E-28  0.0000000E+00  2.3857655E-28  0.0000000E+00  0.0000000E+00
    c12     12   2.3646824E-02  2.4775144E-02  1.1283190E-03  1.1001396E-02  5.0107419E-04  1.3415458E+00
    c13     13   2.6491734E-05  4.0164745E-05  1.3673010E-05  1.7835146E-05  6.0720358E-06  4.6794236E-01
    c14     14   2.2141647E-08  2.2141647E-08  0.0000000E+00  9.8319930E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.1094586E-04  9.4454357E-04  3.3359774E-04  4.1942432E-04  1.4814714E-04  4.5196036E-01
    n15     15  -5.0537716E-07  3.1631390E-07  8.2169106E-07  1.4045911E-07  3.6490411E-07 -4.1462886E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   2.5666878E-04  2.9812644E-03  2.7245956E-03  1.3238296E-03  1.2099633E-03  3.9059903E-02
    o17     17   2.0745902E-05  2.1845732E-05  1.0998303E-06  9.7005914E-06  4.8842276E-07  1.2980024E+00
    o18     18  -2.5300949E-06  3.6002450E-06  6.1303399E-06  1.5986878E-06  2.7224175E-06 -2.3119105E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   5.1359889E-06  5.3125259E-06  1.7653703E-07  2.3590258E-06  7.8398187E-08  1.4784267E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.1821412E-05  5.8072089E-04  5.5889948E-04  2.5786896E-04  2.4820119E-04  1.6595181E-02
   ne21     21   2.3234661E-06  3.7302168E-06  1.4067508E-06  1.6564019E-06  6.2472282E-07  4.2347836E-01
   ne22     22   2.0235074E-03  2.0687133E-03  4.5205888E-05  9.1861159E-04  2.0075448E-05  1.6604667E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   5.5897185E-18  5.5897185E-18  0.0000000E+00  2.4821130E-18  0.0000000E+00  0.0000000E+00
   na23     23   1.8945437E-05  3.4075118E-05  1.5129681E-05  1.5131047E-05  6.7189276E-06  3.5256907E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -6.9085800E-06  2.5969654E-04  2.6660512E-04  1.1531818E-04  1.1839645E-04 -1.1440894E-02
   mg25     25   5.9726921E-05  9.4884999E-05  3.5158078E-05  4.2133659E-05  1.5613321E-05  4.3113390E-01
