# Initial mass = 2.360, Z =  0.0006, Y =  0.300, M_mix = 2.00E-03
# Final mass = 0.752, Mass expelled =   1.6080
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -7.0791364E-02  1.0537608E+00  1.1245521E+00  6.5532392E-01  6.9939989E-01 -2.8269539E-02
      d      2  -3.1413369E-06  7.7057319E-11  3.1414140E-06  4.7921223E-11  1.9537597E-06 -4.6103435E+00
    he3      3   1.9376498E-04  2.1374643E-04  1.9981460E-05  1.3292690E-04  1.2427197E-05  1.0292398E+00
    he4      4   5.1013917E-02  5.3337830E-01  4.8236439E-01  3.3170295E-01  2.9999998E-01  4.3628093E-02
    li7      7  -2.0323778E-09  1.7665169E-10  2.2090294E-09  1.0985803E-10  1.3738758E-09 -1.0971158E+00
    be7      7   1.1697570E-12  1.1697570E-12  0.0000000E+00  7.2746090E-13  0.0000000E+00  0.0000000E+00
     b8      8   2.3528400E-28  2.3528400E-28  0.0000000E+00  1.4632091E-28  0.0000000E+00  0.0000000E+00
    c12     12   1.7199112E-02  1.7364282E-02  1.6516927E-04  1.0798684E-02  1.0272479E-04  2.0216959E+00
    c13     13   3.8520839E-06  5.8526994E-06  2.0006157E-06  3.6397387E-06  1.2442558E-06  4.6616051E-01
    c14     14   6.6240403E-08  6.6240403E-08  0.0000000E+00  4.1194284E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   9.5859126E-05  1.4467054E-04  4.8811416E-05  8.9969253E-05  3.0357596E-05  4.7182676E-01
    n15     15  -6.7137776E-08  4.9700507E-08  1.1683829E-07  3.0908279E-08  7.2665983E-08 -3.7125635E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.8373477E-04  8.8781974E-04  4.0408497E-04  5.5212673E-04  2.5131516E-04  3.4182009E-01
    o17     17   1.2635653E-06  1.4266726E-06  1.6310733E-07  8.8723431E-07  1.0144239E-07  9.4181889E-01
    o18     18  -3.3286682E-07  5.7848916E-07  9.1135598E-07  3.5975697E-07  5.6680551E-07 -1.9742486E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.8125863E-06  3.8361450E-06  2.3558739E-08  2.3856626E-06  1.4652037E-08  2.2117112E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   2.7220922E-05  1.0899904E-04  8.1778118E-05  6.7785477E-05  5.0860792E-05  1.2475353E-01
   ne21     21   1.8220542E-06  2.0278887E-06  2.0583451E-07  1.2611249E-06  1.2801597E-07  9.9349397E-01
   ne22     22   1.6726390E-03  1.6792534E-03  6.6143994E-06  1.0443119E-03  4.1137355E-06  2.4045939E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.3187352E-18  1.3187352E-18  0.0000000E+00  8.2010899E-19  0.0000000E+00  0.0000000E+00
   na23     23   1.4222760E-05  1.6106882E-05  1.8841216E-06  1.0016719E-05  1.1718038E-06  9.3187058E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.3407858E-05  5.2416857E-05  3.9008999E-05  3.2597552E-05  2.4261117E-05  1.2827420E-01
   mg25     25   3.4763922E-05  3.9908176E-05  5.1442553E-06  2.4818521E-05  3.1993995E-06  8.8970745E-01
   mg26     26   2.7032007E-05  3.2922486E-05  5.8904793E-06  2.0474185E-05  3.6635033E-06  7.4731004E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   3.3811975E-06  6.9683097E-06  3.5871121E-06  4.3335262E-06  2.2309555E-06  2.8835052E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.6556845E-06  4.5848516E-05  4.3192831E-05  2.8512761E-05  2.6863196E-05  2.5881594E-02
   si29     29   3.0602632E-07  2.5775830E-06  2.2715567E-06  1.6029746E-06  1.4127638E-06  5.4857079E-02
   si30     30   4.3859097E-07  1.9876752E-06  1.5490842E-06  1.2361165E-06  9.6343194E-07  1.0823835E-01
    p31     31   4.8055415E-07  8.5618092E-07  3.7562674E-07  5.3245088E-07  2.3361595E-07  3.5777706E-01
    p32     32   3.1904248E-30  3.1904248E-30  0.0000000E+00  1.9840953E-30  0.0000000E+00  0.0000000E+00
    p33     33   1.4654907E-29  1.4654907E-29  0.0000000E+00  9.1137488E-30  0.0000000E+00  0.0000000E+00
    s32     32  -1.1282827E-07  2.0585361E-05  2.0698189E-05  1.2801843E-05  1.2872958E-05 -2.4058928E-03
    s33     33   1.0358434E-08  1.8124796E-07  1.7088952E-07  1.1271640E-07  1.0628242E-07  2.5525622E-02
    s34     34   9.5811856E-08  1.0896754E-06  9.9386352E-07  6.7765887E-07  6.1811994E-07  3.9938342E-02
    s35     35   6.4777639E-25  6.4777639E-25  0.0000000E+00  4.0284605E-25  0.0000000E+00  0.0000000E+00
    s36     36   1.7362453E-08  2.2268445E-08  4.9059925E-09  1.3848537E-08  3.0512155E-09  6.5693104E-01
   cl35     35  -4.8376734E-09  2.0749331E-07  2.1233099E-07  1.2903814E-07  1.3205637E-07 -1.0041269E-02
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   3.4119452E-08  1.0585919E-07  7.1739734E-08  6.5832836E-08  4.4617554E-08  1.6893680E-01
