# Initial mass = 1.000, Z =  0.0010, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.630, Mass expelled =   0.3700
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1405408E-02  2.6564538E-01  2.7705079E-01  7.1796048E-01  7.4898839E-01 -1.8374519E-02
      d      2   1.4763704E-18  1.4763704E-18  0.0000000E+00  3.9901898E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.0285030E-04  1.0285030E-04  0.0000000E+00  2.7797377E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.0764197E-02  1.0323776E-01  9.2473559E-02  2.7902094E-01  2.4999611E-01  4.7703553E-02
    li7      7  -1.2367039E-10  1.1676084E-10  2.4043123E-10  3.1556982E-10  6.4998984E-10 -3.1381115E-01
    be7      7   9.1114242E-18  9.1114242E-18  0.0000000E+00  2.4625470E-17  0.0000000E+00  0.0000000E+00
     b8      8   4.0711289E-28  4.0711289E-28  0.0000000E+00  1.1003051E-27  0.0000000E+00  0.0000000E+00
    c12     12   4.8406757E-04  5.5026490E-04  6.6197332E-05  1.4872024E-03  1.7896006E-04  9.1961396E-01
    c13     13   1.7302101E-06  2.5323918E-06  8.0218172E-07  6.8443019E-06  2.1686449E-06  4.9914074E-01
    c14     14  -9.6237886E-11 -9.6237886E-11  0.0000000E+00 -2.6010238E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   2.9374291E-05  4.8946134E-05  1.9571844E-05  1.3228685E-04  5.2911178E-05  3.9796931E-01
    n15     15  -7.9175777E-11  4.8128609E-08  4.8207784E-08  1.3007731E-07  1.3032654E-07 -8.3134649E-04
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.5643891E-05  1.7549316E-04  1.5984927E-04  4.7430579E-04  4.3214185E-04  4.0432110E-02
    o17     17   1.9811579E-07  2.6264172E-07  6.4525935E-08  7.0984242E-07  1.7444158E-07  6.0951197E-01
    o18     18   9.6676587E-08  4.5633743E-07  3.5966085E-07  1.2333443E-06  9.7231907E-07  1.0327548E-01
