# Initial mass = 2.250, Z =  0.0010, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.685, Mass expelled =   1.5650
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>           X0(i)   log10(<X(i)>/X0(i)) 
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0046124E-01  1.0716308E+00  1.1720921E+00  6.8474811E-01  7.4898839E-01 -3.8944226E-02
      d      2   9.4333092E-18  9.4333092E-18  0.0000000E+00  6.0276730E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4374371E-04  2.4374371E-04  0.0000000E+00  1.5574676E-04  0.0000000E+00  0.0000000E+00
    he4      4   7.6814830E-02  4.6803379E-01  3.9121896E-01  2.9906312E-01  2.4999611E-01  7.7829644E-02
    li7      7  -9.3260299E-10  8.4566257E-11  1.0171692E-09  5.4035942E-11  6.4998984E-10 -1.0802239E+00
    be7      7   6.4035976E-18  6.4035976E-18  0.0000000E+00  4.0917552E-18  0.0000000E+00  0.0000000E+00
     b8      8   1.2325369E-28  1.2325369E-28  0.0000000E+00  7.8756343E-29  0.0000000E+00  0.0000000E+00
    c12     12   2.0431729E-02  2.0711783E-02  2.8005464E-04  1.3234366E-02  1.7896006E-04  1.8689470E+00
    c13     13   4.9580372E-06  8.3517498E-06  3.3937126E-06  5.3365811E-06  2.1686449E-06  3.9107472E-01
    c14     14   9.4027630E-09  9.4027630E-09  0.0000000E+00  6.0081549E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.7697676E-04  2.5977747E-04  8.2800711E-05  1.6599198E-04  5.2911178E-05  4.9653974E-01
    n15     15  -1.1948289E-07  8.4465128E-08  2.0394802E-07  5.3971323E-08  1.3032654E-07 -3.8286984E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.3262291E-04  1.1088818E-03  6.7625887E-04  7.0855062E-04  4.3214185E-04  2.1474457E-01
    o17     17   9.0905723E-06  9.3635563E-06  2.7298367E-07  5.9831027E-06  1.7444158E-07  1.5352765E+00
    o18     18  -7.0259051E-07  8.1899185E-07  1.5215824E-06  5.2331745E-07  9.7231907E-07 -2.6904365E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.8141292E-06  4.8579468E-06  4.3817419E-08  3.1041191E-06  2.8000137E-08  2.0447783E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   3.1600677E-05  1.7032246E-04  1.3872178E-04  1.0883223E-04  8.8645764E-05  8.9099549E-02
   ne21     21   1.4102465E-06  1.7594093E-06  3.4916289E-07  1.1242231E-06  2.2312152E-07  7.0231104E-01
   ne22     22   2.2456090E-03  2.2568293E-03  1.1220338E-05  1.4420634E-03  7.1700028E-06  2.3034651E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.1123849E-22  1.1123849E-22  0.0000000E+00  7.1078898E-23  0.0000000E+00  0.0000000E+00
   na23     23   2.1254727E-05  2.5009993E-05  3.7552659E-06  1.5980824E-05  2.3996840E-06  8.2344514E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.2018005E-05  7.8190787E-05  6.6172783E-05  4.9962160E-05  4.2285625E-05  7.2448477E-02
   mg25     25   1.8754396E-05  2.7480814E-05  8.7264179E-06  1.7559623E-05  5.5763417E-06  4.9816588E-01
   mg26     26   7.7545874E-06  1.7746677E-05  9.9920899E-06  1.1339729E-05  6.3851294E-06  2.4943298E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.7713127E-06  9.1431630E-06  6.3718503E-06  5.8422761E-06  4.0717296E-06  1.5680312E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.9767702E-07  7.3968287E-05  7.3270610E-05  4.7264079E-05  4.6821271E-05  4.0880260E-03
   si29     29   1.4660100E-07  4.0001296E-06  3.8535286E-06  2.5559932E-06  2.4624760E-06  1.6187673E-02
   si30     30   3.1592617E-07  2.9437103E-06  2.6277842E-06  1.8809650E-06  1.6792023E-06  4.9277697E-02
    p31     31   1.9851961E-07  9.3010237E-07  7.3158276E-07  5.9431454E-07  4.6749486E-07  1.0423952E-01
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.9871808E-07  3.4813158E-05  3.5111876E-05  2.2244827E-05  2.2437136E-05 -3.7383684E-03
    s33     33   3.2390119E-08  3.2227632E-07  2.8988620E-07  2.0592735E-07  1.8524261E-07  4.5973144E-02
    s34     34   8.5510351E-08  1.7714113E-06  1.6859010E-06  1.1318922E-06  1.0773218E-06  2.1459643E-02
    s35     35   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s36     36   1.0699222E-08  1.9021186E-08  8.3219645E-09  1.2154111E-08  5.3178888E-09  3.5898396E-01
   cl35     35  -7.3578406E-09  3.5282574E-07  3.6018358E-07  2.2544774E-07  2.3016392E-07 -8.9913867E-03
   cl36     36   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   cl37     37   6.5352850E-08  1.8704709E-07  1.2169424E-07  1.1951890E-07  7.7764859E-08  1.8665317E-01
   ar36     36  -1.5032356E-07  6.5568233E-06  6.7071469E-06  4.1896633E-06  4.2859901E-06 -9.8720491E-03
   ar37     37   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ar38     38   5.5333203E-08  1.3425866E-06  1.2872534E-06  8.5788275E-07  8.2257861E-07  1.8250497E-02
   ar39     39   2.3810199E-12  2.3810199E-12  0.0000000E+00  1.5214183E-12  0.0000000E+00  0.0000000E+00
   ar40     40   5.1423754E-09  7.3095494E-09  2.1671742E-09  4.6706381E-09  1.3848642E-09  5.2796900E-01
    k39     39   4.8381423E-09  3.5403093E-07  3.4919279E-07  2.2621784E-07  2.2314060E-07  5.9482637E-03
    k40     40  -5.6527685E-11  0.0000000E+00  5.6527685E-11  0.0000000E+00  3.6122230E-11  0.0000000E+00
    k41     41   7.6980378E-09  3.4190123E-08  2.6492085E-08  2.1846722E-08  1.6928929E-08  1.1075681E-01
   ca40     40  -9.8792043E-08  5.9469940E-06  6.0457860E-06  3.7999957E-06  3.8633684E-06 -7.1830237E-03
   ca41     41   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca42     42   6.3995955E-09  4.8769078E-08  4.2369482E-08  3.1162347E-08  2.7074877E-08  6.1063640E-02
   ca43     43   1.4133947E-09  1.0464334E-08  9.0509396E-09  6.6864749E-09  5.7837171E-09  6.2990218E-02
   ca44     44   1.5976127E-09  1.4470685E-07  1.4310923E-07  9.2464433E-08  9.1449429E-08  4.7936728E-03
   ca45     45   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca46     46   2.8075535E-09  3.0944469E-09  2.8689337E-10  1.9772823E-09  1.8333014E-10  1.0328348E+00
   ca47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ca48     48  -6.3600680E-11  1.3931755E-08  1.3995356E-08  8.9020791E-09  8.9432897E-09 -2.0058432E-03
   sc45     45   1.6026731E-09  5.6401701E-09  4.0374970E-09  3.6039423E-09  2.5800349E-09  1.4515226E-01
   sc46     46   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc47     47   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   sc48     48  -1.1567805E-32  2.5349024E-30  2.5464702E-30  1.6197458E-30  1.6272415E-30  0.0000000E+00
   ti46     46  -1.9026380E-10  2.4476694E-08  2.4666958E-08  1.5640060E-08  1.5762641E-08 -3.3905429E-03
   ti47     47  -5.3181459E-10  2.2196978E-08  2.2728793E-08  1.4183372E-08  1.4524116E-08 -1.0310215E-02
   ti48     48  -9.2645678E-09  2.2073462E-07  2.2999919E-07  1.4104448E-07  1.4697370E-07 -1.7883556E-02
   ti49     49   7.0416704E-09  2.4271971E-08  1.7230301E-08  1.5509245E-08  1.1010479E-08  1.4878444E-01
   ti50     50   1.4740850E-08  3.1575560E-08  1.6834710E-08  2.0176076E-08  1.0757690E-08  2.7311772E-01
    v51     51  -1.1716708E-09  3.5929098E-08  3.7100769E-08  2.2957888E-08  2.3708074E-08 -1.3964332E-02
