# Initial mass = 3.500, Z =  0.0002, Y =  0.250, M_mix = 1.00E-04
# Final mass = 0.862, Mass expelled =   2.6385
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.00645E-01 -1.45463E-01  1.84865E+00
 he   2  11.031627  0.101626  1.898019  2.99261E-01  1.29482E-01  7.89598E-01
  c   6   8.708359  0.238358  2.034751  4.26555E-03  1.11495E-02  1.12546E-02
  n   7   8.056787  0.186788  1.983181  1.10961E-03  2.89690E-03  2.92770E-03
  o   8   7.238399 -1.491601  0.304792  1.92543E-04  2.56596E-04  5.08025E-04
  f   9   4.296499 -0.163501  1.632892  2.61363E-07  6.73354E-07  6.89605E-07
 ne  10   6.935787 -1.034213  0.762180  1.20989E-04  2.63367E-04  3.19229E-04
 na  11   5.208220 -1.101780  0.694613  2.58105E-06  5.41773E-06  6.81009E-06
 mg  12   6.159102 -1.480897  0.315495  2.43689E-05  3.28277E-05  6.42971E-05
 al  13   4.791742 -1.678257  0.118135  1.16106E-06  7.01480E-07  3.06344E-06
 si  14   5.786344 -1.763657  0.032736  1.19363E-05  1.93492E-06  3.14939E-05
  p  15   3.848661 -1.621338  0.175055  1.51948E-07  1.29773E-07  4.00915E-07
  s  16   5.366894 -1.793106  0.003287  5.18755E-06 -6.03441E-08  1.36873E-05
 cl  17   3.462324 -1.767676  0.028717  7.14522E-08  9.93907E-09  1.88526E-07
 ar  18   4.645531 -1.794469  0.001924  1.22762E-06 -2.44552E-08  3.23907E-06
  k  19   3.301928 -1.778072  0.018321  5.44653E-08  4.46164E-09  1.43706E-07
 ca  20   4.493522 -1.796478 -0.000085  8.67892E-07 -2.79424E-08  2.28993E-06
 sc  21   1.388353 -1.661647  0.134746  7.64152E-10  5.20026E-10  2.01621E-09
 ti  22   3.122001 -1.787999  0.008394  4.40630E-08  8.52332E-10  1.16260E-07
  v  23   2.163038 -1.796962 -0.000569  5.15409E-09 -1.47280E-10  1.35990E-08
 cr  24   3.826401 -1.813599 -0.017206  2.42331E-07 -4.59914E-09  6.39388E-07
 mn  25   3.681212 -1.798788 -0.002395  1.83283E-07 -8.53379E-09  4.83592E-07
 fe  26   5.743607 -1.796393  0.000000  2.15094E-05 -6.83151E-07  5.67525E-05
 co  27   3.353004 -1.516996  0.279397  9.23420E-08  1.14059E-07  2.43644E-07
 ni  28   4.472735 -1.727265  0.069128  1.21160E-06  4.37572E-07  3.19680E-06
 cu  29   2.985518 -1.264482  0.531911  4.27213E-08  7.92012E-08  1.12720E-07
 zn  30   3.012161 -1.617839  0.178554  4.67559E-08  4.06015E-08  1.23365E-07
 ga  31   1.806562 -1.273438  0.522955  3.10439E-09  5.70450E-09  8.19092E-09
 ge  32   2.239651 -1.340349  0.456044  8.76726E-09  1.55641E-08  2.31324E-08
 as  33   0.830694 -1.469306  0.327087  3.52648E-10  4.87051E-10  9.30459E-10
 se  34   2.050647 -1.289353  0.507040  6.16726E-09  1.16412E-08  1.62723E-08
 br  35   1.217784 -1.322216  0.474177  9.17043E-10  1.59780E-09  2.41961E-09
 kr  36   2.133577 -1.116423  0.679970  7.92226E-09  1.64987E-08  2.09028E-08
 rb  37   1.454317 -0.905683  0.890710  1.69106E-09  3.88107E-09  4.46185E-09
 sr  38   1.672804 -1.207196  0.589197  2.86712E-09  5.60436E-09  7.56487E-09
  y  39   0.957625 -1.212375  0.584018  5.60524E-10  1.08886E-09  1.47894E-09
 zr  40   1.274302 -1.255698  0.540694  1.19247E-09  2.22946E-09  3.14633E-09
 nb  41   0.083214 -1.326786  0.469607  7.82161E-11  1.35537E-10  2.06373E-10
 mo  42   0.550236 -1.389764  0.406629  2.36741E-10  4.37133E-10  6.24639E-10
 ru  44   0.215432 -1.544568  0.251825  1.15370E-10  1.76796E-10  3.04403E-10
 rh  45  -0.606622 -1.666622  0.129771  1.76952E-11  1.16427E-11  4.66888E-11
 pd  46   0.113305 -1.536695  0.259698  9.60209E-11  1.30313E-10  2.53351E-10
 ag  47  -0.462170 -1.662170  0.134223  2.58679E-11  1.75427E-11  6.82523E-11
 cd  48   0.189512 -1.520488  0.275905  1.20881E-10  1.62887E-10  3.18944E-10
 in  49  -0.849225 -1.609225  0.187168  1.12934E-11  1.10403E-11  2.97974E-11
 sn  50   0.563258 -1.506742  0.289651  3.01845E-10  4.38111E-10  7.96415E-10
 sb  51  -0.814153 -1.824153 -0.027760  1.29834E-11  1.31135E-11  3.42567E-11
 te  52   0.205162 -1.974838 -0.178445  1.42249E-10  1.80036E-10  3.75324E-10
  i  53  -0.214365 -1.764365  0.032028  5.38454E-11  8.51355E-12  1.42071E-10
 xe  54   0.597607 -1.642393  0.154000  3.61315E-10  3.31948E-10  9.53328E-10
 cs  55  -0.593517 -1.673517  0.122876  2.35538E-11  1.47509E-11  6.21466E-11
 ba  56   1.044159 -1.135841  0.660552  1.05670E-09  2.17285E-09  2.78810E-09
 la  57  -0.005620 -1.175620  0.620773  9.53101E-11  1.90588E-10  2.51475E-10
 ce  58   0.514975 -1.065025  0.731367  3.18787E-10  6.83797E-10  8.41117E-10
 pr  59  -0.489263 -1.249263  0.547130  3.17476E-11  5.97149E-11  8.37659E-11
 nd  60   0.227493 -1.222507  0.573886  1.69284E-10  3.32819E-10  4.46656E-10
 sm  62  -0.480819 -1.420819  0.375574  3.45424E-11  6.23246E-11  9.11399E-11
 eu  63  -1.155513 -1.665513  0.130880  7.38356E-12  4.89533E-12  1.94815E-11
 gd  64  -0.470238 -1.520238  0.276155  3.70162E-11  4.53322E-11  9.76669E-11
 tb  65  -1.307668 -1.627668  0.168725  5.43954E-12  4.50313E-12  1.43522E-11
 dy  66  -0.363245 -1.493245  0.303148  4.89381E-11  6.42000E-11  1.29123E-10
 ho  67  -1.168746 -1.638746  0.157647  7.77304E-12  6.07140E-12  2.05091E-11
 er  68  -0.535028 -1.455028  0.341365  3.39156E-11  4.89385E-11  8.94861E-11
 tm  69  -1.406240 -1.526240  0.270152  4.60802E-12  5.55259E-12  1.21582E-11
 yb  70  -0.319157 -1.239157  0.557236  5.76804E-11  1.15094E-10  1.52189E-10
