# Initial mass = 3.000, Z =  0.0002, Y =  0.250, M_mix = 5.00E-04
# Final mass = 0.840, Mass expelled =   2.1600
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.21251E-01 -7.45752E-02  1.55792E+00
 he   2  10.988489  0.058489  1.867810  2.78933E-01  6.20928E-02  6.02503E-01
  c   6   8.754017  0.284017  2.093338  4.87777E-03  1.04500E-02  1.05361E-02
  n   7   6.984676 -0.885324  0.923998  9.67493E-05  1.83767E-04  2.08981E-04
  o   8   7.308125 -1.421874  0.387447  2.32725E-04  2.96859E-04  5.02693E-04
  f   9   4.511648  0.051648  1.860969  4.41552E-07  9.40459E-07  9.53763E-07
 ne  10   7.393277 -0.576723  1.232598  3.57128E-04  7.25674E-04  7.71406E-04
 na  11   5.447295 -0.862705  0.946616  4.60744E-06  8.81234E-06  9.95220E-06
 mg  12   6.351923 -1.288076  0.521245  3.91062E-05  5.87076E-05  8.44704E-05
 al  13   4.866076 -1.603923  0.205398  1.41833E-06  1.12998E-06  3.06363E-06
 si  14   5.802460 -1.747540  0.061781  1.27519E-05  3.34575E-06  2.75445E-05
  p  15   3.991813 -1.478187  0.331134  2.17489E-07  2.47809E-07  4.69781E-07
  s  16   5.356838 -1.803162  0.006159  5.21789E-06  1.61235E-08  1.12708E-05
 cl  17   3.450330 -1.779670  0.029651  7.15499E-08  8.34783E-09  1.54550E-07
 ar  18   4.632615 -1.807385  0.001936  1.22669E-06 -2.20259E-08  2.64969E-06
  k  19   3.288919 -1.791080  0.018241  5.44126E-08  3.53879E-09  1.17533E-07
 ca  20   4.480630 -1.809370 -0.000048  8.67286E-07 -2.41841E-08  1.87336E-06
 sc  21   1.379348 -1.670652  0.138669  7.70481E-10  4.39397E-10  1.66426E-09
 ti  22   3.112042 -1.797957  0.011364  4.43306E-08  1.27590E-09  9.57554E-08
  v  23   2.151887 -1.808113  0.001208  5.17117E-09 -8.36753E-11  1.11699E-08
 cr  24   3.813829 -1.826170 -0.016849  2.42340E-07 -3.74399E-09  5.23462E-07
 mn  25   3.668115 -1.811885 -0.002564  1.83069E-07 -7.45004E-09  3.95434E-07
 fe  26   5.730679 -1.809321  0.000000  2.14926E-05 -5.95654E-07  4.64245E-05
 co  27   3.343494 -1.526505  0.282816  9.29991E-08  9.47948E-08  2.00881E-07
 ni  28   4.457722 -1.742278  0.067044  1.20485E-06  3.43653E-07  2.60252E-06
 cu  29   2.959384 -1.290616  0.518705  4.14093E-08  6.20050E-08  8.94453E-08
 zn  30   2.986691 -1.643309  0.166013  4.53895E-08  3.02872E-08  9.80425E-08
 ga  31   1.770134 -1.309866  0.499455  2.93857E-09  4.31187E-09  6.34740E-09
 ge  32   2.205755 -1.374245  0.435077  8.34752E-09  1.18350E-08  1.80309E-08
 as  33   0.802835 -1.497164  0.312157  3.40463E-10  3.72409E-10  7.35410E-10
 se  34   2.024845 -1.315155  0.494167  5.98244E-09  9.13101E-09  1.29222E-08
 br  35   1.194150 -1.345850  0.463471  8.94014E-10  1.25831E-09  1.93109E-09
 kr  36   2.272074 -0.977926  0.831395  1.12185E-08  2.06267E-08  2.42322E-08
 rb  37   1.546868 -0.813132  0.996190  2.15426E-09  4.17780E-09  4.65327E-09
 sr  38   1.882767 -0.997233  0.812088  4.78626E-09  8.73347E-09  1.03385E-08
  y  39   1.282420 -0.887580  0.921741  1.21893E-09  2.31357E-09  2.63291E-09
 zr  40   1.716276 -0.813724  0.995598  3.39635E-09  6.58559E-09  7.33620E-09
 nb  41   0.505313 -0.904687  0.904634  2.12806E-10  4.01676E-10  4.59666E-10
 mo  42   1.050935 -0.889065  0.920256  7.71899E-10  1.51382E-09  1.66732E-09
 ru  44   0.699251 -1.060749  0.748573  3.61826E-10  6.77087E-10  7.81553E-10
 rh  45  -0.320682 -1.380682  0.428640  3.51873E-11  4.73148E-11  7.60056E-11
 pd  46   0.573575 -1.076425  0.732896  2.85249E-10  5.15420E-10  6.16146E-10
 ag  47  -0.166670 -1.366670  0.442652  5.25835E-11  7.20680E-11  1.13582E-10
