# Initial mass = 1.000, Z =  0.0002, Y =  0.250, M_mix = 2.00E-03
# Final mass = 0.731, Mass expelled =   0.2692
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.18706E-01 -9.97844E-03  1.93465E-01
 he   2  10.997820  0.067820  1.871790  2.83986E-01  9.09815E-03  7.64446E-02
  c   6   8.445025 -0.024975  1.778996  2.38614E-03  6.31585E-04  6.42312E-04
  n   7   6.783348 -1.086652  0.717319  6.06435E-05  1.31821E-05  1.63243E-05
  o   8   7.260582 -1.469418  0.334553  2.07858E-04  3.03008E-05  5.59521E-05
  f   9   4.249443 -0.210557  1.593413  2.40571E-07  6.30999E-08  6.47579E-08
 ne  10   7.131704 -0.838296  0.965674  1.94857E-04  4.67534E-05  5.24526E-05
 na  11   5.273211 -1.036789  0.767181  3.07497E-06  6.85685E-07  8.27736E-07
 mg  12   5.922740 -1.717260  0.086710  1.45053E-05  6.94026E-07  3.90460E-06
 al  13   4.744001 -1.725999  0.077971  1.06700E-06  4.62488E-08  2.87221E-07
 si  14   5.752049 -1.797951  0.006020  1.13144E-05  2.99858E-08  3.04566E-06
  p  15   3.739919 -1.730081  0.073889  1.21341E-07  5.00068E-09  3.26631E-08
  s  16   5.357145 -1.802855  0.001116  5.20317E-06 -1.95303E-09  1.40061E-06
 cl  17   3.438355 -1.791645  0.012326  6.93585E-08  4.50425E-10  1.86703E-08
 ar  18   4.636436 -1.803564  0.000407  1.23317E-06 -1.00118E-09  3.31950E-07
  k  19   3.281328 -1.798672  0.005299  5.32811E-08  1.36434E-10  1.43425E-08
 ca  20   4.485892 -1.804108 -0.000137  8.74762E-07 -1.00154E-09  2.35472E-07
 sc  21   1.287056 -1.762944  0.041026  6.20776E-10  1.44598E-11  1.67104E-10
 ti  22   3.113323 -1.796677  0.007294  4.43047E-08  1.52033E-10  1.19262E-08
  v  23   2.155512 -1.804488 -0.000518  5.19612E-09 -3.71170E-12  1.39872E-09
 cr  24   3.817341 -1.822659 -0.018689  2.43446E-07 -1.69045E-10  6.55318E-08
 mn  25   3.677504 -1.802496  0.001474  1.86410E-07 -2.90896E-11  5.01786E-08
 fe  26   5.736030 -1.803970  0.000000  2.16823E-05 -2.31594E-08  5.83654E-06
 co  27   3.121872 -1.748128  0.055842  5.56316E-08  1.75467E-09  1.49752E-08
 ni  28   4.407507 -1.792492  0.011478  1.06951E-06  6.39398E-09  2.87896E-07
 cu  29   2.667211 -1.582789  0.221181  2.10567E-08  2.24850E-09  5.66814E-09
 zn  30   2.947268 -1.682733  0.121238  4.13044E-08  2.67477E-09  1.11185E-08
 ga  31   1.709378 -1.370622  0.433349  2.54593E-09  4.31655E-10  6.85325E-10
 ge  32   2.185361 -1.394639  0.409331  7.93649E-09  1.36425E-09  2.13638E-09
 as  33   0.809269 -1.490731  0.313239  3.44326E-10  4.74497E-11  9.26872E-11
 se  34   2.054460 -1.285540  0.518430  6.38203E-09  1.24548E-09  1.71794E-09
 br  35   1.223193 -1.316807  0.487164  9.52474E-10  1.72548E-10  2.56391E-10
 kr  36   2.144488 -1.105512  0.698459  8.33324E-09  1.79386E-09  2.24318E-09
 rb  37   1.358738 -1.001262  0.802708  1.39198E-09  3.15447E-10  3.74700E-10
 sr  38   1.924987 -0.955013  0.848957  5.25632E-09  1.21491E-09  1.41492E-09
  y  39   1.235044 -0.934957  0.869014  1.08909E-09  2.53371E-10  2.93167E-10
 zr  40   1.547463 -0.982537  0.821434  2.29438E-09  5.24070E-10  6.17611E-10
 nb  41   0.368270 -1.041730  0.762240  1.54670E-10  3.44079E-11  4.16347E-11
 mo  42   0.756459 -1.183541  0.620430  3.90437E-10  8.59698E-11  1.05100E-10
 ru  44   0.465803 -1.294197  0.509773  2.10628E-10  4.36792E-11  5.66979E-11
 rh  45  -0.448363 -1.508363  0.295607  2.61318E-11  3.45881E-12  7.03428E-12
 pd  46   0.442127 -1.207873  0.596098  2.10011E-10  4.39792E-11  5.65317E-11
 ag  47  -0.240954 -1.440954  0.363016  4.41601E-11  6.71374E-12  1.18872E-11
 cd  48   0.597825 -1.112175  0.691795  3.17486E-10  6.95411E-11  8.54624E-11
 in  49  -0.498002 -1.258002  0.545968  2.60076E-11  5.08719E-12  7.00084E-12
 sn  50   1.018501 -1.051499  0.752472  8.83243E-10  2.01201E-10  2.37756E-10
 sb  51  -0.453052 -1.463052  0.340919  3.05876E-11  6.07663E-12  8.23371E-12
 te  52   0.619191 -1.560809  0.243161  3.78558E-10  8.19784E-11  1.01902E-10
  i  53  -0.117445 -1.667445  0.136525  6.90434E-11  4.95962E-12  1.85854E-11
 xe  54   0.829372 -1.410628  0.393343  6.31983E-10  1.06726E-10  1.70120E-10
 cs  55  -0.344355 -1.424355  0.379616  4.28823E-11  6.70785E-12  1.15433E-11
 ba  56   1.515347 -0.664654  1.139317  3.20770E-09  8.00695E-10  8.63465E-10
 la  57   0.514926 -0.655074  1.148896  3.24144E-10  8.10429E-11  8.72547E-11
 ce  58   1.013300 -0.566700  1.237270  1.03010E-09  2.61237E-10  2.77287E-10
 pr  59  -0.011903 -0.771903  1.032068  9.77518E-11  2.38595E-11  2.63133E-11
 nd  60   0.780558 -0.669442  1.134528  6.20491E-10  1.55413E-10  1.67027E-10
 sm  62   0.001435 -0.938565  0.865406  1.07562E-10  2.60143E-11  2.89541E-11
 eu  63  -0.913893 -1.423893  0.380078  1.32111E-11  2.06812E-12  3.55623E-12
 gd  64  -0.104960 -1.154960  0.649010  8.80485E-11  1.83620E-11  2.37013E-11
 tb  65  -1.029468 -1.349468  0.454503  1.05881E-11  1.84532E-12  2.85014E-12
 dy  66   0.014532 -1.115468  0.688502  1.19806E-10  2.56263E-11  3.22498E-11
 ho  67  -0.904541 -1.374541  0.429429  1.46504E-11  2.47070E-12  3.94366E-12
 er  68  -0.143926 -1.063926  0.740045  8.56161E-11  1.89098E-11  2.30466E-11
 tm  69  -1.052850 -1.172850  0.631121  1.06649E-11  2.19692E-12  2.87084E-12
 yb  70   0.143495 -0.776505  1.027465  1.71685E-10  4.24305E-11  4.62150E-11
 lu  71  -0.789900 -0.879900  0.924070  2.02371E-11  4.79611E-12  5.44751E-12
 hf  72   0.127260 -0.582740  1.221231  1.70595E-10  4.31559E-11  4.59215E-11
 ta  73  -0.790889 -0.670889  1.133082  2.08812E-11  5.20557E-12  5.62090E-12
  w  74   0.072363 -0.577637  1.226333  1.54844E-10  3.91996E-11  4.16817E-11
 re  75  -0.792549 -1.052549  0.751421  2.14061E-11  4.73682E-12  5.76221E-12
 os  76   0.163293 -1.186707  0.617263  1.97544E-10  4.02907E-11  5.31758E-11
 ir  77  -0.318631 -1.638631  0.165339  6.58040E-11  5.56036E-12  1.77134E-11
 pt  78   0.203279 -1.416721  0.387249  2.22116E-10  3.69466E-11  5.97901E-11
 au  79  -0.583620 -1.383620  0.420350  3.66324E-11  6.10000E-12  9.86087E-12
 hg  80   0.564222 -0.605778  1.198193  5.24352E-10  1.32800E-10  1.41148E-10
 tl  81   0.302412 -0.467588  1.336382  2.92380E-10  7.50623E-11  7.87043E-11
 pb  82   2.484220  0.444220  2.248190  4.50507E-08  1.20582E-08  1.21270E-08
 bi  83   0.665658  0.015658  1.819628  6.90008E-10  1.82915E-10  1.85740E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
   -0.0187   0.8465   1.1752   0.3287   1.0730
