#
# Initial mass = 3.750, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/o18   mg24/mg25 mg24/m26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  8.940E+01 4.350E+02 2.632E+03 5.000E+02 7.899E+00 7.174E+00 0.000E+00 1.969E+01 2.987E+01 0.000E+00 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.439E+03 6.252E+02 1.578E-04 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
#
# During TP-AGB
#
  1.871E+01 3.093E+03 1.891E+02 7.646E+02 8.139E+00 7.042E+00 2.617E-04 1.969E+01 2.988E+01 1.055E-13 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.420E-04 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 4.789E-28 3.852E-01 1.674E-02 5.339E-02
  1.874E+01 3.086E+03 1.893E+02 7.641E+02 8.139E+00 7.042E+00 2.631E-04 1.969E+01 2.988E+01 1.034E-13 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.420E-04 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.073E-03 4.768E-28 3.852E-01 1.674E-02 5.339E-02
  1.895E+01 3.088E+03 1.893E+02 7.639E+02 8.139E+00 7.042E+00 3.499E-04 1.969E+01 2.988E+01 5.418E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.426E-04 7.217E-02 6.674E-03 1.393E-03 2.152E-02 4.127E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.309E-02 3.074E-03 1.054E-12 3.852E-01 1.675E-02 5.339E-02
  2.256E+01 3.089E+03 1.895E+02 7.644E+02 8.136E+00 7.041E+00 4.065E-04 1.970E+01 2.988E+01 1.605E-05 3.201E-01 8.008E-03 4.519E-02 2.120E-04 3.309E+03 6.018E+02 1.671E-04 7.219E-02 6.678E-03 1.393E-03 2.152E-02 4.440E-05 1.929E-03 1.119E-01 1.009E-01 7.349E-02 7.072E-02 1.134E-01 2.825E-02 6.370E-02 2.311E-02 3.080E-03 8.710E-09 3.852E-01 1.677E-02 5.341E-02
  2.968E+01 3.101E+03 1.902E+02 7.666E+02 8.114E+00 7.037E+00 4.425E-04 1.970E+01 2.987E+01 4.954E-05 3.216E-01 8.015E-03 4.520E-02 2.160E-04 3.023E+03 5.500E+02 2.279E-04 7.227E-02 6.687E-03 1.395E-03 2.153E-02 5.233E-05 1.929E-03 1.120E-01 1.010E-01 7.376E-02 7.195E-02 1.134E-01 2.834E-02 6.369E-02 2.315E-02 3.115E-03 1.188E-07 3.854E-01 1.685E-02 5.352E-02
  3.920E+01 3.136E+03 1.913E+02 7.705E+02 8.035E+00 7.017E+00 4.716E-04 1.970E+01 2.985E+01 9.058E-05 3.238E-01 8.024E-03 4.523E-02 2.226E-04 2.699E+03 4.913E+02 3.087E-04 7.240E-02 6.702E-03 1.399E-03 2.155E-02 6.353E-05 1.930E-03 1.121E-01 1.010E-01 7.414E-02 7.373E-02 1.134E-01 2.851E-02 6.368E-02 2.322E-02 3.197E-03 9.820E-07 3.858E-01 1.701E-02 5.378E-02
  5.097E+01 3.246E+03 1.929E+02 7.767E+02 7.849E+00 6.954E+00 4.946E-04 1.969E+01 2.979E+01 1.382E-04 3.269E-01 8.035E-03 4.527E-02 2.324E-04 2.386E+03 4.348E+02 4.037E-04 7.258E-02 6.723E-03 1.404E-03 2.157E-02 7.769E-05 1.930E-03 1.122E-01 1.011E-01 7.462E-02 7.589E-02 1.134E-01 2.876E-02 6.366E-02 2.330E-02 3.347E-03 5.090E-06 3.863E-01 1.732E-02 5.433E-02
