                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9986325976443591E+000          1.5989060781154874E+000          2.7645235194116240E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260403" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index                       Omega_star                        Omega_orb 
                               1          1.0000000000000000E+002          2.7534036081534719E+003          1.2667239992948662E+003          1.0344996180889952E+001          1.2930569825706696E+001          5.0463152347190379E+002          4.5573784825454260E+002         -2.7661958888821558E-001         -1.0000000000000000E+000          1.9985282092925190E+000          1.5989060784799562E+000         -1.1412763284962436E+001         -5.9813479593201162E+000         -1.1438339546186127E+001         -9.8999999999999986E+001         -1.2655435910357824E+001         -5.9813495676302173E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.4914707907524423E-006          3.6228514758912771E+053         -1.5923051959393543E+041          0.0000000000000000E+000         -4.2256096422048080E+025         -5.3397332824094942E+039         -1.5389078631152589E+041          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          0.0000000000000000E+000          2.6411693494946904E-008 
                               2          1.8000000000000000E+002          2.7473389505837777E+003          1.2648566049470753E+003          1.0352711521262806E+001          1.2939846111488892E+001          5.0388444743862954E+002          4.5506905555512191E+002         -3.0674227836231432E-001         -1.0000000000000000E+000          1.9984714690288143E+000          1.5989060784857363E+000         -1.3115589735066466E+001         -6.1491986371118799E+000         -1.3141165996302533E+001         -9.8999999999999986E+001         -1.4358262360257857E+001         -6.1491986840356869E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.0186679464681296E-007          3.6201058701466214E+053         -1.0875374492419697E+041          0.0000000000000000E+000         -4.2653316825695669E+025         -3.5741627823866791E+039         -1.0517958214181025E+041          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          1.5201486096538830E-009          2.6469996412702480E-008 
                               3          2.4400000000000000E+002          2.7437502272576189E+003          1.2637529055268528E+003          1.0357255606949151E+001          1.2945416421781713E+001          5.0344382667713211E+002          4.5467287475198873E+002         -3.3003315052509474E-001         -1.0000000000000000E+000          1.9984545897882646E+000          1.5989060784858846E+000         -1.4608762952325998E+001         -6.5788270715253123E+000         -1.4634339213562260E+001         -9.8999999999999986E+001         -1.5851435577514152E+001         -6.5788270755789826E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.8001050794512535E-009          3.6185040207899794E+053         -7.9311786059559737E+040          0.0000000000000000E+000         -4.2872683498476918E+025         -1.3130015406808751E+039         -7.7998784518878817E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          2.4496129041628330E-009          2.6504618184256575E-008 
                               4          2.9519999999999999E+002          2.7414387916670885E+003          1.2630422895136919E+003          1.0360178183593520E+001          1.2949027137161261E+001          5.0316037597670305E+002          4.5441755910629729E+002         -3.4560055912129012E-001         -1.0000000000000000E+000          1.9984480800604150E+000          1.5989060784859197E+000         -1.5137036729493042E+001         -6.8957071284477447E+000         -1.5162612990729308E+001         -9.8999999999999986E+001         -1.6379709354681111E+001         -6.8957071309392086E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.4087154961514274E-009          3.6174780137626212E+053         -6.3500392149882572E+040          0.0000000000000000E+000         -4.3003396504785614E+025         -6.2761557378325531E+038         -6.2872776576099275E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.2926085254981007E-009          2.6526965470641640E-008 
                               5          3.3615999999999997E+002          2.7398441979823060E+003          1.2625520857584975E+003          1.0362193904287796E+001          1.2951525528820461E+001          5.0296491271931433E+002          4.5424136774380730E+002         -3.5553345812534387E-001         -1.0000000000000000E+000          1.9984448356180420E+000          1.5989060784859273E+000         -1.5707589142983792E+001         -7.1012198831836990E+000         -1.5733165404220060E+001         -9.8999999999999986E+001         -1.6950261768171842E+001         -7.1012198842587155E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.3337507953364620E-009          3.6167717088324562E+053         -5.4642218385134130E+040          0.0000000000000000E+000         -4.3087927268742495E+025         -3.8881750882240852E+038         -5.4253400876311680E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.9817646443539091E-009          2.6542404206773819E-008 
                               6          3.6892800000000000E+002          2.7386997511652789E+003          1.2622002526881406E+003          1.0363640792024054E+001          1.2953321463107869E+001          5.0282464544538317E+002          4.5411488871198071E+002         -3.6256777152994546E-001         -1.0000000000000000E+000          1.9984429062694733E+000          1.5989060784859284E+000         -1.6459856971244342E+001         -7.2300392378006011E+000         -1.6485433232480609E+001         -9.8999999999999986E+001         -1.7702529596432388E+001         -7.2300392380564400E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.5540016613074181E-010          3.6162652126669548E+053         -4.8980392364137809E+040          0.0000000000000000E+000         -4.3146393552261794E+025         -2.8784973867990487E+038         -4.8692542625457856E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.5139103929489655E-009          2.6553495736613029E-008 
                               7          3.9514240000000001E+002          2.7378520284451029E+003          1.2619396293449477E+003          1.0364712724564077E+001          1.2954653119850944E+001          5.0272075099189817E+002          4.5402118887597146E+002         -3.6739899097665241E-001         -1.0000000000000000E+000          1.9984416518285644E+000          1.5989060784859288E+000         -1.7010721572987471E+001         -7.3200897134156460E+000         -1.7036297834223738E+001         -9.8999999999999986E+001         -1.8253394198175517E+001         -7.3200897135041885E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.9221703736153712E-010          3.6158902048299119E+053         -4.5331120571741800E+040          0.0000000000000000E+000         -4.3188430009431900E+025         -2.3328426248906093E+038         -4.5097836309252694E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.9092147825946146E-009          2.6561717510982918E-008 
                               8          4.1780969686276239E+002          2.7371623652405924E+003          1.2617275891473853E+003          1.0365584967977345E+001          1.2955737214804806E+001          5.0263622803456883E+002          4.5394495149852793E+002         -3.7122284012564194E-001         -1.0000000000000000E+000          1.9984407101010835E+000          1.5989060784859288E+000         -1.7402526737768948E+001         -7.3814744885327581E+000         -1.7428102999005219E+001         -9.8999999999999986E+001         -1.8645199362956994E+001         -7.3814744885741330E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.9819677116191806E-011          3.6155851775677641E+053         -4.2641743861774632E+040          0.0000000000000000E+000         -4.3219605162989628E+025         -2.0207708375802888E+038         -4.2439666778016559E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          5.2118884138845564E-009          2.6568410076776077E-008 
                               9          4.3973318473662465E+002          2.7365286433122110E+003          1.2615327385839139E+003          1.0366386621703203E+001          1.2956733901834609E+001          5.0255855997606710E+002          4.5387489179925365E+002         -3.7444325711254622E-001         -1.0000000000000000E+000          1.9984398951121032E+000          1.5989060784859288E+000         -1.7717295779496656E+001         -7.4297579121707971E+000         -1.7742872040732927E+001         -9.8999999999999986E+001         -1.8959968404684705E+001         -7.4297579121931978E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.8627939918274049E-011          3.6153049217155884E+053         -4.0508025480393035E+040          0.0000000000000000E+000         -4.3244989868270383E+025         -1.8046645393749626E+038         -4.0327559026455494E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          5.4505154108332450E-009          2.6574562756416040E-008 
                              10          4.6202511244711872E+002          2.7359137986947044E+003          1.2613436820803879E+003          1.0367164563241834E+001          1.2957701340637302E+001          5.0248320345113660E+002          4.5380691345004527E+002         -3.7739283274642660E-001         -1.0000000000000000E+000          1.9984391402649484E+000          1.5989060784859288E+000         -1.7989440715808396E+001         -7.4702886035927296E+000         -1.8015016977044663E+001         -9.8999999999999986E+001         -1.9232113340996442E+001         -7.4702886036058711E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.8528019753535353E-011          3.6150330259869190E+053         -3.8650115136883514E+040          0.0000000000000000E+000         -4.3268334195749510E+025         -1.6409370832256899E+038         -3.8486021428560902E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          5.6627574217703635E-009          2.6580534884222540E-008 
                              11          4.8520857620937795E+002          2.7353019739610377E+003          1.2611555436555043E+003          1.0367938856985074E+001          1.2958664439351482E+001          5.0240821455392779E+002          4.5373926357613556E+002         -3.8013766669485993E-001         -1.0000000000000000E+000          1.9984384193372526E+000          1.5989060784859288E+000         -1.8242208095204003E+001         -7.5072866128104181E+000         -1.8267784356440270E+001         -9.8999999999999986E+001         -1.9484880720392049E+001         -7.5072866128184144E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.7358102812230204E-011          3.6147624701266760E+053         -3.6980659775019673E+040          0.0000000000000000E+000         -4.3291000806772266E+025         -1.5044123857086141E+038         -3.6830218536448770E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          5.8633360875038567E-009          2.6586480344296445E-008 
                              12          5.0946145737187044E+002          2.7346890392433570E+003          1.2609670528383206E+003          1.0368714738057236E+001          1.2959629677506170E+001          5.0233308661949809E+002          4.5367148561520537E+002         -3.8280757771336654E-001         -1.0000000000000000E+000          1.9984377224918957E+000          1.5989060784859288E+000         -1.8481779622808293E+001         -7.5416269281506088E+000         -1.8507355884044564E+001         -9.8999999999999986E+001         -1.9724452247996343E+001         -7.5416269281555941E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.0821090871725032E-011          3.6144914206974065E+053         -3.5414506256334371E+040          0.0000000000000000E+000         -4.3313573682500519E+025         -1.3877584599793342E+038         -3.5275730410336393E+040          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          6.0613230427695771E-009          2.6592439258304621E-008 
