# Initial mass = 3.500, Z =  0.0028, Y =  0.250, M_mix = 1.00E-03
# Final mass = 0.848, Mass expelled =   2.6520
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  7.21066E-01 -8.50728E-02  1.91227E+00
 he   2  10.981751  0.051751  0.757853  2.74569E-01  6.46883E-02  7.28157E-01
  c   6   8.875401  0.405400  1.111502  6.44903E-03  1.57579E-02  1.71028E-02
  n   7   7.673416 -0.196584  0.509517  4.72363E-04  8.58720E-04  1.25271E-03
  o   8   8.080388 -0.649611  0.056490  1.37720E-03  4.36064E-04  3.65232E-03
  f   9   4.865924  0.405924  1.112026  9.98038E-07  2.43891E-06  2.64680E-06
 ne  10   7.859963 -0.110036  0.596065  1.04568E-03  2.05857E-03  2.77315E-03
 na  11   6.041936 -0.268064  0.438038  1.81130E-05  3.02248E-05  4.80357E-05
 mg  12   7.137671 -0.502329  0.203772  2.38716E-04  2.30520E-04  6.33074E-04
 al  13   5.879719 -0.590281  0.115820  1.46321E-05  8.59042E-06  3.88045E-05
 si  14   6.872498 -0.677503  0.028599  1.49797E-04  1.91450E-05  3.97261E-04
  p  15   4.984691 -0.485309  0.220793  2.13896E-06  2.20411E-06  5.67253E-06
  s  16   6.459172 -0.700828  0.005273  6.60264E-05 -7.56874E-07  1.75102E-04
 cl  17   4.560082 -0.669918  0.036184  9.20980E-07  1.57970E-07  2.44244E-06
 ar  18   5.736425 -0.703575  0.002526  1.55752E-05 -4.41119E-07  4.13056E-05
  k  19   4.396978 -0.683022  0.023079  6.97665E-07  6.90040E-08  1.85021E-06
 ca  20   5.584056 -0.705944  0.000157  1.10021E-05 -4.72346E-07  2.91776E-05
 sc  21   2.539297 -0.510703  0.195399  1.11327E-08  1.03848E-08  2.95239E-08
 ti  22   4.221366 -0.688634  0.017467  5.70056E-07  3.55038E-08  1.51179E-06
  v  23   3.257602 -0.702398  0.003703  6.59466E-08 -9.51104E-10  1.74890E-07
 cr  24   4.918071 -0.721929 -0.015827  3.08004E-06 -6.95618E-08  8.16826E-06
 mn  25   4.771577 -0.708423 -0.002321  2.32255E-06 -1.35834E-07  6.15940E-06
 fe  26   6.833899 -0.706101  0.000000  2.72520E-04 -1.19886E-05  7.22722E-04
 co  27   4.514211 -0.355789  0.350312  1.37748E-06  1.99543E-06  3.65307E-06
 ni  28   5.576962 -0.623038  0.083064  1.58512E-05  6.74172E-06  4.20375E-05
 cu  29   4.079932 -0.170068  0.536033  5.46431E-07  1.02037E-06  1.44913E-06
 zn  30   4.097502 -0.532498  0.173604  5.85672E-07  4.94496E-07  1.55320E-06
 ga  31   2.896437 -0.183563  0.522538  3.92941E-08  7.24020E-08  1.04208E-07
 ge  32   3.347531 -0.232469  0.473633  1.15670E-07  2.09945E-07  3.06758E-07
 as  33   1.949429 -0.350571  0.355530  4.77038E-09  6.97901E-09  1.26511E-08
 se  34   3.212276 -0.127724  0.578377  9.20868E-08  1.84974E-07  2.44214E-07
 br  35   2.381261 -0.158739  0.547362  1.37513E-08  2.59559E-08  3.64685E-08
 kr  36   3.712507  0.462507  1.168609  3.09212E-07  7.63693E-07  8.20030E-07
 rb  37   2.955390  0.595390  1.301491  5.51707E-08  1.38883E-07  1.46313E-07
 sr  38   3.315234  0.435234  1.141335  1.29525E-07  3.18421E-07  3.43499E-07
  y  39   2.746041  0.576041  1.282143  3.54395E-08  8.89957E-08  9.39855E-08
 zr  40   3.195829  0.665829  1.371931  1.02436E-07  2.59932E-07  2.71661E-07
 nb  41   1.964071  0.554071  1.260173  6.11829E-09  1.53196E-08  1.62257E-08
 mo  42   2.532761  0.592761  1.298862  2.34032E-08  5.96667E-08  6.20653E-08
 ru  44   2.133164  0.373164  1.079266  9.82431E-09  2.44217E-08  2.60541E-08
 rh  45   1.043424 -0.016576  0.689525  8.13540E-10  1.70920E-09  2.15751E-09
 pd  46   2.013958  0.363958  1.070059  7.86134E-09  1.92744E-08  2.08483E-08
 ag  47   1.220699  0.020699  0.726801  1.28265E-09  2.75291E-09  3.40158E-09
 cd  48   2.128452  0.418452  1.124554  1.08088E-08  2.66686E-08  2.86648E-08
 in  49   0.994335  0.234335  0.940437  8.10701E-10  1.91004E-09  2.14998E-09
 sn  50   2.604088  0.534088  1.240189  3.41263E-08  8.59197E-08  9.05031E-08
 sb  51   1.125475  0.115475  0.821576  1.16277E-09  2.81321E-09  3.08367E-09
 te  52   2.243635  0.063635  0.769737  1.59956E-08  3.99222E-08  4.24203E-08
  i  53   1.242464 -0.307536  0.398566  1.58655E-09  2.49908E-09  4.20753E-09
 xe  54   2.555623  0.315623  1.021724  3.37582E-08  8.15781E-08  8.95267E-08
 cs  55   1.223713  0.143713  0.849814  1.59136E-09  3.61401E-09  4.22029E-09
 ba  56   3.310133  1.130133  1.836234  2.00634E-07  5.24210E-07  5.32081E-07
 la  57   2.263705  1.093705  1.799807  1.82365E-08  4.75843E-08  4.83632E-08
 ce  58   2.815556  1.235556  1.941657  6.55477E-08  1.71820E-07  1.73833E-07
 pr  59   1.764896  1.004896  1.710998  5.86607E-09  1.52492E-08  1.55568E-08
 nd  60   2.481743  1.031743  1.737844  3.12855E-08  8.15130E-08  8.29692E-08
 sm  62   1.739791  0.799791  1.505892  5.90798E-09  1.52994E-08  1.56680E-08
 eu  63   0.705479  0.195479  0.901580  5.51740E-10  1.27663E-09  1.46321E-09
 gd  64   1.622198  0.572198  1.278300  4.71308E-09  1.18296E-08  1.24991E-08
 tb  65   0.618409  0.298409  1.004511  4.72190E-10  1.12626E-09  1.25225E-09
 dy  66   1.746627  0.616627  1.322728  6.48628E-09  1.63711E-08  1.72016E-08
 ho  67   0.734567  0.264567  0.970668  6.40297E-10  1.51338E-09  1.69807E-09
 er  68   1.593656  0.673656  1.379757  4.69419E-09  1.19303E-08  1.24490E-08
 tm  69   0.648814  0.528814  1.234916  5.38327E-10  1.34315E-09  1.42764E-09
 yb  70   1.936230  1.016230  1.722331  1.06879E-08  2.78697E-08  2.83442E-08
 lu  71   0.995477  0.905477  1.611578  1.23865E-09  3.20322E-09  3.28489E-09
