# Initial mass = 4.500, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
# Final mass = 0.886, Mass expelled =   3.6140
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)         Net M(i)      Mass(i)
  p   1  12.000000  0.000000  0.000000  6.86438E-01 -2.41077E-01  2.48079E+00
 he   2  11.056149  0.126149  0.806679  3.10224E-01  2.17012E-01  1.12115E+00
  c   6   8.186426 -0.283574  0.396955  1.25645E-03  2.70801E-03  4.54082E-03
  n   7   8.755276  0.885276  1.565805  5.42953E-03  1.90854E-02  1.96223E-02
  o   8   8.010505 -0.719495 -0.038965  1.11619E-03 -3.49027E-04  4.03391E-03
  f   9   4.073561 -0.386439  0.294090  1.53253E-07  2.70557E-07  5.53858E-07
 ne  10   7.465776 -0.504224  0.176306  4.01641E-04  4.77739E-04  1.45153E-03
 na  11   5.977092 -0.332908  0.347622  1.48516E-05  2.94020E-05  5.36736E-05
 mg  12   7.013508 -0.626492  0.054038  1.70744E-04  6.84893E-05  6.17068E-04
 al  13   5.864953 -0.605047  0.075483  1.34638E-05  7.48423E-06  4.86583E-05
 si  14   6.884850 -0.665150  0.015379  1.46717E-04  1.49604E-05  5.30236E-04
  p  15   4.832202 -0.637798  0.042732  1.43331E-06  4.53410E-07  5.17998E-06
  s  16   6.480359 -0.679641  0.000889  6.59981E-05 -1.13386E-06  2.38517E-04
 cl  17   4.571458 -0.658542  0.021988  9.00021E-07  1.39528E-07  3.25268E-06
 ar  18   5.759967 -0.680033  0.000497  1.56532E-05 -3.19371E-07  5.65707E-05
  k  19   4.410924 -0.669076  0.011454  6.85835E-07  5.12789E-08  2.47861E-06
 ca  20   5.608771 -0.681229 -0.000699  1.10871E-05 -3.36557E-07  4.00688E-05
 sc  21   2.468890 -0.581110  0.099420  9.01196E-09  6.48759E-09  3.25692E-08
 ti  22   4.232949 -0.677051  0.003479  5.57349E-07  2.45996E-09  2.01426E-06
  v  23   3.275855 -0.684145 -0.003615  6.54745E-08 -3.00253E-09  2.36625E-07
 cr  24   4.941433 -0.698567 -0.018037  3.09417E-06 -4.37203E-08  1.11823E-05
 mn  25   4.799231 -0.680769 -0.000239  2.35638E-06 -6.28461E-08  8.51595E-06
 fe  26   6.859470 -0.680530  0.000000  2.75167E-04 -6.77072E-06  9.94453E-04
 co  27   4.456702 -0.413298  0.267232  1.14869E-06  1.89242E-06  4.15136E-06
 ni  28   5.559272 -0.640728  0.039802  1.44877E-05  4.25942E-06  5.23585E-05
 cu  29   3.905783 -0.344217  0.336312  3.48347E-07  6.74627E-07  1.25893E-06
 zn  30   4.020434 -0.609566  0.070963  4.66889E-07  2.44588E-07  1.68734E-06
 ga  31   2.644804 -0.435196  0.245334  2.09566E-08  3.23938E-08  7.57373E-08
 ge  32   3.081661 -0.498339  0.182191  5.97005E-08  8.38262E-08  2.15758E-07
 as  33   1.742043 -0.557956  0.122573  2.81705E-09  2.45127E-09  1.01808E-08
 se  34   2.842129 -0.497871  0.182658  3.73832E-08  5.43743E-08  1.35103E-07
 br  35   2.040380 -0.499620  0.180909  5.97159E-09  7.25534E-09  2.15813E-08
 kr  36   2.794560 -0.455440  0.225090  3.55579E-08  5.17331E-08  1.28506E-07
 rb  37   2.037639 -0.322361  0.358168  6.34722E-09  1.28146E-08  2.29389E-08
 sr  38   2.350306 -0.529695  0.150835  1.33675E-08  1.41344E-08  4.83102E-08
  y  39   1.614708 -0.555292  0.125237  2.49334E-09  2.21109E-09  9.01092E-09
 zr  40   1.932724 -0.597276  0.083254  5.32078E-09  3.24630E-09  1.92293E-08
 nb  41   0.795706 -0.614294  0.066235  3.95268E-10  1.93685E-10  1.42850E-09
 mo  42   1.206029 -0.733971 -0.053442  1.04995E-09  5.25912E-10  3.79453E-09
 ru  44   0.977431 -0.782569 -0.102039  6.53423E-10  1.37020E-10  2.36147E-09
 rh  45   0.381511 -0.678489  0.002040  1.68691E-10 -1.27615E-12  6.09651E-10
 pd  46   0.929051 -0.720949 -0.040419  6.15483E-10  7.95557E-11  2.22436E-09
 ag  47   0.521408 -0.678592  0.001938  2.44030E-10 -2.05147E-12  8.81923E-10
 cd  48   1.006464 -0.703536 -0.023006  7.76987E-10  8.76155E-11  2.80803E-09
 in  49   0.066665 -0.693335 -0.012806  9.11625E-11  2.48485E-12  3.29461E-10
 sn  50   1.344817 -0.725183 -0.044653  1.78832E-09  2.17005E-10  6.46300E-09
 sb  51   0.092880 -0.917120 -0.236590  1.02690E-10  2.54957E-12  3.71120E-10
 te  52   1.044022 -1.135978 -0.455449  9.61641E-10  7.10885E-11  3.47537E-09
  i  53   0.864442 -0.685558 -0.005028  6.32496E-10 -4.23428E-11  2.28584E-09
 xe  54   1.527664 -0.712336 -0.031806  3.01334E-09  5.82467E-11  1.08902E-08
 cs  55   0.399980 -0.680020  0.000509  2.27333E-10 -4.62713E-12  8.21581E-10
 ba  56   1.525199 -0.654801  0.025728  3.13398E-09  6.01029E-10  1.13262E-08
 la  57   0.500747 -0.669253  0.011276  2.99647E-10  2.15264E-11  1.08292E-09
 ce  58   0.908848 -0.671152  0.009377  7.73529E-10  5.31137E-11  2.79553E-09
 pr  59   0.083335 -0.676665  0.003865  1.16255E-10  8.85930E-13  4.20147E-10
 nd  60   0.748205 -0.701795 -0.021265  5.50089E-10  3.61200E-12  1.98802E-09
 sm  62   0.130810 -0.809190 -0.128661  1.38383E-10 -2.19236E-12  5.00118E-10
 eu  63  -0.176418 -0.686418 -0.005889  6.89389E-11 -5.12229E-12  2.49145E-10
 gd  64   0.366345 -0.683655 -0.003125  2.48930E-10 -1.26714E-11  8.99634E-10
 tb  65  -0.365637 -0.685637 -0.005107  4.66334E-11 -3.15716E-12  1.68533E-10
 dy  66   0.446319 -0.683681 -0.003152  3.09253E-10 -1.41032E-11  1.11764E-09
 ho  67  -0.215590 -0.685590 -0.005060  6.83679E-11 -4.59857E-12  2.47082E-10
 er  68   0.230412 -0.689588 -0.009058  1.93617E-10 -7.09893E-12  6.99731E-10
 tm  69  -0.563772 -0.683772 -0.003243  3.14113E-11 -1.62979E-12  1.13520E-10
 yb  70   0.185035 -0.734965 -0.054436  1.80436E-10  5.44981E-12  6.52096E-10
 lu  71  -0.588397 -0.678397  0.002133  3.07398E-11 -2.08777E-13  1.11094E-10
 hf  72   0.040503 -0.669497  0.011032  1.33432E-10  9.66655E-12  4.82222E-10
 ta  73  -0.793369 -0.673369  0.007160  1.98301E-11  7.00301E-13  7.16661E-11
  w  74  -0.019531 -0.669531  0.010998  1.19688E-10  8.45385E-12  4.32552E-10
 re  75  -0.422262 -0.682262 -0.001733  4.79597E-11 -1.87732E-12  1.73326E-10
 os  76   0.666469 -0.683531 -0.003002  6.01021E-10 -2.95319E-11  2.17209E-09
 ir  77   0.633186 -0.686814 -0.006284  5.62497E-10 -4.36864E-11  2.03286E-09
 pt  78   0.903035 -0.716965 -0.036435  1.06264E-09 -6.28000E-11  3.84037E-09
 au  79   0.115487 -0.684513 -0.003983  1.74994E-10 -1.01787E-11  6.32427E-10
 hg  80   0.475580 -0.694420 -0.013890  4.08348E-10  4.93684E-11  1.47577E-09
 tl  81   0.120576 -0.649424  0.031106  1.83722E-10  4.16808E-11  6.63973E-10
 pb  82   1.371471 -0.668529  0.012001  3.31897E-09  2.47535E-10  1.19948E-08
 bi  83  -0.023546 -0.673546  0.006983  1.34803E-10  4.50268E-12  4.87179E-10
#  [Rb/Zr]  [ls/Fe]  [hs/Fe]  [hs/ls]  [Pb/hs]
    0.2749   0.1198   0.0155  -0.1043  -0.0035
