# Initial mass = 2.000, Z =  0.0028, Y =  0.250, M_mix = 6.00E-03
# Final mass = 0.659, Mass expelled =   1.3410
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.06647E-01 -6.23543E-02  9.47613E-01
 he   2  11.006639  0.076639  0.771261  2.84949E-01  4.66292E-02  3.82116E-01
  c   6   8.981833  0.511833  1.206455  8.07522E-03  1.01488E-02  1.08289E-02
  n   7   7.595407 -0.274592  0.420030  3.86807E-04  3.19487E-04  5.18708E-04
  o   8   8.190084 -0.539916  0.154706  1.73747E-03  7.03632E-04  2.32995E-03
  f   9   5.164009  0.704009  1.398631  1.94294E-06  2.50036E-06  2.60548E-06
 ne  10   8.316093  0.346094  1.040716  2.92925E-03  3.56679E-03  3.92812E-03
 na  11   6.733504  0.423504  1.118126  8.72540E-05  1.08001E-04  1.17008E-04
 mg  12   7.099734 -0.540266  0.154356  2.14374E-04  8.39214E-05  2.87475E-04
 al  13   5.832114 -0.637886  0.056736  1.28508E-05  1.95500E-06  1.72329E-05
 si  14   6.861798 -0.688202  0.006420  1.43229E-04  8.73188E-07  1.92070E-04
  p  15   4.930157 -0.539843  0.154779  1.84883E-06  7.25452E-07  2.47928E-06
  s  16   6.468010 -0.691989  0.002633  6.60364E-05 -3.69342E-07  8.85548E-05
 cl  17   4.574665 -0.655335  0.039287  9.33382E-07  9.65098E-08  1.25167E-06
 ar  18   5.746397 -0.693603  0.001019  1.56183E-05 -1.65306E-07  2.09442E-05
  k  19   4.402433 -0.677567  0.017055  6.92356E-07  2.77726E-08  9.28450E-07
 ca  20   5.595521 -0.694479  0.000143  1.10705E-05 -1.47098E-07  1.48456E-05
 sc  21   2.486528 -0.563472  0.131150  9.66180E-09  3.27871E-09  1.29565E-08
 ti  22   4.260211 -0.649789  0.044833  6.10926E-07  7.27601E-08  8.19252E-07
  v  23   3.269922 -0.690078  0.004544  6.64875E-08  2.44320E-10  8.91597E-08
 cr  24   4.928754 -0.711246 -0.016624  3.09361E-06 -1.69703E-08  4.14853E-06
 mn  25   4.799654 -0.680346  0.014276  2.42811E-06  7.28719E-08  3.25609E-06
 fe  26   6.845378 -0.694622  0.000000  2.74223E-04 -3.77782E-06  3.67733E-04
 co  27   4.274293 -0.595706  0.098916  7.76952E-07  2.03698E-07  1.04189E-06
 ni  28   5.516433 -0.683567  0.011055  1.35133E-05  2.73825E-07  1.81213E-05
 cu  29   3.763918 -0.486082  0.208540  2.58671E-07  1.30070E-07  3.46878E-07
 zn  30   4.111173 -0.518827  0.175795  5.92315E-07  2.58953E-07  7.94295E-07
 ga  31   2.977082 -0.102918  0.591704  4.63661E-08  4.60940E-08  6.21769E-08
 ge  32   3.496458 -0.083542  0.611080  1.59726E-07  1.65239E-07  2.14193E-07
 as  33   2.095908 -0.204092  0.490530  6.55028E-09  5.91582E-09  8.78392E-09
 se  34   3.441219  0.101219  0.795841  1.52886E-07  1.75066E-07  2.05021E-07
 br  35   2.605641  0.065641  0.760263  2.25919E-08  2.49799E-08  3.02957E-08
 kr  36   3.712143  0.462143  1.156765  3.02774E-07  3.77533E-07  4.06020E-07
 rb  37   2.742884  0.382884  1.077506  3.31459E-08  4.06919E-08  4.44486E-08
 sr  38   3.871144  0.991144  1.685766  4.56551E-07  5.99554E-07  6.12235E-07
  y  39   3.268944  1.098944  1.793566  1.15776E-07  1.52732E-07  1.55255E-07
 zr  40   3.683636  1.153636  1.848258  3.08665E-07  4.07989E-07  4.13919E-07
 nb  41   2.490757  1.080757  1.775379  2.01624E-08  2.65797E-08  2.70378E-08
 mo  42   2.932528  0.992527  1.687150  5.75796E-08  7.60014E-08  7.72143E-08
 ru  44   2.656311  0.896311  1.590933  3.21126E-08  4.22376E-08  4.30630E-08
 rh  45   1.580324  0.520324  1.214946  2.74478E-09  3.45406E-09  3.68075E-09
 pd  46   2.659934  1.009934  1.704556  3.40957E-08  4.49265E-08  4.57223E-08
 ag  47   1.853489  0.653489  1.348111  5.39665E-09  6.90890E-09  7.23691E-09
 cd  48   2.842278  1.132277  1.826900  5.48060E-08  7.24855E-08  7.34949E-08
 in  49   1.700825  0.940825  1.635447  4.04183E-09  5.29876E-09  5.42009E-09
 sn  50   3.291072  1.221072  1.915694  1.62668E-07  2.15820E-07  2.18137E-07
 sb  51   1.772038  0.762038  1.456660  5.04993E-09  6.63519E-09  6.77195E-09
 te  52   2.899421  0.719421  1.414043  7.09599E-08  9.38941E-08  9.51572E-08
  i  53   1.750813  0.200814  0.895436  5.01224E-09  5.85752E-09  6.72141E-09
 xe  54   3.013820  0.773820  1.468442  9.50174E-08  1.23399E-07  1.27418E-07
 cs  55   1.825438  0.745438  1.440060  6.23334E-09  8.05234E-09  8.35891E-09
 ba  56   3.828294  1.648294  2.342916  6.48324E-07  8.65422E-07  8.69402E-07
 la  57   2.818938  1.648938  2.343560  6.41802E-08  8.56719E-08  8.60657E-08
 ce  58   3.295367  1.715367  2.409989  1.93908E-07  2.59013E-07  2.60031E-07
 pr  59   2.251131  1.491131  2.185753  1.76120E-08  2.34621E-08  2.36177E-08
 nd  60   3.047958  1.597958  2.292580  1.12924E-07  1.50695E-07  1.51431E-07
 sm  62   2.248676  1.308676  2.003298  1.86875E-08  2.48735E-08  2.50599E-08
 eu  63   1.167223  0.657223  1.351845  1.56569E-09  2.00524E-09  2.09959E-09
 gd  64   2.085516  1.035516  1.730138  1.34230E-08  1.76617E-08  1.80002E-08
 tb  65   1.063748  0.743748  1.438370  1.29027E-09  1.66655E-09  1.73026E-09
 dy  66   2.218770  1.088770  1.783392  1.88523E-08  2.48611E-08  2.52810E-08
