# Initial mass = 1.500, Z =  0.0028, Y =  0.250, M_mix = 6.00E-03
# Final mass = 0.650, Mass expelled =   0.8500
# El  Z   log e(X)   [X/H]    [X/Fe]     X(i)     Net M(i) Mass(i) 
  p   1  12.000000  0.000000  0.000000  7.21025E-01 -2.73023E-02  6.12871E-01
 he   2  10.987280  0.057280  0.757778  2.78070E-01  2.37097E-02  2.36360E-01
  c   6   8.547829  0.077828  0.778327  3.03318E-03  2.14713E-03  2.57820E-03
  n   7   7.550634 -0.319366  0.381133  3.56015E-04  1.76335E-04  3.02613E-04
  o   8   8.104527 -0.625473  0.075026  1.45582E-03  2.06598E-04  1.23745E-03
  f   9   4.600891  0.140891  0.841389  5.42111E-07  3.94163E-07  4.60794E-07
 ne  10   7.897870 -0.072130  0.628368  1.14099E-03  7.40806E-04  9.69839E-04
 na  11   6.279845 -0.030155  0.670344  3.13238E-05  2.09166E-05  2.66252E-05
 mg  12   6.981520 -0.658480  0.042018  1.66612E-04  1.25961E-05  1.41620E-04
 al  13   5.793600 -0.676400  0.024099  1.19995E-05  5.15610E-07  1.01996E-05
 si  14   6.851678 -0.698322  0.002176  1.42777E-04  1.69246E-07  1.21360E-04
  p  15   4.830850 -0.639150  0.061348  1.50085E-06  1.64046E-07  1.27572E-06
  s  16   6.460455 -0.699544  0.000954  6.62180E-05 -7.97154E-08  5.62853E-05
 cl  17   4.543173 -0.686827  0.013672  8.85760E-07  2.06941E-08  7.52896E-07
 ar  18   5.739789 -0.700211  0.000288  1.56955E-05 -3.91992E-08  1.33411E-05
  k  19   4.384745 -0.695255  0.005244  6.78249E-07  5.61289E-09  5.76512E-07
 ca  20   5.589588 -0.700412  0.000087  1.11425E-05 -3.20524E-08  9.47115E-06
 sc  21   2.394346 -0.655654  0.044845  7.97304E-09  6.42778E-10  6.77709E-09
 ti  22   4.226665 -0.683334  0.017164  5.77021E-07  1.73003E-08  4.90468E-07
  v  23   3.260627 -0.699373  0.001125  6.64036E-08  8.36238E-11  5.64431E-08
 cr  24   4.921201 -0.718799 -0.018300  3.10213E-06 -3.51270E-09  2.63681E-06
 mn  25   4.783939 -0.696061  0.004438  2.38947E-06  1.33487E-08  2.03105E-06
 fe  26   6.839501 -0.700499  0.000000  2.76042E-04 -8.48464E-07  2.34636E-04
 co  27   4.201792 -0.668208  0.032290  6.70873E-07  3.89483E-08  5.70242E-07
 ni  28   5.502760 -0.697239  0.003259  1.33609E-05  4.40468E-08  1.13568E-05
